id,sex,age,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_violent_recid,race,days_b_screening_arrest
1909,Male,48,Greater than 45,0,0,0,0,M,Battery,0,Caucasian,0
1913,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
1914,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
1916,Female,48,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-95
1917,Male,52,Greater than 45,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,African-American,-9
1924,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,1,African-American,-1
1925,Male,38,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
1926,Female,39,Less than 25,0,0,0,3,M,Driving While License Revoked,0,African-American,-1
1928,Male,20,Less than 25,0,0,0,3,F,Possession Of Alprazolam,0,African-American,-27
1930,Female,48,Greater than 45,0,0,0,0,M,Battery,0,Caucasian,-1
1931,Male,39,25 - 45,0,0,0,0,M,Battery,0,Caucasian,-1
1938,Female,39,25 - 45,0,0,0,0,M,Battery,0,African-American,-6
1941,Male,29,25 - 45,0,0,0,0,M,DUI Property Damage/Injury,0,African-American,0
1942,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
1945,Male,29,25 - 45,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,African-American,0
1948,Male,48,25 - 45,0,0,0,3,F,Possession of Cocaine,0,Caucasian,0
1949,Male,47,Greater than 45,0,0,0,0,F,arrest case no charge,0,Hispanic,-1
1951,Male,20,Less than 25,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,African-American,-24
1952,Male,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-6
1955,Male,55,Greater than 45,0,0,0,0,F,Aggravated Assault W/dead Weap,0,African-American,-18
1957,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
1965,Male,25,25 - 45,0,0,0,0,F,DUI Property Damage/Injury,1,African-American,-1
1966,Male,20,Less than 25,0,0,0,0,F,Possession of Cocaine,0,African-American,-1
1967,Female,38,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
1968,Male,29,25 - 45,0,0,0,0,F,Felony Battery (Dom Strang),0,African-American,-1
1971,Male,42,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
1972,Male,39,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
1974,Male,29,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
1975,Male,50,25 - 45,0,0,0,5,F,Possession of Cocaine,0,Asian,0
1980,Male,33,25 - 45,0,0,0,0,F,Possession of Cannabis,0,African-American,-139
1982,Male,54,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
1983,Male,38,25 - 45,0,0,0,0,F,Felony Driving While Lic Suspd,0,African-American,-1
1985,Male,56,Greater than 45,0,0,0,0,M,Driving License Suspended,0,African-American,-84
1987,Male,48,Greater than 45,0,0,0,3,M,arrest case no charge,0,Caucasian,-1
1994,Male,25,25 - 45,0,0,0,5,M,Battery,1,African-American,-1
1995,Male,43,Greater than 45,0,0,0,5,F,arrest case no charge,1,African-American,-1
1999,Male,42,25 - 45,0,0,0,0,M,Battery,0,African-American,0
2002,Male,43,Greater than 45,0,0,0,7,M,Possess Cannabis/20 Grams Or Less,0,African-American,-24
2010,Male,25,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2014,Male,29,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
2018,Male,20,Less than 25,0,0,0,3,F,arrest case no charge,1,African-American,
2020,Male,29,25 - 45,0,0,0,7,M,Battery,0,African-American,0
2021,Male,47,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2024,Female,43,Greater than 45,0,0,0,3,F,arrest case no charge,0,African-American,0
2029,Male,38,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
2033,Female,56,Greater than 45,0,0,0,0,F,Battery,0,African-American,
2034,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,0,Caucasian,-1
2037,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2038,Male,33,25 - 45,0,0,0,3,F,Battery,0,African-American,0
2040,Male,38,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-21
2042,Female,52,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
2044,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2045,Female,20,Less than 25,0,0,0,0,M,Solicit To Deliver Cocaine,0,African-American,-22
2052,Male,38,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-10
2053,Male,25,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
2054,Male,25,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
2055,Male,20,Less than 25,0,0,0,3,F,arrest case no charge,0,African-American,-1
2056,Male,29,25 - 45,0,0,0,3,M,arrest case no charge,0,African-American,-1
2057,Male,25,25 - 45,0,0,0,6,F,"Poss3,4 Methylenedioxymethcath",1,African-American,-1
2059,Male,38,25 - 45,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,African-American,-1
2062,Male,55,Greater than 45,0,0,0,0,F,Battery,0,African-American,-1
2063,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-8
2065,Male,29,25 - 45,0,0,0,0,M,arrest case no charge,0,Caucasian,-1
2066,Male,33,25 - 45,0,0,0,3,F,Battery,0,African-American,-25
2069,Male,25,Less than 25,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,African-American,-1
2070,Male,29,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,0
2072,Female,56,Greater than 45,0,0,0,0,M,Possession of Cocaine,0,African-American,-46
2074,Male,67,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
2075,Female,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
2077,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2078,Male,38,25 - 45,0,0,0,3,F,Possess Cannabis/20 Grams Or Less,1,African-American,0
2079,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2085,Male,29,25 - 45,0,0,0,0,F,Possession Of Alprazolam,1,African-American,
2087,Male,20,Less than 25,0,0,0,0,M,Battery,1,African-American,-1
2089,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,0
2090,Female,25,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2091,Male,56,Greater than 45,0,0,0,6,F,arrest case no charge,0,African-American,-36
2093,Female,29,25 - 45,0,0,0,0,M,Grand Theft (Motor Vehicle),0,African-American,-2
2094,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,0
2095,Male,48,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,0
2098,Female,43,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2099,Female,29,25 - 45,0,0,0,0,F,Battery,0,African-American,-10
2100,Male,39,25 - 45,0,0,0,0,M,Viol Injunct Domestic Violence,0,African-American,0
2104,Male,55,Greater than 45,0,0,0,11,F,Aggrav Battery w/Deadly Weapon,0,African-American,-147
2105,Male,51,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-18
2108,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,0
2109,Male,25,25 - 45,0,0,0,0,F,Battery,0,African-American,0
2110,Male,20,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,0
2111,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2115,Male,39,25 - 45,0,0,0,0,M,Battery,0,Caucasian,-1
2116,Male,38,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2121,Female,29,25 - 45,0,0,0,0,M,"Poss3,4 Methylenedioxymethcath",0,African-American,0
2125,Male,29,25 - 45,0,0,0,5,M,Battery,0,African-American,-1
2129,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-1
2131,Male,33,25 - 45,0,0,0,0,M,Driving While License Revoked,0,African-American,0
2134,Male,25,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2140,Female,52,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-21
2141,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,1,Caucasian,-4
2147,Male,29,25 - 45,0,0,0,0,F,Grand Theft (Motor Vehicle),0,African-American,-1
2148,Female,33,25 - 45,0,0,0,6,F,Battery,1,African-American,-1
2150,Male,25,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-1
2152,Female,38,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
2153,Male,20,Less than 25,0,0,0,0,F,Battery,1,African-American,-1
2154,Male,20,Less than 25,0,0,0,0,F,Unauth Poss ID Card or DL,0,Other,-1
2155,Male,48,Greater than 45,0,0,0,11,F,arrest case no charge,0,African-American,-32
2159,Male,47,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2161,Male,25,25 - 45,0,0,0,0,M,Battery,0,Caucasian,-1
2162,Female,33,25 - 45,0,0,0,0,M,Driving While License Revoked,0,African-American,0
2163,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2165,Male,48,Greater than 45,0,0,0,0,M,Battery,1,African-American,0
2168,Male,33,25 - 45,0,0,0,0,F,Battery,0,African-American,-7
2169,Male,25,25 - 45,0,0,0,0,F,Aggravated Assault W/dead Weap,0,African-American,-1
2170,Male,20,Greater than 45,0,0,0,0,F,Uttering a Forged Instrument,0,African-American,-1
2171,Male,20,Less than 25,0,0,0,0,F,Possession of Cannabis,0,African-American,13
2176,Male,38,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
2179,Male,51,Greater than 45,0,0,0,4,M,arrest case no charge,0,African-American,0
2180,Male,38,25 - 45,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,African-American,-1
2183,Male,38,25 - 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,0
2186,Male,38,25 - 45,0,0,0,0,F,Felony Battery (Dom Strang),1,Caucasian,-1
2188,Male,20,Greater than 45,0,0,0,0,M,Grand Theft in the 3rd Degree,1,African-American,-1
2190,Male,42,25 - 45,0,0,0,3,M,Driving While License Revoked,0,Hispanic,
2194,Female,38,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
2196,Male,47,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
2198,Male,47,Greater than 45,0,0,0,0,F,Felony Driving While Lic Suspd,0,African-American,-1
2201,Female,52,Greater than 45,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,African-American,-1
2205,Female,25,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
2206,Male,29,Greater than 45,0,0,0,0,M,Driving License Suspended,0,African-American,-1
2208,Male,29,25 - 45,0,0,0,0,F,Driving While License Revoked,1,African-American,0
2215,Male,20,Greater than 45,0,0,0,0,F,arrest case no charge,1,African-American,20
2216,Male,42,25 - 45,0,0,0,0,M,Possession Of Alprazolam,0,African-American,-1
2217,Male,29,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-1
2218,Female,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2221,Male,52,25 - 45,0,0,0,0,M,Battery,1,Caucasian,0
2222,Male,61,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
2223,Male,51,Greater than 45,0,0,0,3,F,Grand Theft in the 3rd Degree,0,African-American,-1
2224,Female,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Caucasian,-1
2231,Male,25,Less than 25,0,2,0,6,M,arrest case no charge,1,African-American,0
2234,Male,55,Greater than 45,0,0,0,3,F,Battery,0,African-American,-2
2235,Male,29,25 - 45,0,0,0,3,F,arrest case no charge,0,Caucasian,-1
2237,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2239,Male,29,25 - 45,0,0,0,5,M,arrest case no charge,0,African-American,-18
2243,Male,48,Greater than 45,0,0,0,0,M,DUI- Enhanced,1,African-American,
2245,Male,48,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2246,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-8
2247,Male,29,25 - 45,0,0,0,3,F,Resist Officer w/Violence,1,African-American,-1
2248,Female,25,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
2252,Male,42,25 - 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,-13
2256,Male,56,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
2258,Female,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-1
2259,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,17
2261,Female,47,Greater than 45,0,0,0,0,F,Battery,0,African-American,-1
2263,Male,37,25 - 45,0,0,0,5,F,Grand Theft in the 3rd Degree,0,African-American,-1
2268,Male,25,25 - 45,0,0,0,3,F,Battery,0,African-American,-3
2269,Female,42,Greater than 45,0,0,0,0,F,Aggravated Assault W/dead Weap,0,African-American,
2272,Male,51,Greater than 45,0,0,0,3,F,arrest case no charge,0,African-American,
2274,Male,48,Greater than 45,0,0,0,11,M,Battery,1,African-American,-1
2276,Male,38,25 - 45,0,0,0,5,M,Battery,0,African-American,-1
2277,Male,25,25 - 45,0,0,0,3,M,arrest case no charge,1,African-American,-1
2279,Male,33,25 - 45,0,0,0,0,M,Assault,0,African-American,-1
2282,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,
2283,Male,25,25 - 45,0,0,0,3,M,Battery,1,African-American,-1
2284,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2285,Male,29,Greater than 45,0,0,0,3,F,Grand Theft in the 3rd Degree,0,African-American,-1
2286,Male,25,25 - 45,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,African-American,-1
2289,Female,20,Less than 25,0,0,0,0,M,Battery,1,African-American,-1
2291,Male,61,25 - 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,-23
2292,Male,33,25 - 45,0,0,0,0,F,Aggravated Battery / Pregnant,0,African-American,-1
2293,Male,34,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-1
2294,Male,20,Less than 25,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,African-American,-1
2297,Male,20,Less than 25,0,0,0,3,F,DUI Level 0.15 Or Minor In Veh,1,African-American,-10
2303,Female,38,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2306,Male,48,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2307,Male,48,25 - 45,0,0,0,7,M,arrest case no charge,0,African-American,-1
2310,Male,29,25 - 45,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,African-American,-1
2311,Male,29,25 - 45,0,0,0,3,F,arrest case no charge,1,African-American,-1
2314,Male,51,Greater than 45,0,0,0,0,M,Petit Theft,0,African-American,-49
2316,Male,48,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2321,Male,29,25 - 45,0,0,0,3,M,Viol Prot Injunc Repeat Viol,1,African-American,-1
2322,Male,33,25 - 45,0,0,0,6,F,Battery,0,African-American,-6
2326,Male,29,25 - 45,0,0,0,6,F,Possession of Cocaine,0,African-American,-1
2328,Male,25,Less than 25,0,0,0,0,M,Battery,0,Asian,0
2332,Male,48,25 - 45,0,0,0,0,F,Felony Battery (Dom Strang),0,African-American,0
2334,Male,33,25 - 45,0,0,0,0,F,Aggravated Battery,1,Hispanic,30
2335,Male,29,25 - 45,0,0,0,0,M,Fail To Secure Load,1,African-American,0
2338,Male,55,Greater than 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Hispanic,-2
2342,Female,29,25 - 45,0,0,0,6,F,Grand Theft in the 3rd Degree,0,African-American,-1
2343,Male,61,Greater than 45,0,0,0,0,F,arrest case no charge,0,Caucasian,-5
2349,Male,42,Greater than 45,0,0,0,0,F,Petit Theft,0,African-American,6
2352,Male,42,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2353,Male,42,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
2357,Male,33,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,
2360,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,Hispanic,102
2363,Male,38,25 - 45,0,0,0,3,F,Felony Driving While Lic Suspd,0,African-American,-1
2365,Male,43,Greater than 45,0,0,0,0,F,Battery,0,African-American,-16
2366,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2367,Female,29,25 - 45,0,0,0,0,F,Uttering a Forged Instrument,1,African-American,-49
2370,Female,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2371,Male,29,25 - 45,0,0,0,0,M,Driving License Suspended,0,African-American,-1
2372,Male,42,Greater than 45,0,0,0,0,F,Aggravated Battery / Pregnant,0,African-American,0
2374,Male,20,25 - 45,0,0,0,0,M,Burglary Unoccupied Dwelling,0,African-American,-1
2380,Female,29,25 - 45,0,0,0,0,M,arrest case no charge,0,Hispanic,-68
2383,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2387,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,0
2388,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2389,Male,33,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-4
2393,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
2396,Female,48,25 - 45,0,0,0,0,M,Disorderly Conduct,0,African-American,-1
2398,Male,48,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-20
2400,Male,29,25 - 45,0,0,0,6,F,Neglect Child / No Bodily Harm,0,African-American,-1
2401,Male,29,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
2404,Male,33,25 - 45,0,0,0,0,M,Possession Of Alprazolam,0,African-American,-64
2405,Female,25,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
2406,Female,67,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2408,Female,39,Greater than 45,0,0,0,0,M,Battery,0,African-American,-11
2410,Female,33,25 - 45,0,0,0,0,M,Battery,0,Hispanic,-1
2411,Female,38,25 - 45,0,0,0,3,F,Grand Theft in the 3rd Degree,0,African-American,0
2412,Male,25,25 - 45,0,0,0,3,F,arrest case no charge,0,Caucasian,-16
2415,Male,47,Greater than 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,0
2418,Male,39,Greater than 45,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Caucasian,-1
2420,Male,25,25 - 45,0,0,0,0,M,Battery,1,African-American,0
2421,Male,29,25 - 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,
2422,Male,25,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
2425,Male,38,25 - 45,0,0,0,7,F,Battery,1,African-American,16
2428,Male,33,25 - 45,0,2,1,6,F,Aggravated Assault W/Dead Weap,0,African-American,
2429,Male,25,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-22
2431,Female,20,Less than 25,0,0,0,0,F,Felony Battery (Dom Strang),0,African-American,0
2432,Male,29,25 - 45,0,0,0,0,F,Reckless Driving,0,African-American,-1
2437,Male,29,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,
2438,Male,67,Greater than 45,0,0,0,0,M,"Poss3,4 Methylenedioxymethcath",0,African-American,-1
2439,Female,42,Greater than 45,0,0,0,0,M,Driving License Suspended,0,African-American,
2441,Male,25,25 - 45,0,0,0,0,F,Burglary Structure Unoccup,0,African-American,-1
2442,Male,25,25 - 45,0,0,0,3,M,arrest case no charge,1,African-American,-1
2443,Male,29,25 - 45,0,0,0,3,F,Battery,0,African-American,-1
2444,Male,42,Greater than 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,-1
2451,Male,52,Greater than 45,0,0,0,0,M,DUI Property Damage/Injury,0,African-American,-1
2454,Male,33,25 - 45,0,0,0,0,F,Battery,0,African-American,-15
2456,Male,38,25 - 45,0,0,0,5,F,Felony Driving While Lic Suspd,0,African-American,-2
2457,Male,33,25 - 45,0,0,0,0,M,Battery,0,Other,-1
2459,Male,33,25 - 45,0,0,0,0,F,Felony Driving While Lic Suspd,0,African-American,-1
2462,Male,29,25 - 45,0,0,0,0,M,Disorderly Conduct,0,African-American,
2464,Male,52,Greater than 45,0,0,0,6,M,Possession of Cocaine,0,African-American,-1
2465,Male,33,Greater than 45,0,0,0,0,F,Possession Of Alprazolam,0,African-American,0
2467,Male,42,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-1
2470,Male,47,Greater than 45,0,0,0,3,M,arrest case no charge,0,African-American,
2471,Male,42,Greater than 45,0,0,0,3,F,Battery,0,African-American,
2472,Male,25,25 - 45,0,0,0,5,M,Petit Theft,0,African-American,112
2474,Male,42,Greater than 45,0,0,0,3,F,arrest case no charge,1,African-American,-1
2475,Male,47,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2478,Male,25,25 - 45,0,0,0,0,M,Aggrav Battery w/Deadly Weapon,0,African-American,-1
2480,Male,38,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2482,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,0
2484,Male,43,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,-2
2485,Female,29,25 - 45,0,0,0,0,F,Uttering Forged Bills,0,African-American,-1
2486,Male,29,25 - 45,0,0,0,5,M,Battery,0,African-American,-6
2487,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,-1
2489,Male,20,Less than 25,0,0,0,0,F,Battery,0,African-American,-1
2495,Male,20,Less than 25,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Caucasian,0
2496,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Other,
2497,Male,51,Greater than 45,0,0,0,3,F,arrest case no charge,0,African-American,-1
2498,Male,43,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2501,Male,20,Less than 25,0,0,0,0,F,Uttering a Forged Instrument,0,African-American,-1
2502,Male,42,Greater than 45,0,0,0,0,F,Grand Theft (Motor Vehicle),0,African-American,-1
2507,Male,29,25 - 45,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,African-American,-1
2509,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-1
2511,Male,33,25 - 45,0,0,0,0,M,Felony Driving While Lic Suspd,0,Hispanic,-1
2515,Male,29,25 - 45,0,0,0,6,F,Battery,0,African-American,-1
2516,Male,25,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-1
2517,Male,42,25 - 45,0,0,0,4,F,arrest case no charge,0,African-American,73
2518,Male,25,25 - 45,0,0,0,3,F,arrest case no charge,0,Hispanic,
2519,Male,29,25 - 45,0,0,0,12,F,Possession of Cocaine,1,African-American,-1
2521,Female,25,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
2523,Male,52,Greater than 45,0,0,0,8,F,Stalking (Aggravated),0,African-American,-1
2524,Male,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
2525,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,0
2526,Male,43,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
2532,Male,25,25 - 45,0,0,0,3,M,arrest case no charge,0,African-American,-1
2533,Male,20,Less than 25,0,0,0,0,M,Battery,1,African-American,-1
2536,Male,52,Greater than 45,0,0,0,12,M,Battery,0,African-American,-9
2537,Female,25,25 - 45,0,0,0,0,M,Battery,0,African-American,0
2538,Male,56,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
2539,Female,25,25 - 45,0,0,0,0,M,arrest case no charge,1,African-American,-46
2540,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,0
2541,Male,39,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,0
2542,Male,33,25 - 45,0,0,0,3,F,arrest case no charge,1,African-American,-205
2543,Male,33,25 - 45,0,0,0,12,F,Battery,0,African-American,-1
2546,Male,56,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
2548,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,-1
2549,Male,56,Greater than 45,0,0,0,0,M,Driving Under The Influence,0,African-American,-1
2550,Male,29,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,
2554,Female,43,Greater than 45,0,0,0,5,F,arrest case no charge,0,Caucasian,-10
2556,Male,25,Less than 25,0,0,0,0,F,Battery,0,African-American,0
2557,Male,29,25 - 45,0,0,0,6,F,Battery,0,African-American,-79
2560,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-2
2562,Male,25,25 - 45,0,0,0,5,M,Battery,0,African-American,0
2566,Male,25,25 - 45,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,African-American,-1
2567,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,0
2569,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
2574,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Caucasian,0
2579,Female,33,25 - 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,0
2580,Male,52,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2582,Male,39,Greater than 45,0,0,0,3,M,arrest case no charge,0,Caucasian,125
2583,Male,30,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-30
2584,Male,25,Less than 25,0,0,0,0,M,Burglary Unoccupied Dwelling,0,African-American,-1
2586,Male,34,25 - 45,0,0,0,0,F,arrest case no charge,0,Caucasian,-21
2588,Male,29,25 - 45,0,0,0,3,F,Tamper With Witness/Victim/CI,0,African-American,-1
2589,Female,33,25 - 45,0,0,0,3,F,Battery,0,African-American,0
2593,Female,25,25 - 45,0,0,0,0,F,Battery,0,African-American,-27
2594,Male,47,Greater than 45,0,0,0,0,F,Felony Battery (Dom Strang),0,African-American,0
2595,Female,47,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
2599,Female,65,Greater than 45,0,0,0,3,M,arrest case no charge,0,African-American,
2602,Male,42,Greater than 45,0,0,0,3,F,Battery,0,African-American,0
2605,Male,42,Greater than 45,0,0,0,0,M,Possession of Cocaine,0,African-American,378
2606,Male,25,25 - 45,0,0,0,4,F,arrest case no charge,0,African-American,-1
2607,Female,47,25 - 45,0,0,0,0,M,Battery,0,African-American,0
2609,Male,25,25 - 45,0,0,0,4,F,Driving While License Revoked,0,African-American,0
2610,Male,47,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2611,Male,29,25 - 45,0,0,0,0,M,Felony Battery (Dom Strang),0,African-American,0
2612,Male,38,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,
2613,Male,39,Less than 25,0,0,0,0,F,Battery,0,African-American,-1
2614,Male,25,25 - 45,0,0,0,3,F,Grand Theft in the 3rd Degree,0,African-American,-2
2615,Male,52,Greater than 45,0,0,0,0,F,Felony Battery (Dom Strang),0,African-American,-1
2616,Male,20,Less than 25,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,African-American,-1
2619,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
2621,Male,29,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-1
2623,Male,33,25 - 45,0,0,0,3,F,Burglary Unoccupied Dwelling,0,African-American,-1
