id,sex,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_violent_recid
2655,Male,29,25 - 45,0,7,0,2,6,M,Burglary Unoccupied Dwelling,0
2655,Male,32,25 - 45,0,4,0,0,2,F,Driving While License Revoked,0
2655,Male,34,25 - 45,0,4,0,0,2,M,Driving Under The Influence,0
2656,Male,24,25 - 45,0,2,0,0,0,M,Battery,0
2657,Female,20,Less than 25,0,4,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
2657,Male,33,25 - 45,0,1,0,0,3,M,Battery,0
2657,Male,36,25 - 45,0,6,0,0,9,M,Battery,0
2657,Male,23,25 - 45,0,3,0,0,1,M,Battery,0
2657,Male,50,Greater than 45,0,1,0,0,3,F,Battery on Law Enforc Officer,0
2667,Male,51,Greater than 45,0,1,0,0,0,M,Battery,0
2782,Male,44,25 - 45,1,9,0,0,19,M,Battery,0
2667,Male,25,25 - 45,0,4,0,0,1,F,Aggrav Stalking After Injunctn,0
2667,Male,48,Greater than 45,0,1,0,0,0,F,Battery,0
2789,Male,21,Less than 25,0,3,0,0,0,M,Battery,1
2668,Male,38,25 - 45,0,4,0,0,0,M,arrest case no charge,0
2668,Male,28,25 - 45,0,10,0,0,5,M,Battery,0
2683,Male,27,25 - 45,4,10,1,0,11,F,Pos Cannabis W/Intent Sel/Del,0
2683,Male,22,Less than 25,0,7,0,0,0,M,Aggrav Stalking After Injunctn,0
2683,Male,38,25 - 45,0,1,0,0,0,M,Susp Drivers Lic 1st Offense,0
2683,Male,45,Greater than 45,0,7,0,0,4,F,arrest case no charge,0
2807,Male,24,Less than 25,0,10,0,0,11,F,Battery,1
2688,Male,28,25 - 45,0,3,0,0,1,F,Battery,0
2688,Male,21,Less than 25,0,3,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0
2813,Male,26,25 - 45,1,10,1,0,8,M,arrest case no charge,0
2688,Male,25,25 - 45,0,9,0,0,1,F,arrest case no charge,0
2689,Male,58,Greater than 45,0,1,0,0,0,M,Battery,0
2689,Male,32,25 - 45,0,4,0,1,3,F,Possession of Cocaine,0
2828,Female,22,Less than 25,0,7,0,0,0,M,Battery,0
2691,Male,23,25 - 45,0,3,0,1,1,F,Crimin Mischief Damage $1000+,0
2691,Male,49,Greater than 45,0,1,0,0,4,F,Possession of Cocaine,0
2691,Male,26,25 - 45,0,2,0,0,1,F,Possession of Cocaine,0
2696,Female,51,25 - 45,0,1,0,0,3,M,arrest case no charge,0
2696,Male,22,Less than 25,0,4,1,2,3,M,DUI Level 0.15 Or Minor In Veh,0
2842,Male,22,25 - 45,0,2,0,0,0,F,Grand Theft in the 3rd Degree,0
2697,Male,34,25 - 45,0,1,0,0,0,M,Battery,0
2848,Male,23,25 - 45,0,8,0,0,0,M,arrest case no charge,0
2697,Male,34,25 - 45,0,4,0,0,6,F,Burglary Unoccupied Dwelling,0
2700,Male,23,25 - 45,0,8,0,0,0,F,Felony Battery,0
2700,Male,24,25 - 45,0,6,0,0,6,F,arrest case no charge,0
2700,Male,23,25 - 45,0,9,0,1,2,F,Possession Burglary Tools,0
2722,Male,32,25 - 45,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0
2864,Male,35,25 - 45,0,3,0,0,7,F,Resist Officer w/Violence,0
2865,Male,22,Less than 25,0,3,0,0,2,F,Crim Use of Personal ID Info,1
2728,Male,23,25 - 45,0,2,0,0,0,F,Aggravated Battery,0
2728,Male,22,Less than 25,0,7,0,0,0,M,Driving Under The Influence,0
2728,Male,32,25 - 45,0,1,0,0,0,M,Operating W/O Valid License,0
2870,Male,24,Less than 25,0,7,0,0,2,M,Susp Drivers Lic 1st Offense,1
2728,Male,26,25 - 45,0,3,0,0,0,M,Battery,0
2751,Male,44,Less than 25,0,3,0,0,8,F,Possession of Hydromorphone,0
2751,Male,25,25 - 45,0,1,0,0,0,M,Battery,0
2891,Male,21,Less than 25,0,4,0,0,1,M,Possess Cannabis/20 Grams Or Less,0
2752,Male,51,Greater than 45,0,1,0,0,1,F,arrest case no charge,0
2752,Male,25,25 - 45,0,8,0,0,4,F,Possession of Cocaine,0
2758,Female,28,25 - 45,0,3,0,0,0,M,Battery,0
2759,Male,22,Less than 25,0,7,0,0,3,M,arrest case no charge,0
2759,Male,38,25 - 45,0,1,0,0,0,M,Burglary Dwelling Assault/Batt,0
2759,Male,21,Less than 25,0,4,0,0,0,F,Burglary Unoccupied Dwelling,0
2759,Male,37,25 - 45,0,4,0,0,0,M,Battery,0
2911,Male,34,25 - 45,0,1,0,0,0,M,arrest case no charge,1
2765,Male,27,25 - 45,0,10,3,0,17,M,Battery,0
2765,Male,26,25 - 45,0,9,0,0,1,F,False Imprisonment,0
2765,Male,24,25 - 45,0,4,0,1,3,M,arrest case no charge,0
2770,Male,45,Greater than 45,0,7,0,0,5,M,Deliver Cocaine,0
2770,Male,32,25 - 45,0,1,0,0,0,M,Battery,0
2771,Male,54,Greater than 45,0,1,0,0,0,M,Battery,0
2771,Male,31,25 - 45,0,2,0,0,1,M,Battery,0
2771,Male,20,Less than 25,0,3,0,0,0,F,Battery on a Person Over 65,0
2771,Male,35,25 - 45,0,2,0,0,0,F,Stalking (Aggravated),0
2776,Male,32,25 - 45,0,2,0,0,2,F,Possession of Cocaine,0
2809,Male,60,Greater than 45,0,1,0,0,0,M,arrest case no charge,0
2809,Male,25,25 - 45,0,4,1,0,1,F,Possession of Cocaine,0
2809,Male,25,25 - 45,0,1,0,0,1,F,Throw Deadly Missile Into Veh,0
2809,Female,22,Less than 25,0,6,0,0,6,M,arrest case no charge,0
2813,Male,37,25 - 45,0,1,0,0,0,F,Aggravated Assault w/Firearm,0
2820,Male,23,25 - 45,0,3,0,0,1,F,Burglary Conveyance Unoccup,0
2820,Male,23,25 - 45,0,4,0,0,0,F,Uttering a Forged Instrument,0
2821,Male,20,Less than 25,0,3,0,0,0,F,arrest case no charge,0
2821,Male,19,Less than 25,0,4,0,0,0,F,Burglary Structure Unoccup,0
2841,Male,27,25 - 45,0,2,0,0,1,M,Battery,0
2841,Male,40,Greater than 45,0,4,0,0,9,M,Battery,0
2841,Male,24,25 - 45,0,7,0,0,2,M,Battery,0
2841,Male,35,25 - 45,0,1,0,0,1,M,Battery,0
2841,Male,30,25 - 45,0,4,0,0,0,F,Possession of Cocaine,0
2848,Male,25,25 - 45,0,4,0,0,3,M,arrest case no charge,0
2969,Male,59,Greater than 45,0,-1,0,0,3,M,Driving Under The Influence,0
2848,Male,33,25 - 45,0,2,0,0,0,F,Aggravated Assault W/Dead Weap,0
2851,Male,44,25 - 45,0,1,0,0,0,F,Aggravated Battery / Pregnant,0
2974,Male,57,Greater than 45,0,4,0,0,8,F,Felony Battery w/Prior Convict,1
2851,Male,28,25 - 45,0,4,0,0,5,M,Assault,0
2851,Male,45,25 - 45,0,7,0,0,1,M,Battery,0
2860,Male,39,25 - 45,0,8,0,0,9,F,Grand Theft in the 3rd Degree,0
2860,Male,23,25 - 45,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0
2860,Male,45,Greater than 45,0,3,0,0,5,M,arrest case no charge,0
2860,Male,50,Greater than 45,0,1,0,0,2,F,arrest case no charge,0
2860,Male,49,25 - 45,0,1,0,0,0,M,arrest case no charge,0
2869,Female,37,25 - 45,0,1,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
2870,Male,51,25 - 45,0,9,0,0,15,F,Felony Petit Theft,0
2870,Male,19,Less than 25,0,4,0,0,0,F,Possession of Cocaine,0
2870,Female,22,Less than 25,0,4,0,0,0,M,Battery,0
2870,Male,37,25 - 45,0,4,0,0,1,F,Tampering With Physical Evidence,0
2880,Male,19,Less than 25,0,6,0,0,1,F,arrest case no charge,0
2880,Male,49,Greater than 45,0,4,0,0,8,M,Driving License Suspended,0
2880,Male,51,Greater than 45,0,1,0,0,0,M,DUI Blood Alcohol Above 0.20,0
2887,Male,40,Greater than 45,0,9,0,0,2,F,Grand Theft in the 3rd Degree,0
2900,Male,31,25 - 45,0,4,0,0,4,M,Battery,0
2900,Male,37,25 - 45,0,4,0,0,2,F,Possession of Cocaine,0
2900,Male,33,25 - 45,0,3,0,0,12,F,arrest case no charge,0
2900,Male,29,25 - 45,0,4,0,1,8,F,Aggravated Battery / Pregnant,0
2900,Male,28,25 - 45,0,6,0,0,5,F,Grand Theft in the 3rd Degree,0
2902,Male,30,25 - 45,0,1,0,0,1,M,Battery,0
2908,Male,23,25 - 45,0,4,0,0,4,F,arrest case no charge,0
2908,Female,30,25 - 45,0,1,0,0,0,M,Battery,0
2908,Male,19,Less than 25,0,4,0,0,1,F,arrest case no charge,0
2908,Female,56,Greater than 45,0,3,0,0,7,M,Expired DL More Than 6 Months,0
2914,Male,49,Greater than 45,0,1,0,0,1,F,arrest case no charge,0
3041,Male,38,25 - 45,0,2,0,0,0,M,Battery,0
2914,Male,35,25 - 45,0,1,0,0,4,M,arrest case no charge,0
2914,Male,30,25 - 45,0,7,0,0,3,F,arrest case no charge,0
2914,Male,25,25 - 45,0,4,0,1,4,F,Grand Theft in the 3rd Degree,0
2917,Male,45,25 - 45,0,1,0,0,0,M,Battery,0
2925,Male,31,25 - 45,0,2,0,0,2,M,Battery,0
2925,Male,54,Greater than 45,0,2,0,0,5,F,Possession of Cocaine,0
2925,Male,23,25 - 45,0,3,0,0,0,F,Battery on Law Enforc Officer,0
2928,Male,24,25 - 45,0,4,0,0,0,M,Petit Theft,0
2928,Male,37,25 - 45,0,1,0,0,1,M,Battery,0
2938,Female,23,25 - 45,0,4,0,0,1,F,arrest case no charge,0
2939,Male,28,25 - 45,0,7,0,0,9,F,Theft/To Deprive,0
2939,Male,31,25 - 45,0,2,0,1,1,F,Possession of Cocaine,0
2939,Male,30,25 - 45,0,1,0,0,0,F,Criminal Mischief Damage <$200,0
2988,Male,40,Greater than 45,0,1,0,0,5,M,arrest case no charge,0
2988,Female,30,25 - 45,0,2,0,0,1,M,Battery,0
2988,Male,27,25 - 45,0,2,0,1,3,F,Carrying Concealed Firearm,0
2990,Male,44,Greater than 45,0,4,0,0,7,M,Battery,0
2990,Male,19,Less than 25,0,4,0,0,0,F,Burglary Dwelling Armed,0
2995,Female,21,Less than 25,0,4,0,0,0,M,Battery,0
2996,Male,23,25 - 45,0,6,0,0,1,F,Burglary Conveyance Unoccup,0
2996,Male,22,Less than 25,0,4,0,0,1,F,arrest case no charge,0
2996,Male,53,25 - 45,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0
2996,Male,27,25 - 45,0,2,0,0,2,F,arrest case no charge,0
3053,Female,29,25 - 45,0,1,0,0,0,M,Battery,0
3053,Male,40,Greater than 45,0,1,0,0,0,M,Failure To Return Hired Vehicle,0
3110,Male,21,Less than 25,0,3,0,1,0,M,Battery,0
3053,Male,25,25 - 45,4,9,0,0,6,M,Battery,0
3055,Male,31,25 - 45,0,8,0,0,0,F,Consp Traff Oxycodone  4g><14g,0
3055,Male,35,25 - 45,0,4,0,0,7,M,Battery,0
3111,Male,25,25 - 45,0,4,0,0,2,M,Resist/Obstruct W/O Violence,0
3111,Male,40,Greater than 45,0,4,0,1,2,M,Possess Cannabis/20 Grams Or Less,0
3111,Male,49,25 - 45,0,2,0,0,1,F,arrest case no charge,0
3111,Male,36,25 - 45,0,6,0,0,18,F,Driving While License Revoked,0
3134,Male,24,Less than 25,0,3,0,0,1,M,Battery,1
3134,Male,23,25 - 45,0,8,0,1,7,F,arrest case no charge,0
3134,Female,30,25 - 45,0,1,0,0,0,M,Battery,0
3137,Male,48,Greater than 45,0,8,0,0,2,M,arrest case no charge,0
3135,Male,23,25 - 45,0,7,0,0,0,F,Poss Contr Subst W/o Prescript,0
3146,Male,37,25 - 45,0,2,0,0,0,F,arrest case no charge,0
3135,Female,38,25 - 45,0,8,0,0,7,F,Agg Battery Grt/Bod/Harm,0
3135,Male,29,25 - 45,0,3,0,0,0,F,Poss Of Controlled Substance,0
3139,Male,30,25 - 45,0,7,0,0,3,F,arrest case no charge,0
3139,Male,43,Less than 25,0,1,0,0,4,F,arrest case no charge,0
3139,Male,22,Less than 25,0,4,0,0,0,F,arrest case no charge,0
3146,Male,24,25 - 45,0,9,0,0,1,F,Grand Theft (Motor Vehicle),0
3146,Male,37,25 - 45,0,2,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
3153,Male,32,25 - 45,0,1,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
3162,Male,29,25 - 45,0,7,0,1,7,M,Battery,1
3153,Male,34,25 - 45,0,3,0,0,0,M,Battery,0
3153,Male,47,Greater than 45,0,1,0,0,0,M,Battery,0
3174,Male,21,25 - 45,0,4,0,0,0,F,Burglary Structure Unoccup,0
3154,Male,36,25 - 45,0,4,0,0,4,F,Aggrav Battery w/Deadly Weapon,0
3177,Male,34,25 - 45,0,1,0,0,4,F,Battery,0
3178,Male,22,25 - 45,0,8,0,2,5,F,Possession Of Alprazolam,0
3181,Male,22,Less than 25,0,7,0,2,0,F,Grand Theft (Motor Vehicle),0
3154,Male,23,25 - 45,0,4,0,0,2,F,Pos Cannabis W/Intent Sel/Del,0
3169,Female,25,25 - 45,0,3,0,0,2,F,Possession Of Heroin,0
3169,Male,45,Greater than 45,0,1,0,0,2,F,arrest case no charge,0
3169,Male,22,Less than 25,0,3,0,1,0,F,Possession of Cocaine,0
3169,Male,33,25 - 45,0,4,0,0,4,F,arrest case no charge,0
3174,Male,33,25 - 45,0,1,0,0,0,M,Possess Cannabis/20 Grams Or Less,0
3177,Female,25,25 - 45,0,2,0,0,0,M,Battery,0
3177,Male,19,Less than 25,0,6,0,0,0,F,arrest case no charge,0
3200,Male,35,25 - 45,0,-1,0,0,1,F,Crimin Mischief Damage $1000+,1
3178,Female,22,Less than 25,0,8,0,0,0,F,Possession of Cocaine,0
3178,Male,19,Less than 25,1,7,0,0,1,F,arrest case no charge,0
3182,Male,43,Greater than 45,0,1,0,0,2,M,Driving While License Revoked,0
3182,Male,34,25 - 45,0,6,0,0,9,F,arrest case no charge,0
3182,Male,54,Greater than 45,0,1,0,0,0,M,Battery,0
3182,Female,27,25 - 45,0,2,0,0,0,M,Battery,0
3209,Male,22,Less than 25,0,6,0,0,3,F,arrest case no charge,0
3186,Male,46,25 - 45,0,1,0,0,0,M,Battery,0
3188,Male,24,25 - 45,0,2,0,0,0,F,Aggravated Battery / Pregnant,0
3188,Male,24,25 - 45,0,4,0,0,0,M,Battery,0
3188,Male,26,25 - 45,0,7,1,0,6,F,Uttering a Forged Instrument,0
3226,Male,29,25 - 45,0,8,0,0,4,F,arrest case no charge,0
3190,Male,24,25 - 45,0,4,0,0,2,F,arrest case no charge,0
3190,Female,40,Greater than 45,0,4,0,0,4,F,arrest case no charge,0
3191,Male,40,Greater than 45,0,1,0,0,0,F,Felony Driving While Lic Suspd,0
3191,Male,34,25 - 45,0,1,0,0,8,F,Susp Drivers Lic 1st Offense,0
3236,Male,29,25 - 45,0,10,0,0,12,F,Possession of Cocaine,1
3191,Male,36,25 - 45,0,1,0,0,0,M,arrest case no charge,0
3192,Female,23,25 - 45,0,7,0,0,5,F,DUI Property Damage/Injury,0
3192,Male,21,Less than 25,1,7,0,0,2,F,Deliver Cocaine,0
3206,Male,27,25 - 45,0,3,0,0,0,M,Felony Battery (Dom Strang),0
3206,Male,30,25 - 45,0,6,0,0,1,F,arrest case no charge,0
3207,Male,46,Less than 25,0,1,0,0,2,F,arrest case no charge,0
3207,Male,45,Greater than 45,0,2,0,0,4,M,Susp Drivers Lic 1st Offense,0
3207,Male,43,Greater than 45,0,1,0,0,1,F,arrest case no charge,0
3262,Female,26,25 - 45,0,6,0,0,9,M,Driving License Suspended,0
3222,Female,41,Less than 25,0,1,0,0,0,F,Battery on Law Enforc Officer,0
3222,Male,25,25 - 45,0,2,0,0,0,M,Battery,0
3222,Male,19,Less than 25,0,6,0,0,0,F,Burglary Structure Unoccup,0
3281,Male,30,25 - 45,0,3,0,0,3,F,Crimin Mischief Damage $1000+,0
3226,Male,61,25 - 45,0,1,0,0,0,F,DUI Property Damage/Injury,0
3234,Male,34,25 - 45,0,6,0,0,15,F,Aggravated Assault w/Firearm,0
3234,Male,26,25 - 45,0,4,0,0,0,F,Crim Use of Personal ID Info,0
3234,Male,34,25 - 45,0,4,0,0,3,F,Possession of Cocaine,0
3236,Male,25,25 - 45,0,3,0,0,0,F,Battery,0
3236,Male,39,25 - 45,0,1,0,0,0,M,Carrying Concealed Firearm,0
3246,Male,28,25 - 45,0,4,0,0,6,M,Battery,0
3246,Female,27,25 - 45,0,2,0,0,0,M,Battery,0
3246,Male,35,25 - 45,0,2,0,0,3,F,Driving While License Revoked,0
3247,Female,43,Greater than 45,0,2,0,0,3,F,Resist Officer w/Violence,0
3247,Male,30,25 - 45,0,3,0,0,1,M,Susp Drivers Lic 1st Offense,0
3274,Male,28,25 - 45,0,3,1,0,1,M,Possess Cannabis/20 Grams Or Less,0
3274,Male,54,25 - 45,0,1,0,0,1,M,Battery,0
3281,Male,27,25 - 45,0,4,0,0,2,F,Aggravated Assault W/dead Weap,0
3281,Male,54,Greater than 45,0,1,0,0,0,M,Assault,0
3281,Male,42,Greater than 45,0,6,0,0,9,F,Grand Theft (Motor Vehicle),0
3290,Female,35,25 - 45,0,2,0,0,0,F,Possession of Cocaine,0
3292,Male,22,Less than 25,0,4,0,0,0,F,Battery,0
3292,Male,55,Greater than 45,0,1,0,0,0,M,DUI Property Damage/Injury,0
3292,Male,40,25 - 45,0,1,0,0,0,M,arrest case no charge,0
3292,Male,30,25 - 45,0,10,0,0,4,F,Possession of Cocaine,0
3328,Female,21,Less than 25,0,6,0,0,1,F,Robbery Sudd Snatch No Weapon,0
3328,Male,45,Greater than 45,0,1,0,0,1,F,Neglect Child / No Bodily Harm,0
3333,Male,39,25 - 45,0,-1,0,0,3,F,Battery,1
3332,Male,20,Less than 25,0,6,0,0,0,F,Petit Theft,0
3332,Male,52,Greater than 45,0,1,0,0,0,F,Possession of Cocaine,0
3340,Male,38,25 - 45,0,7,4,0,30,M,Battery,0
3332,Male,21,Less than 25,0,6,0,0,2,F,arrest case no charge,0
3343,Male,20,Less than 25,0,2,0,0,1,F,arrest case no charge,0
3344,Male,38,25 - 45,0,7,0,0,2,F,Burglary Dwelling Assault/Batt,0
3338,Male,30,25 - 45,0,3,0,0,2,F,Burglary Structure Unoccup,0
3339,Male,28,25 - 45,0,1,0,0,1,F,Felony Battery (Dom Strang),0
3339,Male,53,Less than 25,0,1,0,0,3,F,Resist Officer w/Violence,0
3339,Male,38,25 - 45,0,4,0,0,0,F,Deliver Cannabis,0
3339,Male,35,25 - 45,0,1,0,0,1,F,arrest case no charge,0
3343,Male,24,25 - 45,0,6,0,0,1,F,arrest case no charge,0
3343,Male,20,Less than 25,0,3,0,1,0,F,Uttering a Forged Instrument,0
3343,Female,35,25 - 45,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0
3343,Female,33,25 - 45,0,1,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
3344,Male,19,Less than 25,0,4,0,0,1,F,Grand Theft in the 3rd Degree,0
3345,Female,39,Greater than 45,0,4,0,0,1,F,Aggrav Battery w/Deadly Weapon,0
3350,Male,19,Less than 25,0,8,1,2,1,F,Burglary Conveyance Unoccup,0
3350,Male,44,Greater than 45,1,9,0,0,7,M,Battery,0
3386,Male,35,25 - 45,0,4,0,0,6,F,Battery on a Person Over 65,0
3387,Male,52,Greater than 45,0,-1,0,0,1,M,Disorderly Conduct,1
3350,Male,42,Greater than 45,0,1,0,0,0,M,Battery,0
3356,Male,42,25 - 45,0,1,0,0,0,M,Battery,0
3357,Male,41,Greater than 45,0,4,0,0,0,M,Battery,0
3357,Male,54,Greater than 45,0,7,0,0,1,M,Possession of Hydromorphone,0
3357,Male,31,25 - 45,3,10,0,0,13,F,Possession of Cocaine,0
3357,Male,46,Greater than 45,0,1,0,0,2,F,arrest case no charge,0
3357,Female,34,25 - 45,0,2,1,0,7,F,Possession of Cocaine,0
3406,Male,21,Less than 25,0,8,0,0,0,M,Battery,0
3390,Male,47,Greater than 45,0,1,0,0,1,M,Aggravated Assault W/Dead Weap,0
3390,Male,20,Less than 25,0,6,0,0,0,M,Battery,0
3390,Male,39,Greater than 45,0,3,0,0,1,F,arrest case no charge,0
3392,Female,25,25 - 45,0,2,0,0,0,F,arrest case no charge,0
3396,Male,23,25 - 45,0,2,0,0,0,M,Battery,0
3396,Male,25,25 - 45,0,3,0,0,3,F,arrest case no charge,0
3418,Male,36,25 - 45,0,1,0,0,3,M,Battery,0
3396,Male,37,25 - 45,0,2,0,0,1,F,Possession of Cocaine,0
3396,Female,30,25 - 45,0,2,0,0,2,F,Poss Contr Subst W/o Prescript,0
3397,Female,37,25 - 45,0,1,0,0,0,M,Battery,0
3409,Female,25,25 - 45,0,2,0,0,0,M,Battery,0
3434,Male,27,Less than 25,0,10,0,0,25,F,arrest case no charge,0
3410,Male,19,Less than 25,0,6,0,0,0,F,Burglary Unoccupied Dwelling,0
3410,Male,32,25 - 45,0,1,0,0,0,F,Felony Battery (Dom Strang),0
3410,Male,25,25 - 45,0,3,0,0,1,M,Battery,0
3410,Male,40,Greater than 45,0,2,0,0,2,F,Susp Drivers Lic 1st Offense,0
3423,Male,30,25 - 45,0,1,0,0,3,F,Burglary Unoccupied Dwelling,0
3423,Male,23,25 - 45,0,3,0,0,1,F,Aggrav Battery w/Deadly Weapon,0
3456,Male,21,Less than 25,0,8,1,0,1,M,Assault,0
3427,Male,42,Greater than 45,0,1,0,0,1,F,Possession of Cocaine,0
3427,Male,33,25 - 45,0,2,0,0,1,M,Battery,0
3462,Male,37,25 - 45,0,-1,0,0,1,M,Battery,0
3427,Male,34,25 - 45,0,3,0,0,1,F,Solicit Deliver Cocaine,0
3439,Male,43,Less than 25,0,1,0,0,2,F,arrest case no charge,0
3468,Male,35,25 - 45,0,10,0,0,3,F,Aggravated Battery / Pregnant,1
3445,Male,38,25 - 45,0,4,0,0,5,F,Burglary Structure Unoccup,0
3445,Male,47,Greater than 45,0,2,0,0,1,M,DUI Property Damage/Injury,0
3445,Male,34,25 - 45,0,1,0,0,0,M,Viol Injunct Domestic Violence,0
3458,Male,43,Greater than 45,0,6,0,0,7,F,Possession of Cocaine,0
3458,Male,32,25 - 45,0,1,0,0,2,F,Pos Cannabis W/Intent Sel/Del,0
3458,Female,22,Less than 25,0,9,0,0,1,F,arrest case no charge,0
3462,Male,31,25 - 45,0,2,0,0,0,M,Battery,0
3462,Male,21,Less than 25,0,7,0,0,3,F,Tampering With Physical Evidence,0
3465,Male,24,25 - 45,0,2,0,0,2,F,Aggrav Battery w/Deadly Weapon,0
3499,Female,30,25 - 45,0,10,3,2,14,F,Carrying Concealed Firearm,1
3468,Male,23,25 - 45,0,6,0,0,2,M,Driving Under The Influence,0
3468,Male,24,25 - 45,0,4,0,0,2,M,Battery,0
3468,Male,24,25 - 45,0,8,0,0,7,M,False Ownership Info/Pawn Item,0
3468,Male,53,Greater than 45,0,1,0,0,0,F,False Imprisonment,0
3483,Female,18,Less than 25,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0
3483,Male,21,Less than 25,0,3,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0
3512,Male,26,25 - 45,0,7,0,0,5,F,arrest case no charge,0
3487,Male,35,25 - 45,0,1,0,0,4,M,Driving Under The Influence,0
3516,Male,28,25 - 45,0,2,0,0,1,F,Felony Driving While Lic Suspd,1
3487,Male,47,Greater than 45,0,1,0,0,1,F,arrest case no charge,0
3487,Male,49,25 - 45,0,2,0,0,5,F,Possession of Oxycodone,0
3504,Male,22,Less than 25,0,3,0,0,0,F,Grand Theft in the 3rd Degree,0
3506,Male,28,25 - 45,0,1,0,0,0,F,Stalking (Aggravated),0
3506,Male,30,25 - 45,0,3,0,0,2,F,Possession of Hydromorphone,0
3533,Male,26,25 - 45,0,10,3,0,8,F,Driving While License Revoked,0
3506,Male,49,Greater than 45,0,1,0,0,1,M,Tamper With Witness/Victim/CI,0
3506,Male,29,25 - 45,0,2,0,0,2,F,Possession Of Alprazolam,0
3536,Male,25,25 - 45,0,1,0,0,0,F,arrest case no charge,0
3516,Male,19,Less than 25,0,2,0,0,1,F,Grand Theft in the 3rd Degree,0
3523,Male,34,25 - 45,0,4,0,0,3,F,Felony Battery w/Prior Convict,0
3523,Male,21,Less than 25,0,2,0,0,0,F,Battery,0
3523,Male,58,25 - 45,0,1,0,0,4,M,Driving License Suspended,0
3542,Male,20,Less than 25,0,6,0,1,0,F,arrest case no charge,1
3544,Male,24,Less than 25,0,1,0,0,1,F,Burglary Unoccupied Dwelling,1
3528,Male,21,Less than 25,0,2,0,0,0,F,arrest case no charge,0
3528,Male,43,Greater than 45,0,4,0,0,3,F,arrest case no charge,0
3529,Male,25,25 - 45,0,3,0,0,0,M,Battery,0
3529,Male,58,Greater than 45,0,1,0,0,3,F,arrest case no charge,0
3529,Male,30,25 - 45,0,1,0,0,0,F,Aggravated Battery / Pregnant,0
3536,Male,35,25 - 45,0,3,0,0,4,F,arrest case no charge,0
3536,Male,46,Less than 25,0,1,0,0,0,F,Susp Drivers Lic 1st Offense,0
3536,Male,20,Less than 25,0,9,0,0,1,F,Grand Theft in the 3rd Degree,0
3538,Male,32,25 - 45,0,7,0,0,9,F,Driving While License Revoked,0
3570,Female,40,25 - 45,0,-1,0,0,0,M,Battery,0
3571,Male,30,25 - 45,0,8,0,0,1,M,Burglary Unoccupied Dwelling,0
3538,Male,37,25 - 45,0,1,0,0,1,F,arrest case no charge,0
3541,Male,40,25 - 45,0,2,0,0,4,F,Battery,0
3541,Male,34,25 - 45,0,3,0,0,4,F,Battery,0
3578,Male,39,25 - 45,0,-1,0,0,2,F,"Poss3,4 Methylenedioxymethcath",1
3541,Male,24,25 - 45,0,4,0,0,0,M,Grand Theft (Motor Vehicle),0
3542,Male,25,25 - 45,0,3,0,0,2,F,Battery,0
3542,Male,54,Greater than 45,0,4,0,0,1,F,arrest case no charge,0
3552,Male,50,Greater than 45,0,1,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
3597,Male,24,25 - 45,0,4,0,3,3,M,Battery,0
3552,Male,30,25 - 45,0,1,0,0,1,F,arrest case no charge,0
3554,Male,25,25 - 45,0,2,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
3602,Male,35,25 - 45,0,8,0,0,10,M,Battery,0
3554,Male,47,25 - 45,0,4,0,0,1,F,arrest case no charge,0
3554,Male,39,25 - 45,0,1,0,0,0,F,Aggravated Assault W/dead Weap,0
3556,Male,54,25 - 45,0,6,0,0,10,F,Burglary Conveyance Unoccup,0
3556,Male,37,25 - 45,0,1,0,0,4,M,Battery,0
3560,Male,34,25 - 45,0,2,0,0,4,F,Grand Theft in the 3rd Degree,0
3560,Female,47,Greater than 45,0,1,0,0,0,M,Battery,0
3577,Male,24,25 - 45,0,10,0,0,3,M,Burglary Structure Unoccup,0
3577,Male,44,Greater than 45,0,7,0,0,0,F,Grand Theft in the 3rd Degree,0
3577,Male,39,25 - 45,3,7,0,0,15,M,Driving Under The Influence,0
3628,Male,24,Less than 25,0,6,1,3,4,F,Battery,0
3578,Male,44,Greater than 45,0,1,0,0,0,F,Possession of Cocaine,0
3578,Male,32,25 - 45,0,1,0,0,0,M,Battery,0
3584,Male,34,25 - 45,0,3,0,0,0,F,arrest case no charge,0
3584,Female,22,Less than 25,0,4,0,0,2,F,Burglary Unoccupied Dwelling,0
3584,Female,48,Greater than 45,0,6,0,0,7,F,Fraudulent Use of Credit Card,0
3591,Male,26,25 - 45,0,2,0,0,0,M,Resist Officer w/Violence,0
3591,Male,24,25 - 45,0,6,0,0,0,M,Battery,0
