id,sex,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_violent_recid
2548,Male,31,25 - 45,0,7,0,0,6,F,arrest case no charge,0
2548,Male,24,25 - 45,0,6,0,1,5,M,arrest case no charge,0
2548,Male,37,25 - 45,0,2,0,0,4,F,Battery,0
2560,Male,38,Greater than 45,0,6,0,0,1,M,Battery,0
2560,Male,35,25 - 45,0,1,0,0,1,M,Aggrav Battery w/Deadly Weapon,0
2721,Male,25,25 - 45,4,10,0,0,24,F,arrest case no charge,0
2560,Male,30,25 - 45,0,9,1,0,12,F,Aggravated Assault W/Dead Weap,0
2560,Male,21,Less than 25,0,3,0,0,0,M,Battery,0
2730,Male,21,Less than 25,0,6,0,0,3,F,Grand Theft (Motor Vehicle),0
2560,Male,24,25 - 45,0,4,0,0,0,F,Battery,0
2621,Male,50,Greater than 45,0,1,0,0,1,F,Possession Of Alprazolam,0
2735,Male,29,25 - 45,0,10,1,0,13,F,Driving Under The Influence,0
2737,Male,26,25 - 45,0,8,0,0,9,F,arrest case no charge,0
2621,Male,27,25 - 45,0,1,0,0,0,M,Viol Prot Injunc Repeat Viol,0
2621,Male,24,25 - 45,0,7,0,0,0,F,Tampering With Physical Evidence,0
2621,Male,38,25 - 45,0,1,0,0,0,M,Battery,0
2621,Male,36,25 - 45,0,4,0,0,7,M,Driving License Suspended,0
2624,Male,33,25 - 45,0,7,0,0,5,F,arrest case no charge,0
2624,Female,39,Greater than 45,0,1,0,0,2,F,Grand Theft in the 3rd Degree,0
2624,Male,47,25 - 45,0,4,0,0,0,M,Battery,0
2624,Female,27,25 - 45,0,9,0,0,0,M,Battery,0
2634,Male,22,25 - 45,0,2,0,0,0,F,Battery,0
2634,Male,28,25 - 45,0,7,0,2,6,M,Possession of Cocaine,0
2634,Male,31,25 - 45,0,4,0,0,2,F,Petit Theft,0
2634,Male,33,25 - 45,0,4,0,0,2,M,Possess Cannabis/20 Grams Or Less,0
2634,Male,23,25 - 45,0,2,0,0,0,M,Battery,0
2637,Female,20,Less than 25,0,4,0,0,0,F,Poss Contr Subst W/o Prescript,0
2637,Male,32,25 - 45,0,1,0,0,3,M,arrest case no charge,0
2637,Male,35,25 - 45,0,6,0,0,9,M,Battery,0
2637,Male,22,25 - 45,0,3,0,0,1,M,Battery,0
2637,Male,48,Greater than 45,0,1,0,0,3,F,Battery on Law Enforc Officer,0
2642,Male,49,25 - 45,0,1,0,0,0,F,Battery,0
2782,Male,44,25 - 45,1,9,0,0,19,M,Aggrav Battery w/Deadly Weapon,0
2642,Male,24,25 - 45,0,4,0,0,1,F,Aggrav Stalking After Injunctn,0
2642,Male,46,Greater than 45,0,1,0,0,0,F,Agg Battery Grt/Bod/Harm,0
2789,Male,21,25 - 45,0,3,0,0,0,M,Battery,0
2642,Male,37,25 - 45,0,4,0,0,0,M,arrest case no charge,0
2642,Male,27,25 - 45,0,10,0,0,5,M,Battery,0
2664,Male,26,25 - 45,4,10,1,0,11,F,Grand Theft in the 3rd Degree,0
2664,Male,21,Less than 25,0,7,0,0,0,M,arrest case no charge,0
2664,Male,37,25 - 45,0,1,0,0,0,M,Susp Drivers Lic 1st Offense,0
2664,Male,43,Less than 25,0,7,0,0,4,F,arrest case no charge,0
2807,Male,24,Greater than 45,0,10,0,0,11,F,Burglary Structure Unoccup,0
2672,Male,27,25 - 45,0,3,0,0,1,F,Battery,0
2672,Male,20,Less than 25,0,3,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0
2813,Male,26,25 - 45,1,10,1,0,8,M,arrest case no charge,0
2672,Male,24,25 - 45,0,9,0,0,1,F,arrest case no charge,0
2672,Male,56,Greater than 45,0,1,0,0,0,M,Battery,0
2672,Male,31,25 - 45,0,4,0,1,3,F,Possession of Cocaine,0
2828,Female,22,Less than 25,0,7,0,0,0,M,Battery,0
2673,Male,22,25 - 45,0,3,0,1,1,F,Crimin Mischief Damage $1000+,0
2673,Male,47,Greater than 45,0,1,0,0,4,F,Possession of Cocaine,0
2673,Male,25,25 - 45,0,2,0,0,1,F,Possession of Cocaine,0
2673,Male,49,25 - 45,0,1,0,0,3,M,arrest case no charge,0
2673,Male,21,Less than 25,0,4,1,2,3,M,Resist/Obstruct W/O Violence,0
2842,Male,22,Less than 25,0,2,0,0,0,F,Susp Drivers Lic 1st Offense,0
2676,Male,33,25 - 45,0,1,0,0,0,M,Battery,0
2848,Male,23,Less than 25,0,8,0,0,0,M,Possession Of Methamphetamine,0
2676,Male,33,25 - 45,0,4,0,0,6,F,Burglary Unoccupied Dwelling,0
2676,Male,22,25 - 45,0,8,0,0,0,F,Felony Battery,0
2676,Male,23,25 - 45,0,6,0,0,6,F,arrest case no charge,0
2676,Male,22,25 - 45,0,9,0,1,2,F,Possession Burglary Tools,0
2688,Male,31,25 - 45,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0
2864,Male,35,25 - 45,0,3,0,0,7,F,Resist Officer w/Violence,0
2865,Male,22,25 - 45,0,3,0,0,2,F,Crim Use of Personal ID Info,0
2688,Male,22,25 - 45,0,2,0,0,0,F,Aggravated Battery,0
2688,Male,21,Less than 25,0,7,0,0,0,F,arrest case no charge,0
2688,Male,31,25 - 45,0,1,0,0,0,M,Operating W/O Valid License,0
2870,Male,24,25 - 45,0,7,0,0,2,M,Susp Drivers Lic 1st Offense,0
2688,Male,25,25 - 45,0,3,0,0,0,M,Felony Battery (Dom Strang),0
2721,Male,42,25 - 45,0,3,0,0,8,F,Battery,0
2721,Male,24,25 - 45,0,1,0,0,0,M,Battery,0
2891,Male,21,25 - 45,0,4,0,0,1,M,Possess Cannabis/20 Grams Or Less,0
2721,Male,49,Greater than 45,0,1,0,0,1,F,arrest case no charge,0
2721,Male,24,25 - 45,0,8,0,0,4,F,Battery,0
2730,Female,27,25 - 45,0,3,0,0,0,M,Battery,0
2730,Male,21,Less than 25,0,7,0,0,3,M,arrest case no charge,0
2730,Male,37,25 - 45,0,1,0,0,0,M,Burglary Structure Unoccup,0
2730,Male,20,Less than 25,0,4,0,0,0,F,Burglary Unoccupied Dwelling,0
2730,Male,36,25 - 45,0,4,0,0,0,M,Battery,0
2911,Male,34,25 - 45,0,1,0,0,0,M,arrest case no charge,0
2735,Male,26,25 - 45,0,10,3,0,17,F,Battery,0
2735,Male,25,25 - 45,0,9,0,0,1,F,False Imprisonment,0
2735,Male,23,25 - 45,0,4,0,1,3,M,Prowling/Loitering,0
2735,Male,43,Greater than 45,0,7,0,0,5,M,Battery,0
2735,Male,31,25 - 45,0,1,0,0,0,M,Battery,0
2737,Male,52,Greater than 45,0,1,0,0,0,M,Battery,0
2737,Male,30,25 - 45,0,2,0,0,1,M,Driving While License Revoked,0
2737,Male,20,Less than 25,0,3,0,0,0,F,,0
2737,Male,34,25 - 45,0,2,0,0,0,F,Stalking (Aggravated),0
2737,Male,31,25 - 45,0,2,0,0,2,F,Possession of Cocaine,0
2782,Male,58,Greater than 45,0,1,0,0,0,M,arrest case no charge,0
2782,Male,24,25 - 45,0,4,1,0,1,F,Grand Theft in the 3rd Degree,0
2782,Male,24,25 - 45,0,1,0,0,1,F,Throw Deadly Missile Into Veh,0
2782,Female,21,Less than 25,0,6,0,0,6,M,arrest case no charge,0
2782,Male,36,25 - 45,0,1,0,0,0,F,Aggravated Assault w/Firearm,0
2789,Male,22,25 - 45,0,3,0,0,1,F,Burglary Conveyance Unoccup,0
2789,Male,22,25 - 45,0,4,0,0,0,F,Battery,0
2789,Male,20,Less than 25,0,3,0,0,0,F,arrest case no charge,0
2789,Male,19,Less than 25,0,4,0,0,0,F,Burglary Structure Unoccup,0
2807,Male,26,25 - 45,0,2,0,0,1,M,Battery,0
2807,Male,39,25 - 45,0,4,0,0,9,M,Battery,0
2807,Male,23,25 - 45,0,7,0,0,2,M,Battery,0
2807,Male,34,25 - 45,0,1,0,0,1,M,Battery,0
2807,Male,29,25 - 45,0,4,0,0,0,F,Possession of Cocaine,0
2813,Male,24,25 - 45,0,4,0,0,3,M,arrest case no charge,0
2969,Male,59,Greater than 45,0,-1,0,0,3,M,Driving Under The Influence,0
2813,Male,32,25 - 45,0,2,0,0,0,F,False Imprisonment,0
2813,Male,42,25 - 45,0,1,0,0,0,F,Aggravated Battery / Pregnant,0
2974,Male,57,Greater than 45,0,4,0,0,8,F,Felony Battery w/Prior Convict,0
2813,Male,27,25 - 45,0,4,0,0,5,M,Assault,0
2813,Male,43,Less than 25,0,7,0,0,1,M,Battery,0
2828,Male,38,25 - 45,0,8,0,0,9,F,Grand Theft in the 3rd Degree,0
2828,Female,22,25 - 45,0,4,0,0,0,F,Possession of Cocaine,0
2828,Male,43,Greater than 45,0,3,0,0,5,M,arrest case no charge,0
2828,Male,48,Greater than 45,0,1,0,0,2,F,arrest case no charge,0
2828,Male,47,Greater than 45,0,1,0,0,0,M,Battery,0
2842,Female,36,25 - 45,0,1,0,0,0,F,Aggravated Assault,0
2842,Male,49,Less than 25,0,9,0,0,15,F,Felony Petit Theft,0
2842,Male,19,Less than 25,0,4,0,0,0,F,arrest case no charge,0
2842,Female,21,Less than 25,0,4,0,0,0,M,Battery,0
2842,Male,36,25 - 45,0,4,0,0,1,F,Tampering With Physical Evidence,0
2848,Male,19,Less than 25,0,6,0,0,1,F,arrest case no charge,0
2848,Male,47,Greater than 45,0,4,0,0,8,M,Driving License Suspended,0
2848,Male,49,Greater than 45,0,1,0,0,0,M,DUI Blood Alcohol Above 0.20,0
2848,Male,39,25 - 45,0,9,0,0,2,F,Possession of Cocaine,0
2864,Male,30,25 - 45,0,4,0,0,4,M,Battery,0
2864,Male,36,25 - 45,0,4,0,0,2,F,Possession of Cocaine,0
2864,Male,32,25 - 45,0,3,0,0,12,F,arrest case no charge,0
2864,Male,28,25 - 45,0,4,0,1,8,F,Aggravated Battery / Pregnant,0
2864,Male,27,25 - 45,0,6,0,0,5,F,arrest case no charge,0
2865,Female,29,25 - 45,0,1,0,0,1,M,Battery,0
2865,Male,22,25 - 45,0,4,0,0,4,F,Battery,0
2865,Male,29,25 - 45,0,1,0,0,0,M,Battery,0
2865,Male,19,Less than 25,0,4,0,0,1,F,arrest case no charge,0
2865,Male,54,25 - 45,0,3,0,0,7,M,Expired DL More Than 6 Months,0
2870,Male,47,25 - 45,0,1,0,0,1,F,arrest case no charge,0
3041,Male,38,25 - 45,0,2,0,0,0,M,Battery,0
2870,Female,34,25 - 45,0,1,0,0,4,M,arrest case no charge,0
2870,Male,29,25 - 45,0,7,0,0,3,F,arrest case no charge,0
2870,Male,24,25 - 45,0,4,0,1,4,F,Grand Theft in the 3rd Degree,0
2870,Male,43,Greater than 45,0,1,0,0,0,M,Battery,0
2891,Male,30,25 - 45,0,2,0,0,2,M,Battery,0
2891,Male,52,Greater than 45,0,2,0,0,5,F,Possession of Cocaine,0
2891,Male,22,25 - 45,0,3,0,0,0,F,Possession of Cannabis,0
2891,Male,23,25 - 45,0,4,0,0,0,M,Petit Theft,0
2891,Male,36,25 - 45,0,1,0,0,1,M,Battery,0
2911,Male,22,25 - 45,0,4,0,0,1,F,Grand Theft in the 3rd Degree,0
2911,Male,27,25 - 45,0,7,0,0,9,F,Possession of Cocaine,0
2911,Male,30,25 - 45,0,2,0,1,1,F,Possession of Cocaine,0
2911,Male,29,25 - 45,0,1,0,0,0,F,Battery,0
2969,Male,39,Greater than 45,0,1,0,0,5,M,arrest case no charge,0
2969,Male,29,25 - 45,0,2,0,0,1,M,Battery,0
2969,Male,26,25 - 45,0,2,0,1,3,F,Carrying Concealed Firearm,0
2969,Female,42,Greater than 45,0,4,0,0,7,M,Battery,0
2969,Male,19,Less than 25,0,4,0,0,0,F,Burglary Dwelling Armed,0
2974,Female,20,Less than 25,0,4,0,0,0,M,Battery,0
2974,Male,22,25 - 45,0,6,0,0,1,F,Burglary Conveyance Unoccup,0
2974,Female,21,Less than 25,0,4,0,0,1,F,arrest case no charge,0
2974,Male,51,Greater than 45,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0
2974,Male,26,25 - 45,0,2,0,0,2,F,arrest case no charge,0
3041,Male,28,25 - 45,0,1,0,0,0,M,Battery,0
3041,Male,39,Greater than 45,0,1,0,0,0,M,Robbery W/Firearm,0
3110,Male,21,Less than 25,0,3,0,1,0,M,Battery,0
3041,Male,24,25 - 45,4,9,0,0,6,M,Possession of Cocaine,0
3041,Male,30,25 - 45,0,8,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0
3041,Female,34,25 - 45,0,4,0,0,7,M,Prostitution/Lewd Act Assignation,0
3110,Male,24,25 - 45,0,4,0,0,2,M,Resist/Obstruct W/O Violence,0
3110,Male,39,25 - 45,0,4,0,1,2,M,Possess Cannabis/20 Grams Or Less,0
3110,Male,47,Greater than 45,0,2,0,0,1,F,arrest case no charge,0
3110,Male,35,25 - 45,0,6,0,0,18,F,Driving While License Revoked,0
3134,Male,24,Less than 25,0,3,0,0,1,M,Battery,0
3134,Male,22,25 - 45,0,8,0,1,7,F,Att Burgl Unoccupied Dwel,0
3134,Female,29,25 - 45,0,1,0,0,0,M,Battery,0
3137,Male,48,Greater than 45,0,8,0,0,2,M,arrest case no charge,0
3134,Male,22,25 - 45,0,7,0,0,0,F,Poss Contr Subst W/o Prescript,0
3146,Male,37,25 - 45,0,2,0,0,0,F,Battery,0
3134,Male,37,25 - 45,0,8,0,0,7,F,Deliver Cannabis,0
3134,Male,28,25 - 45,0,3,0,0,0,F,Driving While License Revoked,0
3137,Male,29,25 - 45,0,7,0,0,3,F,arrest case no charge,0
3137,Male,42,25 - 45,0,1,0,0,4,F,Aggravated Assault w/Firearm,0
3137,Male,21,Less than 25,0,4,0,0,0,F,Battery,0
3137,Male,23,25 - 45,0,9,0,0,1,F,Grand Theft (Motor Vehicle),0
3137,Male,36,25 - 45,0,2,0,0,0,F,arrest case no charge,0
3146,Male,31,25 - 45,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0
3162,Male,29,25 - 45,0,7,0,1,7,M,Battery,0
3146,Male,33,25 - 45,0,3,0,0,0,M,Battery,0
3146,Male,45,25 - 45,0,1,0,0,0,M,Battery,0
3174,Male,21,Less than 25,0,4,0,0,0,F,Battery,0
3146,Male,35,25 - 45,0,4,0,0,4,F,Grand Theft in the 3rd Degree,0
3177,Male,34,25 - 45,0,1,0,0,4,F,Felony Battery (Dom Strang),0
3178,Male,22,Greater than 45,0,8,0,2,5,F,arrest case no charge,0
3181,Male,22,Less than 25,0,7,0,2,0,F,Battery,0
3146,Male,22,25 - 45,0,4,0,0,2,F,Battery,0
3162,Female,24,25 - 45,0,3,0,0,2,F,Possession Of Heroin,0
3162,Male,43,Greater than 45,0,1,0,0,2,F,arrest case no charge,0
3162,Male,21,Less than 25,0,3,0,1,0,F,Possession of Cocaine,0
3162,Male,32,25 - 45,0,4,0,0,4,F,arrest case no charge,0
3162,Male,32,25 - 45,0,1,0,0,0,M,Possess Cannabis/20 Grams Or Less,0
3174,Female,24,25 - 45,0,2,0,0,0,M,Battery,0
3174,Male,19,Less than 25,0,6,0,0,0,F,Poss Cocaine/Intent To Del/Sel,0
3200,Male,35,25 - 45,0,-1,0,0,1,F,Poss Cocaine/Intent To Del/Sel,0
3174,Male,21,Less than 25,0,8,0,0,0,F,Possession of Cocaine,0
3174,Male,19,Less than 25,1,7,0,0,1,F,arrest case no charge,0
3177,Male,42,Less than 25,0,1,0,0,2,M,Felony Petit Theft,0
3177,Male,33,25 - 45,0,6,0,0,9,F,arrest case no charge,0
3177,Male,52,25 - 45,0,1,0,0,0,M,Battery,0
3177,Female,26,25 - 45,0,2,0,0,0,M,Battery,0
3209,Male,22,Greater than 45,0,6,0,0,3,F,Battery on a Person Over 65,0
3177,Male,44,Greater than 45,0,1,0,0,0,M,Viol Injunct Domestic Violence,0
3178,Male,23,25 - 45,0,2,0,0,0,F,Aggravated Battery / Pregnant,0
3178,Male,23,25 - 45,0,4,0,0,0,M,Battery,0
3178,Male,25,25 - 45,0,7,1,0,6,F,Battery,0
3226,Male,29,25 - 45,0,8,0,0,4,F,arrest case no charge,0
3178,Male,23,25 - 45,0,4,0,0,2,F,arrest case no charge,0
3178,Male,39,Greater than 45,0,4,0,0,4,F,arrest case no charge,0
3181,Female,39,Greater than 45,0,1,0,0,0,F,Felony Driving While Lic Suspd,0
3181,Male,33,25 - 45,0,1,0,0,8,F,Battery on Law Enforc Officer,0
3236,Male,29,25 - 45,0,10,0,0,12,F,Possession of Cocaine,0
3181,Male,35,25 - 45,0,1,0,0,0,M,arrest case no charge,0
3181,Female,22,25 - 45,0,7,0,0,5,F,arrest case no charge,0
3181,Male,20,Less than 25,1,7,0,0,2,F,Deliver Cocaine,0
3200,Male,26,25 - 45,0,3,0,0,0,M,arrest case no charge,0
3200,Male,29,25 - 45,0,6,0,0,1,F,arrest case no charge,0
3200,Male,44,Less than 25,0,1,0,0,2,F,arrest case no charge,0
3200,Male,43,25 - 45,0,2,0,0,4,M,Susp Drivers Lic 1st Offense,0
3200,Male,42,Greater than 45,0,1,0,0,1,F,arrest case no charge,0
3262,Female,26,25 - 45,0,6,0,0,9,M,Driving License Suspended,0
3209,Male,40,Greater than 45,0,1,0,0,0,F,Battery on Law Enforc Officer,0
3209,Male,24,25 - 45,0,2,0,0,0,M,Battery,0
3209,Male,19,Less than 25,0,6,0,0,0,F,Burglary Structure Unoccup,0
3281,Male,30,25 - 45,0,3,0,0,3,F,Battery,0
3209,Male,59,Greater than 45,0,1,0,0,0,M,Grand Theft in the 3rd Degree,0
3226,Male,33,25 - 45,0,6,0,0,15,F,Battery,0
3226,Male,25,25 - 45,0,4,0,0,0,F,Crim Use of Personal ID Info,0
3226,Male,33,25 - 45,0,4,0,0,3,F,Possession of Cocaine,0
3226,Male,24,25 - 45,0,3,0,0,0,F,Felony Battery (Dom Strang),0
3226,Male,38,25 - 45,0,1,0,0,0,M,Felony Petit Theft,0
3236,Male,27,25 - 45,0,4,0,0,6,M,Battery,0
3236,Female,26,25 - 45,0,2,0,0,0,M,Battery,0
3236,Male,34,25 - 45,0,2,0,0,3,F,Driving While License Revoked,0
3236,Female,42,25 - 45,0,2,0,0,3,F,Resist Officer w/Violence,0
3236,Male,29,25 - 45,0,3,0,0,1,M,Susp Drivers Lic 1st Offense,0
3262,Male,27,25 - 45,0,3,1,0,1,M,Possess Cannabis/20 Grams Or Less,0
3262,Male,52,Greater than 45,0,1,0,0,1,M,Poss of Cocaine W/I/D/S 1000FT Park,0
3262,Male,26,25 - 45,0,4,0,0,2,F,Burglary Dwelling Armed,0
3262,Male,52,25 - 45,0,1,0,0,0,M,Assault,0
3262,Male,41,Greater than 45,0,6,0,0,9,F,Grand Theft (Motor Vehicle),0
3281,Male,34,25 - 45,0,2,0,0,0,F,Possession of Cocaine,0
3281,Male,21,Less than 25,0,4,0,0,0,F,Possession Of Methamphetamine,0
3281,Male,53,Greater than 45,0,1,0,0,0,M,Possession of Cocaine,0
3281,Male,39,25 - 45,0,1,0,0,0,M,arrest case no charge,0
3281,Male,29,25 - 45,0,10,0,0,4,F,Possession of Cocaine,0
3328,Female,21,25 - 45,0,6,0,0,1,F,Robbery Sudd Snatch No Weapon,0
3328,Male,43,25 - 45,0,1,0,0,1,F,Neglect Child / No Bodily Harm,0
3333,Male,39,25 - 45,0,-1,0,0,3,F,arrest case no charge,0
3328,Male,20,Less than 25,0,6,0,0,0,M,Petit Theft,0
3328,Male,50,Greater than 45,0,1,0,0,0,F,Possession of Cocaine,0
3340,Male,38,25 - 45,0,7,4,0,30,M,Felony Battery (Dom Strang),0
3328,Male,20,Less than 25,0,6,0,0,2,F,arrest case no charge,0
3343,Male,20,Less than 25,0,2,0,0,1,F,arrest case no charge,0
3344,Female,38,25 - 45,0,7,0,0,2,F,Burglary Dwelling Assault/Batt,0
3333,Female,29,25 - 45,0,3,0,0,2,F,Neglect Child / No Bodily Harm,0
3333,Male,27,25 - 45,0,1,0,0,1,F,Felony Battery (Dom Strang),0
3333,Male,51,Greater than 45,0,1,0,0,3,F,Resist Officer w/Violence,0
3333,Male,37,25 - 45,0,4,0,0,0,F,Deliver Cannabis,0
3333,Male,34,25 - 45,0,1,0,0,1,F,arrest case no charge,0
3340,Male,23,25 - 45,0,6,0,0,1,F,arrest case no charge,0
3340,Male,20,Less than 25,0,3,0,1,0,F,Uttering a Forged Instrument,0
3340,Female,34,25 - 45,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0
3340,Male,32,25 - 45,0,1,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
3340,Male,19,Less than 25,0,4,0,0,1,F,Grand Theft in the 3rd Degree,0
3343,Male,38,25 - 45,0,4,0,0,1,F,Aggrav Battery w/Deadly Weapon,0
3343,Male,19,Less than 25,0,8,1,2,1,F,Burglary Conveyance Unoccup,0
3343,Male,42,25 - 45,1,9,0,0,7,M,Battery,0
3386,Male,35,25 - 45,0,4,0,0,6,F,Battery,0
3387,Male,52,Greater than 45,0,-1,0,0,1,M,Viol Injunct Domestic Violence,0
3343,Male,41,Greater than 45,0,1,0,0,0,M,Possession of Cocaine,0
3343,Male,41,25 - 45,0,1,0,0,0,M,Battery,0
3344,Male,40,Greater than 45,0,4,0,0,0,M,Battery,0
3344,Male,52,Greater than 45,0,7,0,0,1,M,Resist Officer w/Violence,0
3344,Male,30,25 - 45,3,10,0,0,13,F,Possession of Cocaine,0
3344,Male,44,Greater than 45,0,1,0,0,2,F,arrest case no charge,0
3344,Female,33,25 - 45,0,2,1,0,7,F,Possession of Cocaine,0
3406,Male,21,Greater than 45,0,8,0,0,0,M,Battery,0
3386,Male,45,Greater than 45,0,1,0,0,1,M,Aggravated Assault W/Dead Weap,0
3386,Male,20,Less than 25,0,6,0,0,0,M,arrest case no charge,0
3386,Male,38,25 - 45,0,3,0,0,1,F,arrest case no charge,0
3386,Female,24,25 - 45,0,2,0,0,0,F,arrest case no charge,0
3387,Male,22,25 - 45,0,2,0,0,0,M,Battery,0
3387,Male,24,25 - 45,0,3,0,0,3,F,arrest case no charge,0
3418,Male,36,25 - 45,0,1,0,0,3,M,arrest case no charge,0
3387,Male,36,25 - 45,0,2,0,0,1,F,Possession of Cocaine,0
3387,Female,29,25 - 45,0,2,0,0,2,F,Poss Contr Subst W/o Prescript,0
3387,Male,36,25 - 45,0,1,0,0,0,M,Battery,0
3406,Female,24,25 - 45,0,2,0,0,0,M,Battery,0
3434,Male,27,25 - 45,0,10,0,0,25,F,arrest case no charge,0
3406,Female,19,Less than 25,0,6,0,0,0,F,Burglary Unoccupied Dwelling,0
3406,Male,31,25 - 45,0,1,0,0,0,F,Felony Battery (Dom Strang),0
3406,Male,24,25 - 45,0,3,0,0,1,M,Battery,0
3406,Male,39,Greater than 45,0,2,0,0,2,M,Susp Drivers Lic 1st Offense,0
3418,Male,29,25 - 45,0,1,0,0,3,F,Felony Driving While Lic Suspd,0
3418,Female,22,25 - 45,0,3,0,0,1,F,Aggrav Battery w/Deadly Weapon,0
3456,Male,21,Greater than 45,0,8,1,0,1,M,arrest case no charge,0
3418,Male,41,25 - 45,0,1,0,0,1,F,Felony Battery w/Prior Convict,0
3418,Male,32,25 - 45,0,2,0,0,1,M,Battery,0
3462,Male,37,25 - 45,0,-1,0,0,1,M,Battery,0
3418,Male,33,25 - 45,0,3,0,0,1,F,Solicit Deliver Cocaine,0
3434,Male,42,Less than 25,0,1,0,0,2,F,arrest case no charge,0
3468,Male,35,25 - 45,0,10,0,0,3,F,Aggravated Assault W/dead Weap,0
3434,Male,37,25 - 45,0,4,0,0,5,F,Burglary Structure Unoccup,0
3434,Male,45,Greater than 45,0,2,0,0,1,M,arrest case no charge,0
3434,Male,33,25 - 45,0,1,0,0,0,M,Viol Injunct Domestic Violence,0
3456,Male,42,25 - 45,0,6,0,0,7,F,Possession of Cocaine,0
3456,Male,31,25 - 45,0,1,0,0,2,F,"Poss3,4 Methylenedioxymethcath",0
3456,Male,21,Less than 25,0,9,0,0,1,F,arrest case no charge,0
3456,Male,30,25 - 45,0,2,0,0,0,M,Battery,0
3456,Male,20,Less than 25,0,7,0,0,3,F,Tampering With Physical Evidence,0
3462,Male,23,25 - 45,0,2,0,0,2,F,Aggrav Battery w/Deadly Weapon,0
3499,Female,30,25 - 45,0,10,3,2,14,F,Carrying Concealed Firearm,0
3462,Male,22,25 - 45,0,6,0,0,2,M,Driving Under The Influence,0
3462,Male,23,25 - 45,0,4,0,0,2,M,Battery,0
3462,Male,23,25 - 45,0,8,0,0,7,M,Aggrav Battery w/Deadly Weapon,0
3462,Male,51,Greater than 45,0,1,0,0,0,F,False Imprisonment,0
3468,Female,18,Less than 25,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0
3468,Male,20,Less than 25,0,3,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0
3512,Male,26,25 - 45,0,7,0,0,5,F,arrest case no charge,0
3468,Male,34,25 - 45,0,1,0,0,4,M,Driving Under The Influence,0
3516,Female,28,25 - 45,0,2,0,0,1,F,Felony Driving While Lic Suspd,0
3468,Male,45,Less than 25,0,1,0,0,1,F,arrest case no charge,0
3468,Male,47,Greater than 45,0,2,0,0,5,F,Possession of Oxycodone,0
3499,Male,21,Less than 25,0,3,0,0,0,F,Grand Theft in the 3rd Degree,0
3499,Male,27,25 - 45,0,1,0,0,0,F,Stalking (Aggravated),0
3499,Female,29,25 - 45,0,3,0,0,2,F,Battery,0
3533,Male,26,25 - 45,0,10,3,0,8,F,arrest case no charge,0
3499,Male,47,25 - 45,0,1,0,0,1,M,Tamper With Witness/Victim/CI,0
3499,Male,28,25 - 45,0,2,0,0,2,F,Possession Of Alprazolam,0
3536,Male,25,25 - 45,0,1,0,0,0,F,arrest case no charge,0
3512,Male,19,Less than 25,0,2,0,0,1,F,Neglect Child / No Bodily Harm,0
3512,Male,33,25 - 45,0,4,0,0,3,F,Felony Battery w/Prior Convict,0
3512,Male,20,Less than 25,0,2,0,0,0,F,arrest case no charge,0
3512,Male,56,25 - 45,0,1,0,0,4,M,Driving License Suspended,0
3542,Male,20,Less than 25,0,6,0,1,0,F,arrest case no charge,0
3544,Male,24,Less than 25,0,1,0,0,1,F,Burglary Unoccupied Dwelling,0
3516,Male,20,Less than 25,0,2,0,0,0,F,arrest case no charge,0
3516,Male,42,Greater than 45,0,4,0,0,3,F,arrest case no charge,0
3516,Male,24,25 - 45,0,3,0,0,0,M,Battery,0
3516,Male,56,Greater than 45,0,1,0,0,3,F,arrest case no charge,0
3516,Male,29,25 - 45,0,1,0,0,0,F,Aggravated Battery / Pregnant,0
3533,Male,34,25 - 45,0,3,0,0,4,F,arrest case no charge,0
3533,Male,44,Greater than 45,0,1,0,0,0,F,Susp Drivers Lic 1st Offense,0
3533,Male,20,Less than 25,0,9,0,0,1,F,Grand Theft in the 3rd Degree,0
3533,Male,31,25 - 45,0,7,0,0,9,F,Driving While License Revoked,0
3570,Male,40,25 - 45,0,-1,0,0,0,M,arrest case no charge,0
3571,Male,30,25 - 45,0,8,0,0,1,M,Battery,0
3533,Male,36,25 - 45,0,1,0,0,1,F,arrest case no charge,0
3536,Male,39,25 - 45,0,2,0,0,4,F,Battery,0
3536,Male,33,25 - 45,0,3,0,0,4,F,arrest case no charge,0
3578,Male,39,25 - 45,0,-1,0,0,2,F,Crimin Mischief Damage $1000+,0
3536,Male,23,25 - 45,0,4,0,0,0,M,Grand Theft (Motor Vehicle),0
3536,Male,24,25 - 45,0,3,0,0,2,F,arrest case no charge,0
3536,Male,52,Greater than 45,0,4,0,0,1,F,arrest case no charge,0
3542,Male,48,Greater than 45,0,1,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
3597,Male,24,Less than 25,0,4,0,3,3,M,Battery,0
