status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
A12,7,A30,A40,951,A62,A73,4,A93,A101,1,A123,33,A141,A151,1,A173,1,A191,A202,1
A13,21,A32,A42,1445,A61,A73,2,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A43,448,A61,A71,3,A93,A102,4,A121,21,A143,A152,1,A173,1,A191,A201,2
A11,4,A34,A40,666,A64,A74,3,A93,A101,4,A121,36,A143,A152,1,A172,1,A192,A201,1
A13,12,A32,A42,2238,A61,A73,1,A92,A101,2,A123,41,A143,A152,1,A172,1,A191,A201,1
A12,27,A32,A40,2134,A61,A73,4,A93,A103,2,A124,23,A141,A152,1,A173,1,A191,A201,2
A12,21,A33,A42,3430,A62,A73,2,A93,A101,3,A122,33,A143,A152,1,A173,1,A191,A201,1
A12,8,A32,A42,1498,A61,A74,2,A93,A101,1,A123,23,A143,A152,1,A173,1,A191,A201,1
A12,48,A33,A43,6143,A65,A73,1,A93,A101,1,A121,25,A143,A152,1,A172,1,A191,A201,1
A14,21,A32,A43,2030,A61,A73,4,A93,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,1
A11,12,A31,A43,1505,A61,A73,4,A93,A101,1,A124,28,A143,A153,1,A173,1,A191,A201,2
A14,15,A32,A41,3758,A62,A72,1,A93,A101,4,A121,23,A143,A152,1,A173,1,A192,A201,1
A12,12,A34,A43,1154,A62,A71,4,A93,A101,4,A121,48,A143,A152,3,A172,1,A191,A201,1
A11,12,A32,A42,1318,A61,A73,2,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A43,1603,A61,A75,4,A93,A101,4,A123,47,A143,A152,1,A173,1,A191,A201,1
A11,15,A32,A40,3850,A61,A72,2,A93,A101,4,A124,33,A143,A152,3,A174,1,A192,A201,1
A14,12,A34,A42,2762,A61,A75,2,A93,A101,4,A124,48,A141,A153,3,A172,1,A191,A201,1
A14,10,A34,A40,958,A61,A73,3,A93,A101,4,A121,30,A143,A152,1,A172,2,A191,A202,1
A12,14,A32,A43,682,A61,A74,4,A93,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,2
A14,33,A34,A49,4591,A61,A72,4,A93,A101,4,A121,33,A143,A152,1,A173,1,A191,A201,1
A14,24,A30,A43,1520,A61,A72,4,A93,A101,3,A123,35,A142,A152,1,A173,1,A192,A201,1
A11,14,A32,A40,7253,A61,A74,1,A93,A101,4,A122,45,A143,A152,1,A174,1,A192,A202,2
A14,21,A32,A43,836,A65,A75,4,A93,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A40,2028,A65,A74,4,A93,A101,3,A122,30,A143,A152,1,A173,1,A191,A201,1
A14,12,A34,A42,1409,A63,A74,3,A92,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,1
A12,45,A31,A40,10144,A65,A71,4,A93,A102,4,A123,33,A143,A151,1,A174,1,A192,A201,1
A12,45,A32,A43,2384,A61,A74,4,A93,A101,4,A121,26,A143,A152,1,A173,1,A191,A201,2
A11,33,A32,A43,10144,A61,A72,1,A93,A101,1,A124,34,A143,A152,1,A172,1,A192,A201,2
A14,8,A32,A43,2030,A61,A73,1,A93,A101,2,A121,30,A143,A152,1,A173,2,A191,A201,1
A14,15,A34,A43,2439,A61,A73,2,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,12,A32,A42,929,A65,A75,2,A91,A101,4,A122,49,A143,A152,1,A172,1,A192,A201,1
A14,4,A32,A49,4455,A61,A72,1,A93,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,2
A14,21,A32,A43,1418,A62,A73,4,A93,A101,4,A123,28,A143,A151,1,A174,1,A192,A201,1
A12,14,A34,A41,2671,A64,A75,3,A93,A101,4,A124,21,A143,A151,1,A173,1,A191,A201,1
A14,12,A32,A42,1316,A61,A73,4,A93,A101,2,A121,44,A143,A152,1,A173,1,A191,A201,1
A13,15,A31,A43,1217,A62,A74,4,A93,A101,4,A123,43,A141,A152,1,A172,1,A191,A201,1
A14,14,A34,A42,1255,A65,A75,4,A93,A101,4,A122,52,A143,A152,1,A173,1,A191,A201,1
A12,27,A34,A40,3416,A62,A72,4,A93,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,1
A11,45,A32,A40,10127,A61,A72,1,A93,A101,1,A121,33,A143,A152,1,A172,1,A192,A201,1
A11,45,A32,A41,3711,A61,A74,4,A93,A101,3,A123,25,A143,A152,1,A173,2,A191,A201,1
A12,45,A33,A410,6143,A62,A71,2,A93,A101,4,A123,30,A143,A152,1,A174,1,A192,A201,1
A12,12,A32,A48,1092,A61,A73,4,A93,A103,4,A121,44,A143,A152,1,A173,1,A192,A201,1
A11,24,A33,A42,1246,A61,A73,4,A93,A101,4,A124,59,A142,A152,1,A173,1,A192,A201,2
A14,12,A32,A49,1278,A61,A73,2,A94,A101,2,A121,30,A143,A152,1,A173,1,A192,A201,1
A12,33,A32,A41,12169,A61,A72,1,A94,A101,4,A123,33,A143,A153,1,A174,1,A192,A201,2
A11,24,A34,A41,7057,A61,A75,2,A93,A101,4,A124,39,A143,A153,1,A174,2,A192,A201,1
A13,36,A34,A41,3711,A61,A75,4,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,1
A14,48,A34,A42,6148,A65,A75,4,A91,A101,2,A123,46,A141,A152,3,A172,2,A191,A201,1
A12,48,A32,A42,9960,A61,A72,1,A93,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,2
A14,12,A32,A41,4455,A65,A74,1,A93,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1
A14,10,A32,A40,1047,A61,A75,4,A93,A102,2,A122,39,A143,A152,1,A172,1,A191,A201,1
A14,15,A32,A42,1898,A61,A73,3,A93,A101,4,A121,38,A143,A152,1,A173,1,A192,A201,1
A12,18,A34,A42,2118,A64,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1
A14,4,A32,A40,666,A61,A71,1,A93,A101,4,A121,47,A143,A152,1,A173,1,A192,A201,1
A12,36,A30,A43,3757,A61,A73,4,A93,A101,1,A123,37,A143,A152,1,A173,1,A192,A201,2
A13,21,A32,A40,1175,A65,A72,4,A93,A101,2,A121,34,A141,A152,1,A172,2,A191,A201,2
A11,10,A34,A40,836,A61,A74,4,A93,A102,3,A122,43,A143,A152,1,A173,1,A191,A201,1
A14,45,A34,A40,8335,A63,A73,2,A93,A101,2,A124,38,A141,A152,1,A173,1,A191,A201,2
A14,4,A32,A42,1295,A62,A73,4,A93,A101,2,A121,33,A143,A152,1,A173,1,A191,A201,1
A14,27,A32,A41,4811,A65,A74,2,A92,A101,4,A122,23,A142,A151,1,A172,1,A191,A201,1
A11,12,A32,A43,959,A61,A72,4,A93,A101,3,A124,38,A143,A152,1,A172,1,A192,A201,2
A12,8,A32,A42,1231,A61,A73,3,A93,A101,4,A121,23,A143,A152,1,A173,1,A192,A201,2
A12,8,A32,A40,362,A61,A73,4,A94,A101,4,A121,23,A143,A152,1,A172,1,A191,A201,1
A12,45,A32,A43,3959,A65,A71,3,A93,A101,4,A121,35,A141,A152,1,A171,1,A192,A201,1
A14,21,A32,A42,3959,A62,A73,4,A93,A101,1,A123,23,A142,A152,1,A173,1,A191,A201,1
A13,24,A32,A42,3757,A61,A72,2,A93,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,1
A11,12,A32,A40,866,A61,A74,2,A93,A101,3,A123,28,A141,A152,1,A172,1,A191,A201,2
A13,4,A32,A40,1249,A65,A72,1,A93,A101,2,A121,28,A143,A152,1,A172,2,A191,A202,1
A11,33,A32,A42,2118,A61,A72,4,A93,A101,4,A123,30,A141,A152,1,A173,1,A191,A201,2
A11,12,A32,A42,484,A61,A73,2,A93,A103,3,A122,34,A143,A152,1,A172,2,A191,A201,1
A12,24,A32,A42,4454,A65,A73,1,A93,A101,4,A122,43,A143,A152,1,A172,1,A192,A201,1
A14,12,A32,A42,484,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1
A11,15,A33,A42,3622,A61,A75,1,A93,A101,4,A122,26,A143,A152,1,A172,1,A191,A201,1
A12,27,A34,A40,5800,A61,A71,4,A93,A101,2,A123,33,A143,A152,1,A174,1,A191,A201,2
A14,27,A32,A43,1409,A61,A72,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,2
A11,21,A32,A41,2292,A61,A74,2,A93,A101,1,A123,32,A143,A153,1,A174,1,A192,A201,1
A11,15,A32,A42,2028,A64,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,15,A34,A40,996,A61,A73,4,A93,A101,3,A121,34,A143,A152,1,A173,1,A191,A201,1
A11,8,A34,A40,2671,A61,A74,1,A93,A101,4,A121,35,A143,A152,1,A172,1,A191,A202,1
A14,12,A34,A42,3965,A65,A75,2,A93,A101,4,A122,43,A143,A151,1,A173,1,A192,A201,1
A14,24,A32,A40,1516,A64,A74,4,A92,A101,3,A123,33,A143,A152,1,A173,2,A192,A201,1
A13,33,A32,A43,3609,A61,A75,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1
A12,7,A32,A43,841,A61,A75,4,A93,A101,4,A123,26,A143,A152,1,A173,2,A191,A201,1
A11,21,A34,A41,5045,A61,A71,2,A93,A101,4,A121,63,A143,A152,1,A174,1,A192,A201,1
A14,15,A34,A43,1882,A62,A73,4,A93,A101,2,A121,30,A143,A152,1,A173,1,A191,A201,2
A12,48,A32,A40,7166,A62,A72,4,A93,A101,2,A122,23,A143,A152,1,A174,1,A191,A201,2
A14,48,A34,A41,12389,A62,A73,2,A93,A101,4,A123,23,A141,A151,1,A172,1,A191,A201,2
A11,21,A31,A42,3430,A61,A75,3,A93,A101,4,A121,21,A141,A151,1,A173,2,A191,A201,2
A11,4,A34,A40,2812,A61,A73,1,A93,A101,4,A121,44,A143,A151,1,A172,1,A192,A201,2
A12,14,A32,A43,2051,A61,A72,2,A93,A103,4,A122,23,A143,A152,1,A172,1,A191,A201,1
A11,15,A32,A46,1274,A65,A73,4,A93,A101,2,A123,23,A143,A151,1,A173,1,A191,A201,2
A11,21,A32,A42,3430,A61,A73,4,A93,A101,4,A122,26,A143,A152,1,A173,1,A191,A201,1
A12,8,A32,A49,1255,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A172,1,A191,A201,1
A12,24,A34,A43,5371,A61,A72,2,A93,A101,4,A124,23,A143,A153,1,A174,1,A192,A201,1
A11,21,A32,A42,3573,A61,A74,1,A92,A101,4,A123,26,A143,A152,1,A172,1,A191,A201,1
A12,18,A32,A43,4605,A63,A72,1,A93,A101,3,A124,28,A143,A153,1,A173,1,A191,A201,1
A12,15,A32,A49,3609,A61,A75,1,A93,A102,1,A121,32,A141,A152,1,A174,1,A192,A201,1
A13,10,A32,A40,3331,A61,A72,1,A93,A103,1,A122,34,A143,A152,1,A172,2,A191,A201,1
A14,15,A34,A43,1453,A61,A73,4,A93,A101,2,A123,38,A143,A152,1,A172,1,A191,A201,1
A12,12,A34,A43,683,A61,A72,4,A93,A103,4,A121,21,A143,A152,1,A173,1,A191,A201,1
A12,24,A32,A43,3757,A63,A71,1,A93,A101,4,A124,23,A143,A152,1,A172,1,A191,A201,1
A12,7,A33,A49,1388,A62,A73,1,A93,A101,2,A121,32,A143,A152,1,A172,1,A191,A201,1
A12,8,A34,A46,907,A64,A75,4,A93,A101,3,A121,30,A143,A152,1,A173,2,A191,A201,2
A14,8,A32,A44,1231,A61,A72,1,A93,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,1
A12,8,A32,A49,936,A61,A73,1,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A202,2
A14,15,A34,A41,2520,A64,A71,2,A93,A101,4,A124,34,A143,A152,1,A174,1,A192,A201,1
A11,12,A30,A43,4370,A61,A73,4,A93,A101,2,A122,26,A143,A151,1,A173,1,A192,A201,2
A14,10,A32,A46,518,A63,A75,4,A93,A101,4,A124,41,A143,A153,1,A173,1,A191,A201,1
A12,21,A32,A40,1042,A61,A72,4,A93,A101,2,A121,21,A142,A152,1,A172,1,A191,A201,2
A14,12,A32,A43,1829,A65,A75,1,A93,A102,4,A121,43,A143,A152,1,A173,1,A192,A201,1
A14,33,A33,A43,3609,A61,A73,4,A93,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,2
A14,12,A32,A42,1053,A61,A73,4,A93,A101,2,A121,33,A143,A152,1,A174,1,A191,A201,1
A11,27,A32,A42,2439,A61,A74,4,A93,A101,4,A121,23,A143,A152,1,A173,1,A192,A201,2
A12,15,A32,A41,959,A61,A73,4,A93,A101,4,A121,50,A143,A153,1,A173,1,A191,A201,1
A13,12,A32,A43,2671,A61,A73,2,A93,A101,3,A123,34,A143,A152,1,A174,1,A191,A201,1
A13,12,A33,A40,2238,A61,A73,2,A93,A101,2,A123,34,A142,A152,1,A173,1,A192,A201,1
A14,4,A32,A42,2503,A61,A73,1,A94,A101,2,A122,21,A143,A152,1,A173,1,A191,A201,1
A11,15,A32,A42,1893,A61,A71,4,A93,A101,1,A123,23,A143,A152,1,A171,1,A191,A201,2
A14,12,A32,A49,1295,A61,A74,2,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,1
A14,15,A34,A410,3074,A61,A74,3,A93,A101,1,A123,25,A143,A152,1,A173,1,A191,A201,1
A11,15,A32,A42,3622,A61,A73,1,A93,A101,4,A123,21,A143,A151,1,A173,1,A191,A201,1
A11,33,A32,A42,2820,A61,A75,4,A93,A101,2,A123,37,A143,A152,1,A173,2,A191,A201,2
A12,15,A32,A49,3017,A61,A74,2,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1
A14,33,A32,A40,2384,A61,A73,4,A93,A101,4,A121,33,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A43,4351,A61,A75,3,A93,A101,4,A123,32,A143,A152,1,A173,1,A192,A201,1
A14,10,A34,A42,2134,A61,A72,1,A93,A101,3,A121,23,A143,A153,1,A173,1,A191,A201,1
A14,48,A34,A40,12579,A65,A72,2,A93,A101,4,A124,52,A141,A153,1,A174,1,A192,A201,1
A12,48,A31,A410,12612,A62,A75,3,A93,A101,4,A123,52,A141,A153,1,A174,1,A192,A201,2
A11,48,A31,A49,7678,A61,A74,2,A93,A103,4,A123,34,A143,A152,1,A173,1,A191,A201,2
A14,18,A33,A43,3518,A61,A71,2,A93,A101,3,A121,39,A143,A152,1,A173,1,A191,A201,1
A12,7,A33,A43,683,A65,A72,3,A93,A101,4,A124,33,A143,A152,1,A173,1,A191,A201,1
A12,33,A32,A49,12612,A61,A75,4,A93,A101,2,A124,47,A143,A151,1,A174,1,A192,A201,2
A14,4,A34,A40,362,A62,A73,4,A92,A101,4,A123,46,A143,A152,1,A172,1,A191,A201,1
A11,18,A32,A42,1595,A65,A74,4,A93,A101,4,A123,35,A143,A152,1,A173,1,A192,A201,1
A12,15,A32,A41,12579,A61,A72,3,A93,A101,4,A124,35,A143,A153,1,A174,1,A192,A201,2
A14,21,A32,A40,1274,A62,A74,4,A93,A101,4,A122,25,A143,A151,1,A173,1,A191,A201,1
A13,12,A32,A40,1126,A61,A72,4,A93,A101,1,A121,25,A143,A152,1,A173,1,A191,A201,1
A14,27,A33,A49,3441,A62,A73,2,A93,A101,2,A122,25,A143,A152,1,A172,1,A191,A201,1
A14,15,A34,A43,2238,A61,A73,2,A93,A101,1,A123,25,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A43,1154,A65,A72,4,A93,A101,2,A121,21,A143,A152,1,A173,1,A192,A201,1
A12,15,A32,A42,6110,A61,A71,4,A93,A101,4,A122,35,A142,A152,1,A174,1,A192,A201,1
A12,14,A34,A49,1750,A63,A73,2,A93,A101,4,A123,25,A141,A152,1,A173,1,A191,A201,1
A14,8,A32,A49,1453,A61,A74,3,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,18,A34,A40,2507,A61,A73,2,A93,A101,2,A122,35,A143,A152,1,A174,1,A192,A201,1
A12,12,A32,A42,996,A65,A71,1,A93,A101,4,A121,20,A143,A151,1,A172,1,A191,A201,1
A11,33,A32,A40,2520,A61,A72,2,A93,A101,4,A121,35,A141,A153,1,A172,2,A192,A201,1
A11,4,A34,A43,1961,A61,A74,1,A93,A101,4,A123,30,A143,A152,1,A173,1,A191,A201,1
A14,8,A34,A42,1837,A61,A71,2,A93,A101,3,A123,30,A143,A152,1,A174,1,A191,A201,1
A12,33,A33,A43,10144,A62,A74,2,A93,A101,3,A121,30,A143,A151,1,A173,1,A191,A201,1
A11,12,A32,A42,2606,A61,A73,3,A93,A101,4,A124,47,A143,A153,1,A174,1,A191,A201,1
A11,33,A34,A42,3590,A61,A73,3,A93,A101,2,A122,51,A143,A152,1,A173,1,A192,A201,1
A12,12,A32,A40,874,A61,A75,1,A93,A101,1,A121,46,A143,A151,3,A173,1,A191,A201,2
A14,24,A34,A43,1516,A64,A73,4,A93,A101,1,A121,38,A143,A152,1,A172,1,A191,A201,1
A14,18,A32,A43,1928,A61,A72,3,A93,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,1
A12,18,A34,A49,2767,A65,A73,4,A93,A101,4,A121,33,A141,A152,1,A173,1,A191,A201,1
A14,21,A33,A49,7721,A61,A72,2,A93,A101,2,A123,25,A141,A152,1,A173,1,A192,A201,2
A14,14,A32,A40,682,A61,A73,4,A93,A101,2,A123,25,A143,A152,1,A172,1,A191,A201,1
A12,15,A32,A40,2292,A65,A72,4,A93,A101,4,A123,38,A143,A152,1,A173,2,A191,A201,1
A12,24,A32,A49,2892,A61,A72,1,A93,A101,1,A122,23,A143,A152,1,A174,1,A192,A201,2
A14,21,A34,A41,1595,A65,A75,4,A93,A101,4,A123,38,A143,A152,1,A173,2,A192,A201,1
A11,15,A32,A43,1278,A61,A72,4,A93,A101,2,A121,32,A143,A152,1,A173,1,A191,A201,1
A14,27,A32,A43,2670,A62,A74,3,A91,A101,2,A123,23,A143,A152,1,A174,1,A192,A201,1
A13,12,A34,A40,1216,A63,A74,4,A93,A101,2,A121,33,A143,A152,3,A173,1,A192,A201,2
A12,24,A32,A43,1961,A61,A75,4,A92,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1
A14,27,A34,A41,5595,A61,A74,3,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1
A14,12,A34,A49,1747,A61,A71,4,A93,A101,2,A123,37,A142,A152,1,A174,1,A192,A201,2
A14,10,A32,A40,1318,A63,A73,3,A93,A101,2,A123,35,A143,A151,1,A172,2,A191,A201,1
A11,24,A32,A40,1382,A65,A73,4,A93,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,2
A14,33,A34,A42,3965,A61,A75,2,A93,A101,2,A122,33,A143,A152,1,A173,2,A192,A201,1
A11,12,A32,A40,1934,A61,A72,4,A93,A101,1,A121,32,A143,A152,1,A172,2,A191,A201,2
A11,15,A33,A43,8229,A65,A73,1,A93,A101,2,A123,23,A143,A151,1,A173,1,A192,A201,1
A14,21,A32,A40,2762,A63,A74,1,A92,A101,2,A123,30,A141,A152,1,A174,1,A191,A201,1
A12,15,A32,A40,999,A65,A73,4,A93,A101,2,A122,32,A143,A152,1,A173,1,A191,A201,2
A14,15,A32,A40,3190,A64,A74,2,A93,A101,3,A123,20,A143,A151,1,A173,1,A191,A201,1
A12,12,A32,A41,1498,A65,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1
A12,12,A34,A40,760,A61,A74,2,A93,A101,3,A121,41,A143,A152,1,A172,2,A191,A201,1
A14,18,A33,A42,1318,A62,A72,4,A93,A101,3,A121,32,A143,A152,1,A173,1,A191,A201,1
A12,12,A32,A42,2762,A65,A75,1,A92,A101,2,A122,25,A141,A152,1,A173,1,A192,A201,2
A12,18,A32,A41,3972,A61,A73,1,A93,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,1
A14,24,A32,A43,2118,A61,A75,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A43,909,A64,A73,4,A93,A101,3,A121,41,A143,A152,1,A173,1,A191,A201,1
A14,8,A32,A42,1123,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1
A11,15,A34,A45,1155,A61,A75,2,A93,A101,4,A124,47,A143,A153,3,A171,2,A191,A201,2
A14,4,A32,A49,2820,A61,A72,1,A93,A101,4,A121,63,A143,A152,1,A172,1,A191,A201,1
A12,21,A32,A40,10127,A61,A73,2,A93,A102,3,A123,28,A143,A152,1,A174,1,A192,A201,2
A11,7,A34,A42,1414,A61,A71,4,A93,A101,4,A124,33,A143,A153,3,A174,1,A192,A201,1
A14,27,A34,A45,1437,A61,A73,4,A93,A103,2,A121,33,A143,A151,3,A173,1,A191,A201,1
A11,8,A32,A42,1546,A61,A73,3,A93,A101,2,A121,23,A143,A152,1,A173,1,A191,A201,1
A14,12,A34,A43,1967,A65,A73,2,A93,A101,1,A123,28,A143,A152,1,A173,1,A192,A201,2
A14,4,A32,A45,783,A63,A74,2,A93,A101,4,A122,25,A143,A151,1,A172,1,A191,A201,1
A14,24,A34,A40,1291,A64,A75,4,A93,A101,4,A121,34,A143,A152,1,A173,1,A192,A201,1
A11,36,A34,A45,2671,A61,A71,4,A93,A101,4,A123,56,A143,A152,1,A171,1,A191,A201,1
A13,12,A31,A49,454,A61,A72,4,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,2
A14,12,A32,A40,1418,A61,A72,4,A93,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,1
A11,12,A32,A42,1603,A61,A73,2,A92,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,1
A12,18,A33,A410,2028,A61,A73,2,A93,A101,3,A123,28,A141,A152,1,A173,1,A192,A201,1
A14,12,A32,A46,518,A61,A75,4,A93,A101,4,A123,36,A141,A152,1,A172,2,A191,A201,2
A12,48,A34,A40,5302,A61,A73,2,A93,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,2
A14,8,A34,A46,1271,A65,A75,4,A92,A101,4,A122,37,A143,A152,1,A173,1,A191,A201,1
A11,36,A32,A40,1837,A61,A72,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,2
A12,7,A32,A43,1928,A61,A73,2,A93,A103,2,A121,33,A143,A152,1,A173,1,A191,A201,1
A12,12,A32,A42,1410,A65,A75,3,A93,A101,4,A121,47,A143,A152,1,A174,1,A192,A201,1
A12,15,A33,A42,2064,A64,A72,3,A93,A101,3,A122,62,A142,A152,1,A173,1,A192,A201,2
A11,33,A34,A41,10127,A61,A73,4,A93,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,1
A14,4,A32,A43,448,A61,A73,3,A93,A101,1,A121,28,A143,A152,1,A173,1,A191,A201,1
A11,12,A30,A42,2121,A61,A72,2,A93,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,1
A14,21,A32,A43,2028,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A174,1,A192,A201,1
A11,21,A32,A40,3711,A61,A74,2,A93,A101,3,A122,30,A143,A152,1,A173,1,A192,A201,2
A14,24,A32,A41,2611,A61,A73,4,A93,A101,1,A124,28,A143,A152,1,A174,1,A192,A201,1
A11,10,A34,A40,3077,A61,A73,2,A93,A101,2,A121,33,A143,A151,1,A173,2,A191,A201,1
A11,12,A32,A41,2671,A61,A72,3,A93,A101,4,A122,33,A143,A153,1,A173,1,A192,A201,2
A11,4,A32,A44,362,A61,A72,4,A93,A101,1,A121,26,A143,A152,1,A173,1,A192,A201,1
A14,15,A32,A43,3612,A61,A72,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1
A11,33,A32,A42,2991,A61,A73,1,A93,A103,2,A122,34,A143,A152,1,A173,2,A191,A201,1
A11,14,A32,A40,1388,A61,A72,2,A93,A101,3,A121,33,A143,A152,1,A173,1,A191,A201,1
A12,12,A33,A42,3017,A61,A72,3,A93,A101,1,A121,33,A143,A152,1,A174,1,A191,A201,1
A12,12,A32,A48,674,A62,A75,4,A93,A101,4,A122,34,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A49,1449,A61,A74,4,A93,A101,1,A123,32,A143,A152,1,A173,1,A192,A201,1
A11,21,A32,A41,2292,A61,A73,3,A93,A101,4,A121,52,A143,A152,1,A173,2,A191,A201,1
A11,24,A33,A43,1603,A61,A73,4,A93,A101,2,A123,28,A143,A152,1,A172,1,A192,A201,2
A14,45,A33,A43,5595,A65,A72,3,A93,A101,3,A123,30,A141,A152,1,A173,2,A191,A201,1
A14,33,A33,A49,2762,A61,A73,2,A93,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,1
A14,21,A33,A40,3676,A61,A74,3,A93,A101,3,A123,33,A143,A152,1,A172,1,A192,A201,1
A12,24,A32,A43,4594,A62,A72,3,A94,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,2
A11,4,A32,A40,448,A61,A72,4,A93,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,2
A11,8,A32,A40,392,A61,A73,4,A93,A101,3,A123,26,A143,A152,1,A172,1,A191,A201,2
A14,7,A32,A48,959,A65,A71,4,A93,A101,4,A122,33,A143,A152,1,A174,2,A192,A201,1
A12,18,A34,A43,1424,A61,A73,4,A93,A101,2,A123,38,A143,A152,1,A173,1,A191,A201,2
A11,15,A30,A42,3029,A61,A72,1,A92,A101,4,A122,26,A143,A152,1,A173,1,A191,A201,2
A14,33,A32,A41,1928,A63,A73,4,A93,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1
A13,21,A32,A43,3844,A61,A74,4,A93,A101,2,A123,23,A141,A152,1,A173,1,A191,A201,1
A12,12,A32,A49,836,A62,A74,3,A93,A101,4,A121,35,A143,A152,1,A172,1,A191,A201,1
A11,14,A32,A42,1249,A61,A72,4,A93,A101,4,A123,38,A143,A152,1,A173,2,A192,A201,1
A12,12,A34,A43,3568,A61,A73,1,A92,A101,1,A121,23,A143,A152,1,A172,1,A191,A201,1
A12,21,A32,A40,915,A61,A72,4,A93,A101,1,A122,25,A143,A152,1,A173,1,A191,A201,1
A11,27,A32,A42,3622,A64,A75,4,A93,A101,4,A122,48,A143,A151,1,A173,1,A192,A201,1
A14,15,A33,A42,936,A64,A74,3,A93,A101,2,A122,30,A143,A152,1,A173,1,A191,A201,1
A14,12,A34,A40,909,A63,A73,4,A93,A101,4,A121,38,A143,A152,1,A173,1,A192,A201,1
A12,7,A33,A40,951,A61,A71,4,A93,A101,4,A122,41,A143,A152,1,A174,1,A192,A201,2
A14,12,A32,A43,2384,A61,A73,2,A93,A101,4,A123,45,A143,A152,1,A173,1,A192,A201,1
A14,24,A32,A40,3757,A61,A75,4,A92,A102,4,A124,56,A143,A153,1,A173,1,A192,A201,1
A14,10,A32,A40,1216,A62,A73,3,A93,A101,2,A121,33,A143,A151,1,A172,1,A191,A202,1
A14,7,A32,A40,2825,A61,A73,2,A93,A103,3,A122,25,A143,A151,1,A173,1,A191,A201,1
A14,12,A34,A43,1445,A61,A75,2,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1
A12,27,A30,A49,8133,A61,A75,2,A93,A101,4,A124,37,A143,A153,1,A174,1,A192,A201,2
A14,4,A34,A43,1231,A62,A73,1,A93,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,1
A12,7,A32,A43,362,A61,A73,4,A93,A101,4,A122,34,A143,A152,1,A173,1,A191,A201,1
A11,12,A34,A40,1544,A61,A73,3,A93,A101,2,A121,35,A143,A151,1,A172,2,A191,A201,1
A11,24,A32,A42,4165,A65,A73,2,A94,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,2
