@relation adultd
@attribute age {v0,v1,v2,v3}
@attribute workclass {Self-emp-inc,State-gov,Private,Local-gov,Self-emp-not-inc,Federal-gov,Pool}
@attribute fnlwgt {v0,v1,v2,v3}
@attribute education {Masters,Prof-school,12th,Assoc-voc,1st-4th,Assoc-acdm,HS-grad,Bachelors,Pool,9th,5th-6th,Some-college,11th,10th,Doctorate,7th-8th}
@attribute education-num {v0,v1,v2,v3}
@attribute marital-status {Separated,Widowed,Divorced,Married-spouse-absent,Never-married,Pool,Married-civ-spouse}
@attribute occupation {Farming-fishing,Pool,Craft-repair,Other-service,Transport-moving,Prof-specialty,Sales,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Protective-serv,Tech-support,Priv-house-serv}
@attribute relationship {Own-child,Wife,Unmarried,Other-relative,Husband,Not-in-family}
@attribute race {Amer-Indian-Eskimo,Asian-Pac-Islander,Other,Black,White}
@attribute sex {Male,Female}
@attribute capital-gain {v0,v3}
@attribute capital-loss {v0,v3}
@attribute hours-per-week {v0,v2,v3}
@attribute native-country {Canada,Germany,Philippines,Mexico,India,Puerto-Rico,United-States,Pool}
@attribute income {'>50K','<=50K'}
@data
v1,Private,v2,Bachelors,v3,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Self-emp-not-inc,v0,Some-college,v1,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,v0,v0,v3,United-States,'<=50K'
v1,Self-emp-not-inc,v0,9th,v0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v2,Some-college,v1,Divorced,Sales,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-inc,v2,Masters,v3,Never-married,Prof-specialty,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-inc,v0,Prof-school,v3,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,v3,v0,v3,Pool,'>50K'
v2,Private,v2,Assoc-voc,v2,Separated,Sales,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v0,?,v3,Some-college,v1,Never-married,?,Other-relative,Black,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Bachelors,v3,Never-married,Tech-support,Not-in-family,White,Male,v0,v0,v3,Pool,'<=50K'
v1,Private,v2,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,10th,v0,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v2,State-gov,v1,Some-college,v1,Married-civ-spouse,Protective-serv,Husband,White,Male,v0,v3,v3,United-States,'>50K'
v1,Private,v2,HS-grad,v0,Never-married,Machine-op-inspct,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Self-emp-not-inc,v2,7th-8th,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Local-gov,v2,Some-college,v1,Married-civ-spouse,Protective-serv,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Private,v0,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v2,Local-gov,v1,HS-grad,v0,Never-married,Other-service,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Local-gov,v3,Assoc-acdm,v2,Married-spouse-absent,Other-service,Unmarried,Black,Female,v0,v0,v3,United-States,'<=50K'
v0,Private,v3,HS-grad,v0,Married-civ-spouse,Other-service,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,10th,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v3,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v3,Bachelors,v3,Never-married,Sales,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,HS-grad,v0,Divorced,Machine-op-inspct,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v0,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,v0,v0,v3,Pool,'<=50K'
v2,State-gov,v2,Prof-school,v3,Widowed,Prof-specialty,Not-in-family,Other,Female,v0,v0,v3,United-States,'>50K'
v1,State-gov,v3,Bachelors,v3,Married-civ-spouse,Adm-clerical,Wife,Black,Female,v0,v0,v2,United-States,'>50K'
v3,Federal-gov,v3,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,v0,v0,v0,Philippines,'<=50K'
v2,Federal-gov,v0,Bachelors,v3,Married-civ-spouse,Exec-managerial,Wife,Black,Female,v0,v0,v3,United-States,'>50K'
v3,Local-gov,v3,Assoc-voc,v2,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Sales,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v3,HS-grad,v0,Divorced,Craft-repair,Unmarried,Black,Female,v3,v0,v0,United-States,'<=50K'
v0,State-gov,v0,Bachelors,v3,Never-married,Exec-managerial,Not-in-family,White,Female,v0,v3,v0,United-States,'>50K'
v2,Self-emp-inc,v0,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v1,Local-gov,v2,HS-grad,v0,Divorced,Prof-specialty,Unmarried,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,Bachelors,v3,Divorced,Adm-clerical,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v2,Bachelors,v3,Never-married,Exec-managerial,Not-in-family,White,Male,v0,v3,v3,United-States,'<=50K'
v1,Federal-gov,v3,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,State-gov,v2,HS-grad,v0,Married-civ-spouse,Adm-clerical,Wife,White,Female,v0,v0,v0,United-States,'>50K'
v1,Private,v0,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'>50K'
v1,Private,v2,11th,v0,Divorced,Other-service,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Never-married,Priv-house-serv,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v0,?,v1,11th,v0,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Never-married,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,?,v0,Some-college,v1,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,State-gov,v1,Some-college,v1,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v3,7th-8th,v0,Widowed,Other-service,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,v0,v0,v0,Philippines,'<=50K'
v1,Private,v1,HS-grad,v0,Separated,Handlers-cleaners,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,11th,v0,Never-married,Sales,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v3,v0,v0,United-States,'<=50K'
v0,State-gov,v1,Prof-school,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v3,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v1,Private,v3,HS-grad,v0,Never-married,Machine-op-inspct,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v3,Bachelors,v3,Separated,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,Pool,v0,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,v0,v0,v0,Philippines,'<=50K'
v1,Private,v1,HS-grad,v0,Divorced,Other-service,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,?,v0,HS-grad,v0,Married-civ-spouse,?,Husband,White,Male,v3,v0,v0,United-States,'>50K'
v1,Private,v1,Some-college,v1,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,11th,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,HS-grad,v0,Married-civ-spouse,Adm-clerical,Husband,White,Male,v3,v0,v0,United-States,'<=50K'
v1,Private,v0,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v3,v0,United-States,'>50K'
v3,Private,v0,Some-college,v1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v3,v0,v0,United-States,'<=50K'
v3,Private,v3,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Local-gov,v2,Doctorate,v3,Never-married,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'>50K'
v1,Private,v1,Some-college,v1,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,State-gov,v0,HS-grad,v0,Married-civ-spouse,Protective-serv,Other-relative,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,10th,v0,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,10th,v0,Never-married,Other-service,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Self-emp-not-inc,v1,HS-grad,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Local-gov,v1,HS-grad,v0,Married-civ-spouse,Other-service,Other-relative,White,Male,v0,v0,v0,Pool,'<=50K'
v2,State-gov,v0,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,State-gov,v0,Bachelors,v3,Never-married,Tech-support,Not-in-family,White,Female,v0,v0,v2,United-States,'<=50K'
v2,Private,v1,Assoc-voc,v2,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v0,Private,v1,Bachelors,v3,Never-married,Other-service,Own-child,White,Female,v3,v0,v0,United-States,'<=50K'
v1,Local-gov,v2,Bachelors,v3,Married-civ-spouse,Craft-repair,Husband,Black,Male,v0,v0,v2,United-States,'>50K'
v0,Private,v0,Bachelors,v3,Never-married,Sales,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,Bachelors,v3,Never-married,Exec-managerial,Not-in-family,White,Female,v0,v0,v2,United-States,'<=50K'
v0,Local-gov,v1,HS-grad,v0,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,Private,v0,12th,v0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,v0,v0,v0,Pool,'<=50K'
v1,Private,v2,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,Some-college,v1,Divorced,Exec-managerial,Not-in-family,White,Male,v0,v3,v3,United-States,'<=50K'
v0,Private,v1,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Bachelors,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v3,v0,United-States,'>50K'
v2,State-gov,v1,HS-grad,v0,Divorced,Adm-clerical,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Self-emp-not-inc,v0,Some-college,v1,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v2,Prof-school,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v3,Assoc-voc,v2,Never-married,Tech-support,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Local-gov,v1,Some-college,v1,Married-civ-spouse,Protective-serv,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Self-emp-not-inc,v0,HS-grad,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v0,?,v0,Some-college,v1,Married-civ-spouse,?,Husband,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,State-gov,v2,Some-college,v1,Never-married,Other-service,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Pool,v0,Never-married,Farming-fishing,Not-in-family,White,Male,v0,v0,v0,Mexico,'<=50K'
v0,Local-gov,v2,Bachelors,v3,Divorced,Prof-specialty,Not-in-family,White,Female,v3,v0,v3,United-States,'<=50K'
v0,Local-gov,v2,Assoc-acdm,v2,Never-married,Prof-specialty,Own-child,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Never-married,Other-service,Not-in-family,White,Female,v0,v3,v0,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Divorced,Handlers-cleaners,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Assoc-acdm,v2,Never-married,Exec-managerial,Not-in-family,White,Male,v0,v0,v0,Pool,'<=50K'
v3,Private,v3,HS-grad,v0,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Married-civ-spouse,Other-service,Other-relative,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Never-married,Sales,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,Some-college,v1,Never-married,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,Assoc-voc,v2,Married-civ-spouse,Craft-repair,Husband,White,Male,v3,v0,v2,United-States,'>50K'
v3,Private,v1,Masters,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,State-gov,v1,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,v3,v0,v0,United-States,'<=50K'
v2,Private,v3,Some-college,v1,Never-married,Other-service,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v1,12th,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Federal-gov,v3,Masters,v3,Divorced,Tech-support,Not-in-family,White,Female,v0,v0,v0,United-States,'>50K'
v2,Private,v3,10th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,HS-grad,v0,Never-married,Tech-support,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Some-college,v1,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,11th,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v3,7th-8th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,11th,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,9th,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,State-gov,v0,HS-grad,v0,Never-married,Protective-serv,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,11th,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Bachelors,v3,Married-civ-spouse,Prof-specialty,Wife,White,Female,v0,v0,v0,?,'>50K'
v1,Private,v1,11th,v0,Separated,Sales,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v2,State-gov,v3,Some-college,v1,Divorced,Prof-specialty,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,Self-emp-not-inc,v2,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,Pool,'<=50K'
v3,Private,v2,Masters,v3,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,HS-grad,v0,Never-married,Adm-clerical,Other-relative,White,Male,v0,v3,v0,United-States,'<=50K'
v0,Private,v3,Bachelors,v3,Never-married,Adm-clerical,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-inc,v2,Prof-school,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v3,v3,United-States,'>50K'
v0,Private,v2,HS-grad,v0,Never-married,Handlers-cleaners,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v1,5th-6th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v3,v3,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Other-service,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,State-gov,v0,Assoc-acdm,v2,Married-civ-spouse,Other-service,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,Some-college,v1,Married-civ-spouse,Craft-repair,Husband,Black,Male,v0,v0,v0,United-States,'>50K'
v3,Private,v0,Bachelors,v3,Divorced,Sales,Unmarried,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Local-gov,v1,Masters,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,Private,v0,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,State-gov,v0,Assoc-voc,v2,Separated,Adm-clerical,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v0,HS-grad,v0,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Private,v0,HS-grad,v0,Divorced,Adm-clerical,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Local-gov,v0,9th,v0,Married-civ-spouse,Other-service,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Assoc-acdm,v2,Never-married,Tech-support,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Federal-gov,v1,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,10th,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Federal-gov,v2,Doctorate,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,Canada,'<=50K'
v0,Private,v2,Assoc-voc,v2,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v3,Some-college,v1,Married-civ-spouse,Prof-specialty,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Some-college,v1,Never-married,Sales,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v3,Bachelors,v3,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,?,v1,HS-grad,v0,Married-civ-spouse,?,Husband,Black,Male,v0,v0,v2,Pool,'<=50K'
v1,Private,v2,HS-grad,v0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,HS-grad,v0,Married-civ-spouse,Sales,Husband,Black,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v2,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Female,v0,v0,v3,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Never-married,Protective-serv,Own-child,White,Male,v0,v0,v0,Pool,'<=50K'
v3,Private,v0,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,State-gov,v3,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,?,v2,Bachelors,v3,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,Bachelors,v3,Never-married,Tech-support,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Prof-school,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v0,Local-gov,v3,Some-college,v1,Never-married,Prof-specialty,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v3,HS-grad,v0,Married-civ-spouse,Tech-support,Husband,Black,Male,v0,v0,v3,Puerto-Rico,'>50K'
v1,State-gov,v0,Masters,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v3,v0,United-States,'<=50K'
v0,Private,v3,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v3,v0,v0,United-States,'>50K'
v2,Federal-gov,v1,Some-college,v1,Divorced,Adm-clerical,Not-in-family,White,Male,v0,v3,v0,United-States,'<=50K'
v1,Private,v3,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v2,Private,v0,1st-4th,v0,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v3,Pool,'>50K'
v2,Private,v3,Bachelors,v3,Divorced,Exec-managerial,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v3,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v3,v0,v0,United-States,'<=50K'
v0,Local-gov,v2,12th,v0,Never-married,Other-service,Own-child,Black,Female,v0,v0,v2,United-States,'<=50K'
v1,Private,v3,HS-grad,v0,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v0,Private,v0,HS-grad,v0,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Bachelors,v3,Never-married,Exec-managerial,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Self-emp-not-inc,v2,Some-college,v1,Married-civ-spouse,Craft-repair,Husband,White,Male,v3,v0,v2,United-States,'>50K'
v0,Private,v3,HS-grad,v0,Never-married,Handlers-cleaners,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,Assoc-acdm,v2,Married-civ-spouse,Sales,Husband,White,Male,v0,v3,v3,United-States,'>50K'
v3,Private,v0,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v3,v2,United-States,'>50K'
v1,Private,v0,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v1,Private,v3,Some-college,v1,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,11th,v0,Never-married,Farming-fishing,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Never-married,Adm-clerical,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,Doctorate,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Self-emp-inc,v1,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v2,Self-emp-not-inc,v3,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Self-emp-not-inc,v3,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,Private,v2,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Never-married,Machine-op-inspct,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Married-civ-spouse,Sales,Other-relative,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,?,v2,HS-grad,v0,Never-married,?,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,Bachelors,v3,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,?,v2,9th,v0,Divorced,?,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,HS-grad,v0,Separated,Craft-repair,Not-in-family,White,Male,v3,v0,v0,United-States,'<=50K'
v2,Private,v2,Some-college,v1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Private,v1,Some-college,v1,Married-civ-spouse,Transport-moving,Husband,Black,Male,v0,v0,v0,United-States,'>50K'
v0,Local-gov,v3,Some-college,v1,Never-married,Adm-clerical,Unmarried,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,Bachelors,v3,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Prof-school,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Local-gov,v0,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Divorced,Protective-serv,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,?,v0,Masters,v3,Never-married,?,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Assoc-acdm,v2,Never-married,Machine-op-inspct,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Self-emp-not-inc,v0,10th,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Self-emp-not-inc,v2,7th-8th,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
