age,education-num,race,capital-gain,capital-loss,hours-per-week,income-per-year
47.0,13.0,1.0,0.0,0.0,60.0,<=50K
22.0,10.0,1.0,0.0,0.0,10.0,<=50K
34.0,9.0,1.0,0.0,0.0,60.0,<=50K
49.0,2.0,1.0,0.0,0.0,40.0,<=50K
20.0,10.0,1.0,0.0,0.0,25.0,<=50K
28.0,9.0,1.0,0.0,0.0,45.0,<=50K
30.0,8.0,1.0,0.0,0.0,40.0,<=50K
23.0,9.0,1.0,0.0,0.0,40.0,<=50K
20.0,5.0,1.0,0.0,0.0,40.0,<=50K
31.0,10.0,1.0,0.0,0.0,55.0,<=50K
46.0,2.0,1.0,0.0,0.0,40.0,<=50K
42.0,9.0,1.0,0.0,0.0,40.0,<=50K
60.0,4.0,1.0,0.0,0.0,40.0,<=50K
30.0,13.0,1.0,0.0,0.0,50.0,<=50K
27.0,10.0,1.0,0.0,0.0,48.0,<=50K
20.0,5.0,1.0,0.0,0.0,32.0,<=50K
56.0,13.0,1.0,7688.0,0.0,40.0,>50K
41.0,10.0,1.0,0.0,0.0,60.0,>50K
61.0,9.0,1.0,0.0,0.0,40.0,<=50K
49.0,9.0,1.0,0.0,0.0,40.0,>50K
60.0,5.0,1.0,2228.0,0.0,37.0,<=50K
33.0,5.0,1.0,0.0,0.0,50.0,<=50K
48.0,13.0,1.0,0.0,0.0,45.0,>50K
56.0,9.0,1.0,0.0,0.0,40.0,>50K
50.0,11.0,1.0,3103.0,0.0,55.0,>50K
57.0,14.0,1.0,0.0,0.0,40.0,>50K
20.0,10.0,1.0,0.0,0.0,40.0,<=50K
46.0,11.0,1.0,0.0,0.0,36.0,<=50K
21.0,10.0,1.0,0.0,0.0,40.0,<=50K
37.0,9.0,1.0,0.0,0.0,40.0,<=50K
42.0,10.0,1.0,0.0,0.0,40.0,<=50K
20.0,9.0,1.0,0.0,0.0,30.0,<=50K
54.0,16.0,1.0,0.0,1977.0,50.0,>50K
32.0,9.0,1.0,4064.0,0.0,22.0,<=50K
50.0,10.0,1.0,0.0,0.0,40.0,>50K
51.0,10.0,1.0,0.0,0.0,40.0,<=50K
48.0,12.0,1.0,0.0,0.0,50.0,<=50K
24.0,10.0,1.0,0.0,0.0,40.0,<=50K
47.0,14.0,1.0,0.0,0.0,40.0,>50K
42.0,9.0,1.0,0.0,0.0,40.0,<=50K
52.0,10.0,1.0,0.0,0.0,40.0,<=50K
60.0,13.0,1.0,0.0,0.0,40.0,<=50K
38.0,10.0,1.0,0.0,0.0,40.0,<=50K
34.0,9.0,1.0,0.0,0.0,40.0,<=50K
26.0,10.0,1.0,0.0,2051.0,40.0,<=50K
18.0,10.0,1.0,0.0,0.0,20.0,<=50K
34.0,10.0,1.0,0.0,0.0,40.0,<=50K
41.0,10.0,1.0,0.0,0.0,15.0,<=50K
21.0,12.0,1.0,0.0,0.0,20.0,<=50K
23.0,11.0,1.0,0.0,0.0,40.0,<=50K
26.0,10.0,1.0,0.0,0.0,40.0,<=50K
33.0,13.0,1.0,0.0,0.0,40.0,<=50K
24.0,10.0,1.0,0.0,0.0,45.0,<=50K
44.0,6.0,1.0,0.0,0.0,50.0,<=50K
52.0,9.0,1.0,0.0,0.0,40.0,<=50K
61.0,4.0,1.0,0.0,0.0,40.0,<=50K
35.0,9.0,1.0,0.0,0.0,40.0,<=50K
35.0,9.0,1.0,0.0,0.0,40.0,>50K
45.0,9.0,1.0,15024.0,0.0,55.0,>50K
43.0,9.0,1.0,0.0,0.0,40.0,>50K
51.0,9.0,1.0,0.0,0.0,40.0,>50K
35.0,13.0,1.0,0.0,0.0,40.0,<=50K
47.0,13.0,1.0,0.0,0.0,45.0,>50K
22.0,10.0,1.0,0.0,0.0,40.0,<=50K
49.0,11.0,1.0,0.0,0.0,60.0,>50K
20.0,9.0,1.0,0.0,0.0,20.0,<=50K
19.0,6.0,1.0,0.0,0.0,40.0,<=50K
27.0,9.0,1.0,0.0,0.0,40.0,<=50K
42.0,12.0,1.0,0.0,0.0,45.0,<=50K
23.0,10.0,1.0,0.0,0.0,35.0,<=50K
20.0,10.0,1.0,0.0,0.0,10.0,<=50K
47.0,9.0,1.0,0.0,0.0,50.0,<=50K
17.0,9.0,1.0,0.0,0.0,18.0,<=50K
39.0,10.0,1.0,0.0,0.0,40.0,<=50K
25.0,5.0,1.0,0.0,0.0,40.0,<=50K
32.0,12.0,1.0,0.0,0.0,50.0,<=50K
45.0,9.0,1.0,0.0,0.0,20.0,<=50K
53.0,11.0,1.0,0.0,0.0,40.0,>50K
34.0,10.0,1.0,0.0,0.0,45.0,<=50K
45.0,10.0,1.0,0.0,0.0,60.0,<=50K
34.0,9.0,1.0,0.0,0.0,45.0,<=50K
35.0,14.0,1.0,0.0,0.0,40.0,>50K
36.0,10.0,1.0,0.0,0.0,48.0,<=50K
45.0,10.0,1.0,0.0,0.0,45.0,<=50K
37.0,10.0,1.0,0.0,0.0,60.0,<=50K
53.0,12.0,1.0,0.0,0.0,40.0,>50K
35.0,14.0,1.0,15024.0,0.0,50.0,>50K
65.0,10.0,1.0,0.0,0.0,40.0,<=50K
49.0,6.0,1.0,0.0,0.0,70.0,<=50K
24.0,9.0,1.0,0.0,0.0,40.0,<=50K
54.0,10.0,1.0,0.0,0.0,40.0,<=50K
17.0,6.0,1.0,0.0,0.0,14.0,<=50K
19.0,8.0,1.0,0.0,0.0,20.0,<=50K
60.0,9.0,1.0,0.0,0.0,40.0,<=50K
46.0,13.0,1.0,0.0,0.0,35.0,>50K
26.0,10.0,1.0,0.0,0.0,40.0,<=50K
58.0,2.0,1.0,0.0,0.0,38.0,<=50K
37.0,9.0,1.0,0.0,0.0,55.0,<=50K
41.0,14.0,1.0,0.0,0.0,38.0,>50K
30.0,13.0,1.0,0.0,0.0,40.0,<=50K
19.0,10.0,1.0,0.0,0.0,30.0,<=50K
48.0,13.0,1.0,0.0,0.0,60.0,>50K
22.0,10.0,1.0,0.0,0.0,24.0,<=50K
25.0,2.0,1.0,0.0,0.0,40.0,<=50K
18.0,6.0,1.0,0.0,0.0,6.0,<=50K
21.0,9.0,1.0,0.0,0.0,40.0,<=50K
47.0,10.0,1.0,0.0,0.0,50.0,<=50K
34.0,9.0,1.0,0.0,0.0,40.0,<=50K
39.0,9.0,1.0,2174.0,0.0,40.0,<=50K
67.0,13.0,1.0,0.0,0.0,8.0,>50K
19.0,10.0,1.0,0.0,1602.0,24.0,<=50K
18.0,6.0,1.0,0.0,0.0,12.0,<=50K
37.0,9.0,1.0,0.0,0.0,40.0,<=50K
23.0,10.0,1.0,0.0,0.0,25.0,<=50K
73.0,9.0,1.0,0.0,0.0,40.0,<=50K
35.0,10.0,1.0,5013.0,0.0,40.0,<=50K
31.0,12.0,1.0,0.0,0.0,40.0,>50K
20.0,6.0,1.0,0.0,0.0,40.0,<=50K
20.0,9.0,1.0,0.0,0.0,40.0,<=50K
27.0,9.0,1.0,0.0,0.0,40.0,<=50K
66.0,6.0,1.0,0.0,0.0,30.0,<=50K
66.0,14.0,1.0,0.0,0.0,50.0,<=50K
64.0,14.0,1.0,0.0,0.0,35.0,<=50K
48.0,10.0,1.0,3325.0,0.0,53.0,<=50K
24.0,13.0,1.0,0.0,0.0,40.0,<=50K
51.0,9.0,1.0,0.0,0.0,60.0,<=50K
25.0,13.0,1.0,0.0,0.0,60.0,>50K
33.0,7.0,1.0,0.0,0.0,20.0,<=50K
50.0,9.0,1.0,0.0,0.0,50.0,<=50K
53.0,4.0,1.0,0.0,0.0,55.0,<=50K
34.0,13.0,1.0,0.0,0.0,38.0,>50K
42.0,4.0,1.0,0.0,0.0,40.0,<=50K
30.0,10.0,1.0,0.0,0.0,40.0,<=50K
59.0,10.0,1.0,2907.0,0.0,40.0,<=50K
41.0,10.0,1.0,3103.0,0.0,40.0,>50K
36.0,14.0,1.0,10520.0,0.0,45.0,>50K
37.0,2.0,1.0,0.0,0.0,85.0,<=50K
28.0,9.0,1.0,0.0,0.0,30.0,<=50K
19.0,9.0,1.0,0.0,0.0,40.0,<=50K
28.0,10.0,1.0,0.0,0.0,45.0,<=50K
64.0,6.0,1.0,0.0,0.0,40.0,<=50K
36.0,14.0,1.0,15024.0,0.0,45.0,>50K
58.0,6.0,1.0,0.0,0.0,40.0,<=50K
42.0,9.0,1.0,1151.0,0.0,50.0,<=50K
43.0,9.0,1.0,0.0,0.0,40.0,<=50K
29.0,9.0,1.0,0.0,0.0,40.0,<=50K
32.0,9.0,1.0,0.0,0.0,50.0,<=50K
64.0,5.0,1.0,0.0,0.0,40.0,<=50K
39.0,13.0,1.0,0.0,0.0,20.0,>50K
26.0,13.0,1.0,0.0,0.0,20.0,<=50K
19.0,9.0,1.0,0.0,0.0,30.0,<=50K
21.0,9.0,1.0,0.0,0.0,45.0,<=50K
32.0,10.0,1.0,0.0,0.0,40.0,<=50K
30.0,12.0,1.0,5013.0,0.0,45.0,<=50K
26.0,13.0,1.0,0.0,0.0,50.0,<=50K
20.0,10.0,1.0,0.0,0.0,15.0,<=50K
19.0,10.0,1.0,0.0,0.0,30.0,<=50K
33.0,13.0,1.0,0.0,0.0,42.0,>50K
23.0,10.0,1.0,0.0,0.0,40.0,<=50K
29.0,9.0,1.0,0.0,0.0,45.0,<=50K
42.0,9.0,1.0,0.0,0.0,40.0,<=50K
30.0,9.0,1.0,0.0,0.0,50.0,<=50K
66.0,9.0,1.0,0.0,0.0,20.0,<=50K
34.0,9.0,1.0,0.0,0.0,40.0,<=50K
60.0,10.0,1.0,0.0,0.0,24.0,<=50K
48.0,9.0,1.0,0.0,0.0,50.0,<=50K
25.0,13.0,1.0,0.0,0.0,50.0,<=50K
27.0,12.0,1.0,0.0,0.0,40.0,<=50K
55.0,9.0,1.0,27828.0,0.0,55.0,>50K
33.0,10.0,1.0,0.0,0.0,40.0,<=50K
22.0,10.0,1.0,0.0,0.0,25.0,<=50K
25.0,9.0,1.0,0.0,0.0,50.0,<=50K
18.0,7.0,1.0,0.0,0.0,20.0,<=50K
24.0,10.0,1.0,0.0,0.0,44.0,<=50K
29.0,13.0,1.0,0.0,0.0,40.0,<=50K
39.0,9.0,1.0,0.0,0.0,40.0,>50K
33.0,14.0,1.0,0.0,0.0,40.0,<=50K
57.0,9.0,1.0,0.0,0.0,40.0,>50K
22.0,6.0,1.0,0.0,0.0,40.0,<=50K
33.0,9.0,1.0,0.0,0.0,60.0,<=50K
42.0,9.0,1.0,0.0,0.0,40.0,<=50K
43.0,13.0,1.0,0.0,0.0,45.0,<=50K
57.0,10.0,1.0,0.0,0.0,38.0,>50K
42.0,14.0,1.0,4650.0,0.0,40.0,<=50K
22.0,10.0,1.0,0.0,1719.0,30.0,<=50K
42.0,13.0,1.0,0.0,0.0,50.0,>50K
39.0,10.0,1.0,0.0,0.0,55.0,<=50K
41.0,10.0,1.0,0.0,0.0,32.0,>50K
20.0,9.0,1.0,0.0,0.0,40.0,<=50K
47.0,10.0,1.0,0.0,0.0,40.0,<=50K
44.0,10.0,1.0,0.0,0.0,40.0,<=50K
29.0,13.0,1.0,0.0,0.0,40.0,<=50K
52.0,10.0,1.0,14084.0,0.0,20.0,>50K
71.0,10.0,1.0,0.0,0.0,35.0,>50K
52.0,9.0,1.0,0.0,0.0,55.0,<=50K
36.0,9.0,1.0,0.0,0.0,40.0,<=50K
53.0,10.0,1.0,0.0,0.0,48.0,>50K
37.0,9.0,1.0,0.0,0.0,30.0,>50K
26.0,6.0,1.0,0.0,0.0,40.0,<=50K
34.0,13.0,1.0,0.0,0.0,55.0,>50K
35.0,13.0,1.0,0.0,0.0,50.0,>50K
20.0,5.0,1.0,0.0,0.0,40.0,<=50K
34.0,10.0,1.0,0.0,1740.0,40.0,<=50K
56.0,13.0,1.0,0.0,0.0,60.0,<=50K
39.0,13.0,1.0,0.0,0.0,36.0,>50K
24.0,10.0,1.0,0.0,0.0,20.0,<=50K
24.0,7.0,1.0,0.0,0.0,35.0,<=50K
23.0,13.0,1.0,0.0,0.0,50.0,<=50K
27.0,13.0,1.0,0.0,0.0,45.0,<=50K
25.0,9.0,1.0,0.0,0.0,40.0,<=50K
29.0,10.0,1.0,0.0,0.0,40.0,<=50K
42.0,10.0,1.0,0.0,0.0,37.0,>50K
51.0,9.0,1.0,0.0,0.0,40.0,<=50K
31.0,11.0,1.0,0.0,1740.0,40.0,<=50K
59.0,2.0,1.0,0.0,0.0,40.0,<=50K
29.0,9.0,1.0,0.0,0.0,40.0,<=50K
18.0,9.0,1.0,0.0,0.0,20.0,<=50K
24.0,9.0,1.0,0.0,0.0,36.0,<=50K
38.0,10.0,1.0,0.0,0.0,40.0,<=50K
34.0,9.0,1.0,0.0,0.0,50.0,<=50K
42.0,13.0,1.0,0.0,1977.0,70.0,>50K
46.0,9.0,1.0,0.0,0.0,35.0,<=50K
21.0,11.0,1.0,0.0,0.0,40.0,<=50K
64.0,16.0,1.0,7688.0,0.0,60.0,>50K
33.0,9.0,1.0,0.0,0.0,40.0,<=50K
45.0,13.0,1.0,0.0,0.0,40.0,>50K
55.0,3.0,1.0,0.0,0.0,40.0,<=50K
42.0,9.0,1.0,0.0,0.0,20.0,<=50K
32.0,9.0,1.0,0.0,0.0,40.0,<=50K
49.0,9.0,1.0,0.0,0.0,40.0,<=50K
62.0,3.0,1.0,0.0,0.0,24.0,<=50K
28.0,13.0,1.0,0.0,0.0,45.0,<=50K
32.0,9.0,1.0,0.0,0.0,35.0,<=50K
37.0,6.0,1.0,0.0,2547.0,50.0,>50K
39.0,13.0,1.0,0.0,0.0,55.0,>50K
44.0,9.0,1.0,0.0,0.0,25.0,<=50K
19.0,9.0,1.0,0.0,0.0,40.0,<=50K
24.0,13.0,1.0,0.0,0.0,40.0,<=50K
58.0,9.0,1.0,0.0,0.0,50.0,>50K
56.0,13.0,1.0,0.0,0.0,40.0,<=50K
37.0,6.0,1.0,0.0,0.0,40.0,<=50K
43.0,10.0,1.0,0.0,0.0,40.0,<=50K
32.0,9.0,1.0,0.0,0.0,40.0,<=50K
35.0,13.0,1.0,0.0,0.0,40.0,<=50K
44.0,5.0,1.0,0.0,0.0,50.0,<=50K
28.0,9.0,1.0,0.0,0.0,40.0,<=50K
35.0,9.0,1.0,0.0,0.0,35.0,<=50K
38.0,9.0,1.0,0.0,0.0,40.0,<=50K
26.0,10.0,1.0,0.0,0.0,40.0,<=50K
20.0,7.0,1.0,0.0,0.0,60.0,<=50K
24.0,9.0,1.0,0.0,0.0,60.0,>50K
40.0,9.0,1.0,0.0,0.0,45.0,<=50K
23.0,9.0,1.0,0.0,0.0,40.0,<=50K
79.0,7.0,1.0,0.0,0.0,7.0,<=50K
45.0,6.0,1.0,0.0,0.0,50.0,<=50K
51.0,14.0,1.0,99999.0,0.0,50.0,>50K
30.0,9.0,1.0,0.0,0.0,40.0,<=50K
52.0,12.0,1.0,3103.0,0.0,48.0,>50K
34.0,3.0,1.0,0.0,0.0,40.0,<=50K
50.0,13.0,1.0,0.0,0.0,45.0,>50K
51.0,11.0,1.0,7298.0,0.0,40.0,>50K
41.0,9.0,1.0,0.0,0.0,40.0,<=50K
35.0,13.0,1.0,0.0,0.0,30.0,>50K
34.0,10.0,1.0,7298.0,0.0,40.0,>50K
28.0,13.0,1.0,0.0,0.0,45.0,<=50K
31.0,11.0,1.0,0.0,0.0,40.0,<=50K
22.0,9.0,1.0,0.0,0.0,40.0,<=50K
65.0,9.0,1.0,8614.0,0.0,40.0,>50K
39.0,9.0,1.0,0.0,0.0,50.0,>50K
23.0,10.0,1.0,0.0,0.0,40.0,<=50K
29.0,12.0,1.0,0.0,0.0,50.0,<=50K
57.0,6.0,1.0,0.0,0.0,60.0,>50K
47.0,10.0,1.0,0.0,0.0,35.0,<=50K
53.0,9.0,1.0,0.0,0.0,60.0,<=50K
35.0,9.0,1.0,0.0,0.0,40.0,<=50K
52.0,9.0,1.0,0.0,0.0,60.0,>50K
29.0,9.0,1.0,0.0,0.0,40.0,>50K
29.0,9.0,1.0,0.0,0.0,40.0,<=50K
25.0,10.0,1.0,0.0,0.0,40.0,<=50K
21.0,10.0,1.0,0.0,0.0,40.0,<=50K
38.0,13.0,1.0,0.0,0.0,40.0,<=50K
55.0,9.0,1.0,0.0,0.0,50.0,>50K
61.0,13.0,1.0,0.0,0.0,30.0,<=50K
35.0,13.0,1.0,15024.0,0.0,60.0,>50K
41.0,13.0,1.0,0.0,0.0,40.0,<=50K
27.0,11.0,1.0,0.0,0.0,43.0,<=50K
78.0,13.0,1.0,99999.0,0.0,20.0,>50K
40.0,9.0,1.0,0.0,0.0,40.0,>50K
26.0,4.0,1.0,0.0,0.0,75.0,<=50K
44.0,9.0,1.0,0.0,0.0,60.0,<=50K
25.0,11.0,1.0,0.0,0.0,40.0,<=50K
26.0,10.0,1.0,0.0,0.0,48.0,<=50K
43.0,9.0,1.0,0.0,0.0,68.0,>50K
25.0,10.0,1.0,0.0,0.0,40.0,<=50K
22.0,10.0,1.0,0.0,0.0,30.0,<=50K
52.0,9.0,1.0,0.0,0.0,55.0,>50K
61.0,9.0,1.0,2414.0,0.0,5.0,<=50K
42.0,13.0,1.0,0.0,0.0,40.0,<=50K
22.0,11.0,1.0,0.0,0.0,40.0,<=50K
45.0,9.0,1.0,0.0,0.0,40.0,<=50K
65.0,9.0,1.0,2290.0,0.0,40.0,<=50K
33.0,12.0,1.0,0.0,0.0,40.0,<=50K
22.0,6.0,1.0,0.0,0.0,40.0,<=50K
43.0,9.0,1.0,0.0,0.0,24.0,<=50K
45.0,9.0,1.0,0.0,0.0,42.0,<=50K
42.0,9.0,1.0,0.0,0.0,42.0,<=50K
38.0,9.0,1.0,0.0,0.0,40.0,<=50K
56.0,5.0,1.0,0.0,0.0,40.0,<=50K
41.0,13.0,1.0,0.0,0.0,33.0,<=50K
31.0,13.0,1.0,0.0,0.0,55.0,<=50K
26.0,13.0,1.0,0.0,0.0,40.0,<=50K
26.0,13.0,1.0,0.0,0.0,40.0,<=50K
42.0,13.0,1.0,0.0,0.0,70.0,<=50K
46.0,9.0,1.0,0.0,0.0,40.0,<=50K
49.0,10.0,1.0,10566.0,0.0,55.0,>50K
22.0,10.0,1.0,0.0,0.0,40.0,<=50K
33.0,13.0,1.0,0.0,0.0,40.0,<=50K
38.0,9.0,1.0,0.0,0.0,55.0,<=50K
48.0,9.0,1.0,0.0,0.0,98.0,<=50K
57.0,6.0,1.0,0.0,0.0,8.0,<=50K
47.0,10.0,1.0,0.0,0.0,60.0,<=50K
58.0,5.0,1.0,0.0,0.0,40.0,<=50K
55.0,7.0,1.0,0.0,0.0,40.0,<=50K
52.0,10.0,1.0,0.0,0.0,55.0,<=50K
29.0,13.0,1.0,0.0,0.0,40.0,<=50K
42.0,14.0,1.0,0.0,0.0,40.0,<=50K
23.0,9.0,1.0,0.0,0.0,60.0,<=50K
23.0,8.0,1.0,0.0,0.0,30.0,<=50K
46.0,11.0,1.0,0.0,0.0,60.0,<=50K
30.0,10.0,1.0,0.0,0.0,40.0,<=50K
43.0,13.0,1.0,0.0,1887.0,70.0,>50K
25.0,10.0,1.0,0.0,0.0,30.0,<=50K
32.0,9.0,1.0,0.0,0.0,80.0,>50K
58.0,5.0,1.0,0.0,0.0,40.0,<=50K
33.0,9.0,1.0,0.0,0.0,43.0,<=50K
19.0,10.0,1.0,0.0,0.0,10.0,<=50K
20.0,10.0,1.0,0.0,0.0,20.0,<=50K
34.0,10.0,1.0,0.0,0.0,40.0,<=50K
34.0,5.0,1.0,0.0,0.0,40.0,<=50K
55.0,9.0,1.0,0.0,0.0,40.0,<=50K
55.0,5.0,1.0,0.0,0.0,23.0,<=50K
31.0,10.0,1.0,0.0,0.0,45.0,<=50K
30.0,9.0,1.0,0.0,0.0,40.0,<=50K
31.0,9.0,1.0,0.0,0.0,40.0,<=50K
51.0,9.0,1.0,0.0,1876.0,40.0,<=50K
59.0,9.0,1.0,0.0,0.0,40.0,<=50K
60.0,9.0,1.0,0.0,0.0,40.0,<=50K
40.0,5.0,1.0,0.0,0.0,40.0,<=50K
56.0,9.0,1.0,0.0,0.0,40.0,<=50K
25.0,13.0,1.0,0.0,1977.0,40.0,>50K
18.0,7.0,1.0,0.0,0.0,30.0,<=50K
41.0,10.0,1.0,0.0,0.0,40.0,<=50K
57.0,6.0,1.0,0.0,0.0,40.0,<=50K
37.0,9.0,1.0,0.0,0.0,40.0,>50K
46.0,9.0,1.0,0.0,0.0,24.0,<=50K
39.0,9.0,1.0,0.0,0.0,38.0,<=50K
19.0,9.0,1.0,0.0,0.0,40.0,<=50K
41.0,12.0,1.0,0.0,0.0,40.0,<=50K
54.0,9.0,1.0,0.0,0.0,41.0,<=50K
39.0,14.0,1.0,0.0,0.0,40.0,>50K
41.0,9.0,1.0,0.0,0.0,40.0,>50K
26.0,15.0,1.0,0.0,0.0,30.0,<=50K
57.0,9.0,1.0,0.0,0.0,50.0,<=50K
33.0,10.0,1.0,0.0,0.0,40.0,>50K
56.0,10.0,1.0,0.0,0.0,40.0,>50K
60.0,9.0,1.0,0.0,0.0,40.0,<=50K
22.0,9.0,1.0,0.0,0.0,70.0,<=50K
58.0,8.0,1.0,0.0,0.0,40.0,<=50K
48.0,14.0,1.0,10520.0,0.0,50.0,>50K
45.0,14.0,1.0,7688.0,0.0,55.0,>50K
18.0,9.0,1.0,0.0,0.0,40.0,<=50K
56.0,9.0,1.0,0.0,0.0,40.0,<=50K
48.0,9.0,1.0,0.0,0.0,60.0,>50K
41.0,13.0,1.0,0.0,2415.0,50.0,<=50K
38.0,9.0,1.0,0.0,0.0,32.0,<=50K
58.0,10.0,1.0,0.0,0.0,40.0,<=50K
23.0,10.0,1.0,0.0,0.0,50.0,<=50K
51.0,13.0,1.0,0.0,0.0,45.0,<=50K
44.0,9.0,1.0,0.0,0.0,70.0,<=50K
46.0,10.0,1.0,0.0,0.0,40.0,<=50K
64.0,13.0,1.0,0.0,0.0,40.0,<=50K
33.0,13.0,1.0,0.0,0.0,40.0,>50K
31.0,10.0,1.0,0.0,0.0,40.0,<=50K
36.0,11.0,1.0,0.0,0.0,50.0,>50K
22.0,9.0,1.0,0.0,0.0,50.0,<=50K
30.0,10.0,1.0,0.0,0.0,40.0,<=50K
32.0,12.0,1.0,0.0,0.0,40.0,<=50K
54.0,9.0,1.0,0.0,2051.0,50.0,<=50K
59.0,5.0,1.0,0.0,0.0,40.0,<=50K
28.0,14.0,1.0,0.0,0.0,20.0,>50K
57.0,9.0,1.0,0.0,0.0,40.0,<=50K
44.0,9.0,1.0,0.0,0.0,45.0,<=50K
53.0,10.0,1.0,0.0,0.0,60.0,<=50K
58.0,10.0,1.0,0.0,0.0,60.0,>50K
19.0,10.0,1.0,0.0,0.0,20.0,<=50K
39.0,12.0,1.0,0.0,0.0,50.0,>50K
32.0,10.0,1.0,0.0,0.0,70.0,<=50K
27.0,9.0,1.0,0.0,0.0,40.0,<=50K
47.0,5.0,1.0,0.0,0.0,40.0,<=50K
37.0,14.0,1.0,0.0,0.0,40.0,<=50K
27.0,13.0,1.0,0.0,0.0,40.0,<=50K
33.0,10.0,1.0,0.0,0.0,55.0,<=50K
20.0,10.0,1.0,0.0,0.0,20.0,<=50K
55.0,9.0,1.0,0.0,0.0,45.0,<=50K
39.0,12.0,1.0,0.0,0.0,40.0,<=50K
41.0,9.0,1.0,0.0,0.0,40.0,<=50K
30.0,13.0,1.0,0.0,0.0,40.0,<=50K
39.0,13.0,1.0,0.0,0.0,40.0,<=50K
28.0,9.0,1.0,0.0,0.0,50.0,<=50K
25.0,10.0,1.0,0.0,0.0,24.0,<=50K
31.0,9.0,1.0,0.0,0.0,50.0,<=50K
51.0,9.0,1.0,0.0,0.0,60.0,<=50K
24.0,13.0,1.0,0.0,0.0,40.0,<=50K
70.0,9.0,1.0,0.0,0.0,32.0,<=50K
23.0,10.0,1.0,0.0,0.0,40.0,<=50K
61.0,9.0,1.0,0.0,0.0,40.0,<=50K
45.0,4.0,1.0,0.0,0.0,55.0,>50K
47.0,9.0,1.0,4064.0,0.0,60.0,<=50K
56.0,10.0,1.0,0.0,0.0,50.0,<=50K
79.0,16.0,1.0,20051.0,0.0,35.0,>50K
20.0,10.0,1.0,0.0,0.0,15.0,<=50K
30.0,9.0,1.0,0.0,0.0,40.0,<=50K
40.0,13.0,1.0,0.0,0.0,40.0,>50K
58.0,9.0,1.0,0.0,0.0,40.0,>50K
71.0,15.0,1.0,0.0,0.0,1.0,<=50K
50.0,15.0,1.0,0.0,0.0,60.0,>50K
29.0,10.0,1.0,0.0,0.0,40.0,<=50K
33.0,6.0,1.0,3418.0,0.0,35.0,<=50K
62.0,9.0,1.0,0.0,0.0,40.0,>50K
33.0,12.0,1.0,0.0,0.0,50.0,<=50K
34.0,6.0,1.0,0.0,0.0,40.0,<=50K
33.0,9.0,1.0,0.0,0.0,52.0,<=50K
32.0,9.0,1.0,0.0,0.0,45.0,<=50K
22.0,10.0,1.0,0.0,0.0,10.0,<=50K
38.0,9.0,1.0,0.0,0.0,40.0,<=50K
38.0,10.0,1.0,0.0,0.0,35.0,>50K
40.0,10.0,1.0,0.0,0.0,30.0,<=50K
17.0,7.0,1.0,0.0,0.0,15.0,<=50K
22.0,10.0,1.0,0.0,0.0,40.0,<=50K
42.0,10.0,1.0,0.0,0.0,20.0,>50K
42.0,9.0,1.0,0.0,0.0,40.0,>50K
36.0,7.0,1.0,0.0,0.0,40.0,<=50K
32.0,10.0,1.0,0.0,0.0,50.0,>50K
37.0,13.0,1.0,0.0,0.0,40.0,>50K
28.0,13.0,1.0,0.0,0.0,40.0,<=50K
37.0,11.0,1.0,0.0,0.0,40.0,<=50K
51.0,9.0,1.0,0.0,0.0,60.0,<=50K
49.0,7.0,1.0,0.0,0.0,40.0,<=50K
40.0,14.0,1.0,0.0,0.0,40.0,>50K
40.0,10.0,1.0,0.0,0.0,40.0,<=50K
49.0,10.0,1.0,0.0,0.0,40.0,<=50K
35.0,14.0,1.0,8614.0,0.0,40.0,>50K
33.0,9.0,1.0,0.0,0.0,40.0,<=50K
24.0,9.0,1.0,0.0,0.0,40.0,<=50K
41.0,14.0,1.0,0.0,0.0,40.0,<=50K
44.0,10.0,1.0,0.0,0.0,40.0,>50K
36.0,9.0,1.0,0.0,1902.0,60.0,>50K
90.0,13.0,1.0,0.0,0.0,20.0,<=50K
23.0,9.0,1.0,0.0,0.0,40.0,<=50K
41.0,13.0,1.0,0.0,0.0,50.0,>50K
55.0,9.0,1.0,0.0,1977.0,45.0,>50K
30.0,10.0,1.0,0.0,0.0,45.0,<=50K
47.0,13.0,1.0,0.0,0.0,40.0,<=50K
55.0,10.0,1.0,0.0,1902.0,40.0,>50K
34.0,10.0,1.0,0.0,0.0,40.0,<=50K
54.0,14.0,1.0,0.0,0.0,60.0,<=50K
27.0,10.0,1.0,0.0,0.0,40.0,<=50K
52.0,14.0,1.0,0.0,0.0,40.0,>50K
37.0,10.0,1.0,99999.0,0.0,40.0,>50K
25.0,9.0,1.0,0.0,0.0,40.0,<=50K
52.0,13.0,1.0,0.0,0.0,55.0,>50K
24.0,9.0,1.0,0.0,0.0,55.0,<=50K
37.0,9.0,1.0,0.0,0.0,40.0,<=50K
31.0,9.0,1.0,0.0,0.0,40.0,<=50K
90.0,13.0,1.0,10566.0,0.0,50.0,<=50K
67.0,14.0,1.0,20051.0,0.0,60.0,>50K
22.0,4.0,1.0,2580.0,0.0,40.0,<=50K
47.0,10.0,1.0,0.0,0.0,35.0,<=50K
32.0,13.0,1.0,0.0,1887.0,55.0,>50K
55.0,4.0,1.0,0.0,0.0,50.0,<=50K
32.0,9.0,1.0,0.0,0.0,35.0,<=50K
50.0,10.0,1.0,0.0,0.0,40.0,<=50K
21.0,9.0,1.0,0.0,0.0,35.0,<=50K
