age,education-num,race,capital-gain,capital-loss,hours-per-week,income-per-year,sex
42,10,1,0,0,40,<=50K,Female
21,10,1,0,0,30,<=50K,Female
51,10,1,0,0,40,>50K,Male
27,13,1,0,0,40,<=50K,Female
23,9,1,0,0,40,<=50K,Male
57,10,1,0,1902,40,>50K,Male
22,13,1,0,0,12,<=50K,Female
59,5,1,0,0,60,>50K,Male
38,9,1,0,0,40,<=50K,Male
20,9,1,0,0,40,<=50K,Male
90,5,1,0,0,40,<=50K,Female
35,11,1,0,0,40,<=50K,Male
50,9,1,0,0,38,>50K,Male
45,16,1,0,0,50,>50K,Male
44,14,1,0,0,50,>50K,Male
23,12,1,0,0,40,<=50K,Male
34,7,1,0,0,40,<=50K,Male
23,13,1,0,0,43,<=50K,Female
39,10,1,0,0,40,<=50K,Male
19,10,1,0,0,55,<=50K,Male
54,10,1,0,0,40,>50K,Male
40,14,1,0,0,43,<=50K,Male
44,10,1,0,0,50,<=50K,Male
31,10,1,0,0,20,>50K,Female
25,5,1,0,0,40,<=50K,Male
33,13,1,0,0,32,>50K,Female
32,9,1,0,0,60,<=50K,Male
36,6,1,0,0,40,<=50K,Male
47,10,0,0,0,55,>50K,Male
80,14,1,0,0,10,<=50K,Female
21,10,1,0,0,8,<=50K,Female
35,10,1,0,0,60,<=50K,Male
30,9,1,5013,0,40,<=50K,Male
49,4,1,0,0,40,<=50K,Male
33,9,1,0,1740,25,<=50K,Female
53,10,1,0,0,45,<=50K,Male
41,9,1,0,0,55,<=50K,Male
57,13,1,0,0,40,>50K,Male
19,10,1,0,0,40,<=50K,Female
28,13,1,0,0,45,<=50K,Female
42,14,1,0,2001,60,<=50K,Male
29,10,1,0,0,55,<=50K,Male
26,10,1,0,0,20,<=50K,Male
40,10,1,0,0,40,<=50K,Female
36,16,1,0,0,40,>50K,Male
28,9,1,0,0,40,<=50K,Male
25,13,0,0,0,20,<=50K,Female
42,9,1,0,0,60,<=50K,Male
32,9,1,0,0,40,<=50K,Male
32,12,1,0,0,30,<=50K,Male
37,3,1,0,0,40,<=50K,Male
39,9,1,0,0,56,<=50K,Male
49,13,1,0,0,40,<=50K,Male
19,9,1,0,0,40,<=50K,Female
31,9,1,0,0,40,<=50K,Male
40,9,1,0,0,40,<=50K,Female
29,4,1,0,0,30,<=50K,Male
59,9,1,0,0,48,<=50K,Male
52,12,1,0,0,40,>50K,Male
27,13,1,0,0,40,<=50K,Male
45,13,1,0,0,45,>50K,Male
58,13,0,0,0,40,<=50K,Male
53,13,1,0,0,40,<=50K,Male
23,9,1,0,0,25,<=50K,Male
35,7,1,0,0,40,<=50K,Male
49,9,1,0,0,40,<=50K,Male
49,12,1,0,0,40,<=50K,Female
25,8,1,0,0,40,<=50K,Male
47,14,1,0,0,50,>50K,Female
28,12,1,0,0,40,<=50K,Female
20,10,1,0,0,30,<=50K,Female
19,9,1,0,0,24,<=50K,Male
28,9,1,2580,0,40,<=50K,Male
31,10,0,0,0,40,<=50K,Female
30,11,1,0,0,53,<=50K,Male
23,13,1,0,0,40,<=50K,Male
25,13,1,0,0,30,>50K,Female
19,9,1,0,0,30,<=50K,Male
30,14,1,0,0,45,>50K,Male
26,9,1,0,0,35,<=50K,Male
34,9,1,0,0,45,<=50K,Male
49,13,0,0,0,40,<=50K,Female
35,10,1,0,2042,40,<=50K,Male
38,9,1,0,0,40,<=50K,Female
36,9,0,0,0,20,<=50K,Male
33,9,0,0,0,48,>50K,Male
54,10,1,0,0,40,<=50K,Female
19,9,1,0,0,40,<=50K,Male
60,9,1,0,0,40,<=50K,Male
28,9,1,0,0,40,<=50K,Male
43,9,1,0,0,40,<=50K,Male
49,3,1,0,0,40,<=50K,Male
25,13,1,0,0,70,<=50K,Male
17,6,1,0,0,20,<=50K,Male
41,13,1,0,0,60,>50K,Male
30,10,0,0,0,35,<=50K,Male
90,14,1,20051,0,60,>50K,Male
25,9,1,0,0,40,<=50K,Male
27,11,1,0,0,35,<=50K,Male
29,9,1,0,0,40,<=50K,Male
31,13,0,0,0,40,<=50K,Female
43,11,1,0,0,99,<=50K,Male
63,14,1,0,0,40,>50K,Female
46,4,1,0,0,40,<=50K,Male
59,9,1,0,0,40,<=50K,Male
42,13,0,0,0,50,>50K,Female
26,13,1,0,0,20,<=50K,Female
26,10,1,0,0,45,<=50K,Male
61,5,1,0,0,40,>50K,Male
23,9,1,0,0,40,<=50K,Male
24,9,1,0,0,40,<=50K,Female
35,13,1,7430,0,40,>50K,Male
42,9,1,0,0,12,<=50K,Male
31,8,1,0,0,21,<=50K,Female
31,9,1,0,0,55,<=50K,Female
63,13,1,0,0,25,<=50K,Female
29,11,1,0,1590,64,<=50K,Female
43,13,1,0,0,40,<=50K,Male
22,13,0,0,0,10,<=50K,Female
17,7,1,0,0,25,<=50K,Male
23,13,1,0,2231,40,>50K,Male
35,5,1,0,0,45,<=50K,Male
32,9,0,0,0,28,<=50K,Female
50,13,1,15024,0,60,>50K,Male
26,14,1,0,0,40,<=50K,Female
32,13,1,0,0,40,<=50K,Male
29,11,1,0,0,50,<=50K,Male
57,10,1,0,0,40,>50K,Male
90,14,0,0,0,50,>50K,Male
35,11,1,0,0,40,>50K,Female
31,10,0,0,0,60,>50K,Male
60,9,1,0,0,33,<=50K,Female
21,11,1,0,1579,40,<=50K,Female
71,14,1,0,0,40,<=50K,Female
22,11,1,0,0,30,<=50K,Male
50,9,1,0,0,40,<=50K,Female
37,10,1,0,0,45,>50K,Male
23,9,0,0,0,40,<=50K,Female
74,9,1,0,0,30,<=50K,Male
67,10,1,0,1844,70,<=50K,Male
59,10,1,0,0,43,>50K,Male
28,9,1,0,1740,40,<=50K,Male
45,9,0,0,0,40,<=50K,Male
63,10,1,0,0,20,<=50K,Male
39,13,1,0,0,63,<=50K,Female
33,10,0,0,0,40,<=50K,Female
32,13,0,0,0,40,<=50K,Male
34,13,1,0,1977,45,>50K,Male
39,9,1,0,0,40,<=50K,Male
29,14,1,0,0,36,<=50K,Male
22,9,1,0,0,40,<=50K,Male
53,13,1,13550,0,43,>50K,Female
46,11,1,0,0,42,<=50K,Male
51,10,1,0,0,40,>50K,Female
44,15,1,2354,0,99,<=50K,Female
56,9,1,0,0,40,<=50K,Female
27,13,0,0,0,40,<=50K,Female
52,5,0,0,0,30,<=50K,Female
39,13,1,0,0,40,>50K,Male
45,10,1,7688,0,40,>50K,Male
37,10,1,0,0,45,<=50K,Male
33,9,1,0,0,40,<=50K,Male
46,3,1,0,0,45,<=50K,Female
35,8,1,0,0,50,<=50K,Female
33,9,0,0,0,50,<=50K,Male
48,13,1,0,0,40,<=50K,Male
32,9,1,0,0,50,<=50K,Male
20,10,1,0,0,32,<=50K,Female
35,9,0,0,0,60,<=50K,Male
19,9,1,0,0,25,<=50K,Female
56,7,1,0,0,40,<=50K,Female
28,13,1,0,0,16,<=50K,Female
45,9,1,0,0,40,<=50K,Female
32,11,1,0,0,45,<=50K,Female
44,13,1,0,0,12,<=50K,Male
55,9,1,0,0,40,>50K,Male
34,10,1,0,0,40,>50K,Male
33,14,1,0,0,40,>50K,Male
36,13,1,0,0,55,<=50K,Male
25,9,1,0,0,40,<=50K,Female
28,13,1,0,0,40,<=50K,Male
39,13,1,7298,0,55,>50K,Male
53,6,1,0,0,40,<=50K,Female
47,9,0,3325,0,45,<=50K,Female
49,11,1,0,0,60,<=50K,Male
22,9,0,0,0,40,<=50K,Male
31,10,1,0,0,40,<=50K,Male
44,10,1,0,0,80,<=50K,Male
19,9,1,0,0,40,<=50K,Male
37,9,1,0,0,40,<=50K,Male
23,10,1,0,0,25,<=50K,Male
44,15,1,99999,0,65,>50K,Male
54,9,1,0,0,35,<=50K,Female
23,9,1,0,0,38,<=50K,Male
21,10,1,0,0,10,<=50K,Female
19,10,1,0,0,25,<=50K,Male
51,13,1,0,0,20,>50K,Male
41,13,1,7688,0,50,>50K,Male
61,10,1,15024,0,18,>50K,Male
19,6,0,0,0,40,<=50K,Female
22,13,1,0,0,40,<=50K,Male
22,9,1,0,0,40,<=50K,Female
49,4,1,0,0,32,<=50K,Male
35,6,1,0,0,50,<=50K,Male
38,10,1,0,0,40,<=50K,Male
29,9,1,0,0,40,>50K,Male
56,11,1,0,0,45,>50K,Male
41,10,1,0,0,80,<=50K,Female
62,14,1,0,0,45,>50K,Male
27,9,1,0,0,40,<=50K,Male
25,9,1,4416,0,42,<=50K,Male
33,13,1,15024,0,75,>50K,Male
26,9,1,0,0,40,<=50K,Female
43,9,1,0,0,45,<=50K,Male
53,14,1,0,0,40,>50K,Male
43,13,1,0,0,40,<=50K,Female
56,9,1,0,0,35,<=50K,Male
25,13,1,0,0,50,<=50K,Male
60,14,0,0,0,40,<=50K,Male
28,10,1,0,0,40,<=50K,Female
21,9,1,0,0,40,<=50K,Male
40,13,0,2977,0,40,<=50K,Female
29,9,0,0,0,40,<=50K,Male
20,10,1,0,0,25,<=50K,Female
25,9,1,0,0,80,>50K,Male
18,7,1,0,0,10,<=50K,Female
32,12,1,0,0,35,<=50K,Male
27,2,0,0,0,35,<=50K,Male
48,9,1,0,0,16,<=50K,Female
20,10,1,0,0,25,<=50K,Female
55,9,1,0,0,40,<=50K,Female
33,13,1,0,0,50,>50K,Female
21,10,1,0,0,12,<=50K,Female
43,9,1,0,0,30,<=50K,Male
35,10,1,0,0,40,<=50K,Male
39,13,1,0,0,35,>50K,Male
19,9,0,0,0,40,<=50K,Female
25,9,0,0,0,40,<=50K,Female
44,10,1,0,0,72,>50K,Male
27,12,1,0,0,40,<=50K,Male
39,9,1,0,0,40,>50K,Female
69,6,1,0,0,40,<=50K,Male
34,13,0,0,0,40,<=50K,Female
37,3,1,0,0,40,<=50K,Female
43,13,1,0,0,39,<=50K,Female
34,14,0,0,0,40,>50K,Female
31,10,1,0,0,48,<=50K,Male
42,16,1,8614,0,60,>50K,Female
26,9,1,0,0,30,<=50K,Female
39,10,1,0,0,75,<=50K,Female
25,13,1,0,0,40,<=50K,Male
54,10,0,0,0,30,<=50K,Male
44,14,1,0,0,60,>50K,Male
34,14,1,7688,0,38,>50K,Male
21,10,1,0,0,40,<=50K,Male
33,9,1,0,0,40,<=50K,Male
40,12,1,0,0,40,>50K,Female
44,14,1,0,0,40,>50K,Male
33,12,1,0,0,56,<=50K,Male
21,10,1,0,0,40,<=50K,Male
35,13,0,0,0,60,<=50K,Female
43,10,1,7298,0,40,>50K,Male
51,14,1,0,0,45,<=50K,Male
29,9,1,0,0,40,<=50K,Male
51,9,0,0,0,40,<=50K,Male
35,9,1,0,0,40,<=50K,Male
18,7,1,0,0,20,<=50K,Male
58,6,1,0,0,50,<=50K,Male
57,10,1,0,0,40,>50K,Male
19,9,1,0,0,20,<=50K,Female
37,10,1,0,0,40,<=50K,Female
38,9,1,0,0,44,<=50K,Male
45,10,1,0,0,40,<=50K,Female
27,10,0,0,0,40,>50K,Male
38,10,1,0,0,72,<=50K,Male
30,9,1,0,0,30,<=50K,Male
46,13,1,0,0,40,<=50K,Male
60,9,1,0,0,40,>50K,Male
30,9,1,0,0,44,<=50K,Male
47,10,0,7688,0,40,>50K,Male
39,13,1,0,0,40,<=50K,Female
42,10,1,7298,0,45,>50K,Male
27,10,1,0,0,40,<=50K,Female
44,10,1,0,0,40,<=50K,Male
33,13,1,0,0,40,<=50K,Male
54,13,1,0,0,50,>50K,Male
58,10,1,0,0,35,<=50K,Male
45,13,1,0,0,30,<=50K,Male
59,10,1,0,0,50,<=50K,Male
29,12,1,0,0,50,<=50K,Female
27,9,1,0,0,40,<=50K,Female
44,14,1,0,0,20,>50K,Male
44,9,1,0,0,40,>50K,Male
33,10,1,0,0,70,>50K,Male
27,9,1,0,0,40,<=50K,Male
33,13,1,0,0,55,>50K,Male
55,11,0,0,0,40,<=50K,Female
32,11,0,0,0,60,<=50K,Male
31,11,1,0,0,45,<=50K,Male
57,15,1,99999,0,60,>50K,Male
30,13,1,0,0,45,>50K,Male
28,13,1,0,0,48,<=50K,Female
30,10,0,0,2258,40,<=50K,Male
29,14,1,0,0,40,>50K,Male
66,9,0,0,0,3,<=50K,Female
60,9,1,0,0,45,>50K,Male
31,13,1,0,0,40,<=50K,Male
26,9,1,2597,0,40,<=50K,Male
24,9,1,0,0,45,<=50K,Male
29,13,1,0,0,50,>50K,Male
44,9,1,0,0,45,>50K,Male
34,13,1,0,0,55,>50K,Male
59,13,1,0,1902,43,>50K,Male
23,13,0,0,0,24,<=50K,Male
23,7,1,0,0,40,<=50K,Male
55,11,0,0,0,35,<=50K,Female
39,9,1,0,0,40,>50K,Male
39,7,0,0,0,40,<=50K,Male
57,4,1,0,0,75,<=50K,Male
35,9,1,0,0,40,<=50K,Female
39,11,1,0,0,48,>50K,Male
47,9,1,0,0,38,>50K,Female
53,16,1,0,0,50,>50K,Male
23,10,0,0,0,25,<=50K,Male
35,14,1,0,0,50,>50K,Male
44,10,1,0,0,40,<=50K,Female
28,9,1,0,0,25,<=50K,Female
26,13,0,0,0,40,<=50K,Female
23,9,1,0,0,45,<=50K,Male
32,9,1,0,0,25,<=50K,Male
49,10,1,0,0,50,>50K,Male
36,10,1,2174,0,60,<=50K,Male
36,9,1,0,0,36,<=50K,Female
21,12,0,0,0,46,>50K,Female
54,13,1,0,0,40,>50K,Male
43,10,0,0,0,40,<=50K,Female
35,10,1,0,0,40,<=50K,Female
31,10,1,0,0,50,>50K,Male
46,10,0,0,0,40,<=50K,Male
46,9,1,0,0,40,<=50K,Female
56,9,1,0,0,40,<=50K,Male
21,9,1,0,0,40,<=50K,Male
51,14,1,0,0,50,>50K,Male
47,10,1,0,0,20,<=50K,Male
42,3,1,0,0,40,<=50K,Male
19,10,1,0,0,30,<=50K,Female
25,13,1,0,0,40,<=50K,Male
37,14,1,0,0,60,>50K,Male
35,8,0,0,0,40,<=50K,Male
40,9,1,0,0,30,<=50K,Male
57,7,1,0,0,15,<=50K,Male
38,9,1,0,0,50,>50K,Male
48,6,1,0,0,38,<=50K,Female
34,10,1,0,0,34,<=50K,Female
46,10,1,0,0,40,<=50K,Male
45,14,1,0,0,50,<=50K,Male
32,13,1,0,0,50,>50K,Male
35,9,1,0,0,48,<=50K,Male
62,10,1,8614,0,39,>50K,Female
50,11,1,0,0,40,<=50K,Male
25,13,1,0,0,40,<=50K,Male
41,10,0,0,0,33,<=50K,Male
35,9,1,0,0,27,<=50K,Female
33,10,1,0,0,41,>50K,Male
38,12,1,0,1902,40,>50K,Female
37,13,1,0,0,40,<=50K,Male
56,9,1,0,0,40,>50K,Male
19,4,1,0,1602,32,<=50K,Male
31,5,1,0,0,40,<=50K,Female
33,9,1,0,0,35,<=50K,Male
72,2,0,0,0,40,<=50K,Male
54,9,1,0,0,50,>50K,Male
30,13,1,0,0,40,<=50K,Female
51,16,1,0,0,40,>50K,Male
30,9,1,0,1848,50,>50K,Male
30,13,1,0,0,50,<=50K,Male
32,10,0,0,0,16,<=50K,Male
30,10,1,0,0,50,>50K,Male
35,14,1,0,0,40,<=50K,Male
40,10,1,0,0,44,>50K,Female
38,13,1,0,0,40,<=50K,Female
19,6,1,0,0,30,<=50K,Female
32,10,1,0,0,44,<=50K,Male
49,14,1,0,0,40,<=50K,Female
60,13,1,0,0,35,<=50K,Male
60,5,1,0,0,40,<=50K,Male
55,16,1,0,0,80,>50K,Male
24,9,1,0,0,40,<=50K,Male
53,14,1,7298,0,60,>50K,Male
69,10,1,0,810,38,<=50K,Female
41,9,1,0,0,40,>50K,Female
32,9,1,0,0,40,<=50K,Female
45,7,1,0,0,40,<=50K,Male
59,13,1,0,0,40,<=50K,Male
31,9,1,0,0,35,<=50K,Female
40,9,1,0,0,37,<=50K,Female
44,11,1,0,0,40,>50K,Male
63,10,1,0,0,60,<=50K,Female
31,10,1,15024,0,56,>50K,Male
51,13,1,0,0,20,<=50K,Male
51,7,0,0,0,40,<=50K,Male
23,9,1,0,0,40,<=50K,Male
49,4,1,0,0,48,<=50K,Male
56,9,1,2885,0,45,<=50K,Male
39,9,1,0,0,40,>50K,Male
39,15,1,15024,0,50,>50K,Male
30,9,1,0,0,40,<=50K,Female
43,13,1,0,0,50,<=50K,Male
31,10,1,0,0,50,<=50K,Male
44,14,1,0,0,35,<=50K,Male
43,15,1,0,0,30,>50K,Male
41,10,1,0,0,46,>50K,Male
43,9,1,0,0,40,>50K,Male
47,10,1,0,0,40,>50K,Male
38,15,1,0,2824,45,>50K,Male
46,11,1,0,0,40,<=50K,Male
19,10,1,0,0,40,<=50K,Female
19,3,1,0,0,50,<=50K,Male
24,13,1,0,0,45,>50K,Male
39,10,1,0,0,65,<=50K,Male
37,11,1,0,0,30,<=50K,Female
40,9,1,0,0,40,<=50K,Male
27,12,1,0,0,40,<=50K,Female
22,9,1,0,0,40,<=50K,Female
21,10,1,0,0,12,<=50K,Male
32,9,1,0,0,40,<=50K,Female
20,9,1,0,0,40,<=50K,Male
45,14,1,14344,0,48,>50K,Male
46,15,1,0,0,40,>50K,Male
46,11,1,0,0,45,<=50K,Female
26,10,1,0,0,44,<=50K,Male
47,13,1,0,0,60,<=50K,Male
22,10,1,0,0,10,<=50K,Female
34,9,1,0,0,60,<=50K,Male
49,2,1,0,0,40,<=50K,Male
20,10,1,0,0,25,<=50K,Male
28,9,1,0,0,45,<=50K,Male
30,7,0,0,0,40,<=50K,Male
23,9,1,0,0,40,<=50K,Male
20,5,1,0,0,40,<=50K,Male
31,10,1,0,0,55,<=50K,Male
46,2,1,0,0,40,<=50K,Male
42,9,1,0,0,40,<=50K,Female
60,4,1,0,0,40,<=50K,Male
30,13,1,0,0,50,<=50K,Male
27,10,1,0,0,48,<=50K,Male
20,5,1,0,0,32,<=50K,Female
56,13,1,7688,0,40,>50K,Male
41,10,1,0,0,60,>50K,Male
61,9,1,0,0,40,<=50K,Male
47,9,0,0,0,40,>50K,Female
60,5,1,2228,0,37,<=50K,Male
33,5,1,0,0,50,<=50K,Male
48,13,1,0,0,45,>50K,Male
56,9,1,0,0,40,>50K,Male
50,11,1,3103,0,55,>50K,Male
57,14,1,0,0,40,>50K,Male
20,10,0,0,0,40,<=50K,Female
46,11,1,0,0,36,<=50K,Female
21,10,1,0,0,40,<=50K,Female
37,9,1,0,0,40,<=50K,Male
42,10,1,0,0,40,<=50K,Male
20,9,1,0,0,30,<=50K,Female
54,16,1,0,1977,50,>50K,Male
32,9,1,4064,0,22,<=50K,Female
50,10,1,0,0,40,>50K,Male
49,10,0,0,0,40,<=50K,Female
48,12,1,0,0,50,<=50K,Male
24,10,0,0,0,40,<=50K,Female
46,14,0,0,0,40,>50K,Male
42,9,1,0,0,40,<=50K,Female
52,10,1,0,0,40,<=50K,Male
58,12,0,0,0,40,<=50K,Female
37,10,0,0,0,40,<=50K,Female
34,9,1,0,0,40,<=50K,Male
26,10,1,0,2051,40,<=50K,Male
18,10,1,0,0,20,<=50K,Female
33,10,0,0,0,40,<=50K,Male
41,10,1,0,0,15,<=50K,Female
21,12,1,0,0,20,<=50K,Female
23,11,1,0,0,40,<=50K,Female
26,10,1,0,0,40,<=50K,Female
33,13,1,0,0,40,<=50K,Female
24,10,1,0,0,45,<=50K,Female
43,6,0,0,0,42,<=50K,Male
52,9,1,0,0,40,<=50K,Female
61,4,1,0,0,40,<=50K,Female
35,9,1,0,0,40,<=50K,Male
35,9,1,0,0,40,>50K,Male
45,9,1,15024,0,55,>50K,Male
43,9,1,0,0,40,>50K,Male
51,9,1,0,0,40,>50K,Male
35,13,1,0,0,40,<=50K,Male
47,13,1,0,0,45,>50K,Male
22,10,1,0,0,40,<=50K,Male
49,11,1,0,0,60,>50K,Male
20,9,1,0,0,20,<=50K,Male
19,6,1,0,0,40,<=50K,Female
27,9,1,0,0,40,<=50K,Male
42,12,1,0,0,45,<=50K,Female
23,10,1,0,0,35,<=50K,Male
20,10,1,0,0,10,<=50K,Female
47,9,1,0,0,50,<=50K,Male
17,8,0,0,0,18,<=50K,Male
39,10,1,0,0,40,<=50K,Female
25,5,1,0,0,40,<=50K,Male
31,11,0,0,0,43,<=50K,Female
44,9,0,0,0,20,<=50K,Male
53,11,1,0,0,40,>50K,Male
34,10,1,0,0,45,<=50K,Male
45,10,1,0,0,60,<=50K,Male
34,9,1,0,0,45,<=50K,Male
35,14,1,0,0,40,>50K,Male
36,10,1,0,0,48,<=50K,Male
45,10,1,0,0,45,<=50K,Female
37,10,1,0,0,60,<=50K,Male
53,12,1,0,0,40,>50K,Male
35,14,1,15024,0,50,>50K,Female
65,10,1,0,0,40,<=50K,Male
49,6,1,0,0,70,<=50K,Male
24,9,1,0,0,40,<=50K,Male
54,10,1,0,0,40,<=50K,Male
17,6,1,0,0,12,<=50K,Female
19,8,1,0,0,16,<=50K,Male
60,9,1,0,0,40,<=50K,Female
46,13,1,0,0,35,>50K,Male
26,10,0,0,0,40,<=50K,Female
58,2,1,0,0,38,<=50K,Male
37,9,1,0,0,55,<=50K,Male
41,14,1,0,0,38,>50K,Male
30,13,1,0,0,40,<=50K,Male
19,10,1,0,0,30,<=50K,Female
48,13,1,0,0,60,>50K,Male
22,10,1,0,0,24,<=50K,Female
25,2,1,0,0,40,<=50K,Female
18,6,1,0,0,6,<=50K,Male
21,9,1,0,0,40,<=50K,Male
47,10,1,0,0,50,<=50K,Male
33,9,0,0,0,36,<=50K,Female
39,9,1,2174,0,40,<=50K,Male
67,13,1,0,0,8,>50K,Male
19,10,1,0,1602,24,<=50K,Male
18,6,1,0,0,11,<=50K,Male
36,9,0,0,0,40,<=50K,Male
23,10,1,0,0,25,<=50K,Male
73,9,1,0,0,40,<=50K,Male
35,10,1,5013,0,40,<=50K,Male
31,12,1,0,0,40,>50K,Male
20,6,1,0,0,40,<=50K,Male
20,9,1,0,0,40,<=50K,Female
27,9,1,0,0,40,<=50K,Male
66,6,1,0,0,30,<=50K,Male
66,14,1,0,0,50,<=50K,Male
64,14,1,0,0,35,<=50K,Female
48,10,1,3325,0,53,<=50K,Male
24,13,1,0,0,40,<=50K,Female
51,9,1,0,0,60,<=50K,Male
25,13,1,0,0,60,>50K,Male
33,7,1,0,0,20,<=50K,Female
50,9,1,0,0,50,<=50K,Male
51,4,0,0,0,50,<=50K,Male
34,13,1,0,0,38,>50K,Male
41,4,0,0,0,40,<=50K,Female
30,10,1,0,0,40,<=50K,Male
59,10,1,2907,0,40,<=50K,Male
41,10,1,3103,0,40,>50K,Male
36,14,1,10520,0,45,>50K,Male
37,2,1,0,0,85,<=50K,Male
28,9,0,0,0,30,<=50K,Male
19,9,1,0,0,40,<=50K,Male
28,10,1,0,0,45,<=50K,Male
62,6,0,0,0,40,<=50K,Male
36,14,1,15024,0,45,>50K,Male
58,6,1,0,0,40,<=50K,Male
42,9,1,1151,0,50,<=50K,Male
43,9,1,0,0,40,<=50K,Male
29,9,1,0,0,40,<=50K,Male
32,9,1,0,0,50,<=50K,Male
64,5,1,0,0,40,<=50K,Male
39,13,1,0,0,20,>50K,Female
26,13,0,0,0,20,<=50K,Female
19,9,1,0,0,30,<=50K,Male
21,9,1,0,0,45,<=50K,Female
32,10,1,0,0,40,<=50K,Female
30,12,1,5013,0,45,<=50K,Male
26,13,1,0,0,50,<=50K,Female
20,10,0,0,0,15,<=50K,Female
19,10,1,0,0,30,<=50K,Male
33,13,1,0,0,42,>50K,Male
23,10,1,0,0,40,<=50K,Male
29,9,1,0,0,45,<=50K,Male
42,9,1,0,0,40,<=50K,Female
30,9,1,0,0,50,<=50K,Male
63,9,0,0,0,20,<=50K,Female
34,9,1,0,0,40,<=50K,Male
60,10,1,0,0,24,<=50K,Male
48,9,1,0,0,50,<=50K,Male
25,13,1,0,0,50,<=50K,Male
27,11,0,0,0,40,<=50K,Female
55,9,1,27828,0,55,>50K,Male
32,10,0,0,0,40,<=50K,Female
22,10,1,0,0,25,<=50K,Male
25,9,1,0,0,50,<=50K,Male
18,7,1,0,0,16,<=50K,Female
24,10,1,0,0,44,<=50K,Female
29,13,1,0,0,40,<=50K,Female
39,9,1,0,0,40,>50K,Male
33,14,1,0,0,40,<=50K,Male
57,9,1,0,0,40,>50K,Female
22,6,1,0,0,40,<=50K,Female
33,9,1,0,0,60,<=50K,Male
42,9,1,0,0,40,<=50K,Male
43,13,1,0,0,45,<=50K,Male
57,10,1,0,0,38,>50K,Male
42,14,1,4650,0,40,<=50K,Male
22,10,1,0,1719,30,<=50K,Male
42,13,1,0,0,50,>50K,Male
39,10,1,0,0,55,<=50K,Male
41,10,1,0,0,32,>50K,Female
20,9,0,0,0,40,<=50K,Male
47,10,1,0,0,40,<=50K,Male
44,10,1,0,0,40,<=50K,Female
29,13,0,0,0,40,<=50K,Female
52,10,1,14084,0,16,>50K,Female
71,10,1,0,0,35,>50K,Male
52,9,1,0,0,55,<=50K,Male
36,9,1,0,0,40,<=50K,Male
53,10,1,0,0,48,>50K,Male
37,9,1,0,0,30,>50K,Female
26,6,1,0,0,40,<=50K,Male
34,13,1,0,0,55,>50K,Male
35,13,1,0,0,50,>50K,Male
20,5,1,0,0,40,<=50K,Female
34,10,1,0,1740,40,<=50K,Male
56,13,1,0,0,60,<=50K,Male
39,13,1,0,0,36,>50K,Female
24,10,1,0,0,20,<=50K,Female
24,7,1,0,0,35,<=50K,Female
23,13,1,0,0,50,<=50K,Male
27,13,1,0,0,45,<=50K,Male
25,9,1,0,0,40,<=50K,Female
29,10,1,0,0,40,<=50K,Female
42,10,1,0,0,37,>50K,Female
51,9,1,0,0,40,<=50K,Male
31,11,1,0,1740,40,<=50K,Male
59,2,1,0,0,40,<=50K,Male
29,9,1,0,0,40,<=50K,Female
18,9,1,0,0,20,<=50K,Female
24,9,1,0,0,36,<=50K,Female
38,10,1,0,0,40,<=50K,Male
34,9,1,0,0,50,<=50K,Male
42,13,1,0,1977,70,>50K,Male
45,8,0,0,0,35,<=50K,Male
21,11,1,0,0,40,<=50K,Male
64,16,1,7688,0,60,>50K,Male
32,9,0,0,0,40,<=50K,Male
45,13,1,0,0,40,>50K,Male
53,3,0,0,0,40,<=50K,Male
42,9,1,0,0,16,<=50K,Male
32,9,1,0,0,40,<=50K,Female
49,9,1,0,0,40,<=50K,Male
62,3,1,0,0,24,<=50K,Male
28,13,1,0,0,45,<=50K,Male
32,9,1,0,0,35,<=50K,Male
37,6,1,0,2559,50,>50K,Male
38,13,0,0,0,50,>50K,Male
44,9,1,0,0,25,<=50K,Male
19,9,1,0,0,40,<=50K,Male
24,13,1,0,0,40,<=50K,Female
58,9,1,0,0,50,>50K,Male
56,13,1,0,0,40,<=50K,Female
37,6,1,0,0,40,<=50K,Female
43,10,1,0,0,40,<=50K,Male
32,9,1,0,0,40,<=50K,Male
34,13,0,0,0,40,<=50K,Female
44,5,1,0,0,50,<=50K,Female
28,9,1,0,0,40,<=50K,Male
35,9,1,0,0,35,<=50K,Female
38,9,1,0,0,40,<=50K,Male
26,10,1,0,0,40,<=50K,Female
20,7,1,0,0,60,<=50K,Male
24,9,1,0,0,60,>50K,Male
40,9,1,0,0,45,<=50K,Male
23,9,1,0,0,40,<=50K,Male
79,7,1,0,0,7,<=50K,Male
44,6,0,0,0,42,<=50K,Female
51,14,1,99999,0,50,>50K,Female
30,9,1,0,0,40,<=50K,Male
52,12,1,3103,0,48,>50K,Male
33,3,0,0,0,40,<=50K,Male
50,13,1,0,0,45,>50K,Male
51,11,1,7298,0,40,>50K,Male
41,9,1,0,0,40,<=50K,Male
35,13,1,0,0,30,>50K,Female
34,10,1,7298,0,40,>50K,Male
28,13,1,0,0,45,<=50K,Male
31,11,1,0,0,40,<=50K,Male
22,9,1,0,0,40,<=50K,Male
65,9,1,9386,0,40,>50K,Male
39,9,1,0,0,50,>50K,Male
23,10,1,0,0,40,<=50K,Male
29,12,1,0,0,50,<=50K,Male
57,6,1,0,0,60,>50K,Male
