Feature_A_(i),Feature_B_(2i),Feature_C_(-i),Constant_Feature,Random_Feature,Outcome
2340,4680,-2340,1,0.24628085911351394,A
2342,4684,-2342,1,0.3548923380830443,A
2343,4686,-2343,1,0.6510707941977262,A
2345,4690,-2345,1,0.9435051486044818,A
2350,4700,-2350,1,0.8046012431374131,A
2351,4702,-2351,1,0.8852540349320742,A
2352,4704,-2352,1,0.10597753893081718,A
2355,4710,-2355,1,0.3095040290378811,A
2358,4716,-2358,1,0.6818929979125152,A
2359,4718,-2359,1,0.4496897202690192,A
2360,4720,-2360,1,0.9812221479298211,A
2361,4722,-2361,1,0.25854697252696457,A
2362,4724,-2362,1,0.5067055579609682,A
2363,4726,-2363,1,0.7322862409433955,A
2364,4728,-2364,1,0.7606188482197346,A
2365,4730,-2365,1,0.7417212709358859,A
2367,4734,-2367,1,0.7016225716195547,A
2368,4736,-2368,1,0.2886402315035024,A
2369,4738,-2369,1,0.30635620256857454,A
2370,4740,-2370,1,0.8786665331689224,A
2371,4742,-2371,1,0.16187270646931806,A
2373,4746,-2373,1,0.3390259835966619,A
2375,4750,-2375,1,0.1776504582379228,A
2377,4754,-2377,1,0.9785207056418002,A
2378,4756,-2378,1,0.86418107014129,A
2379,4758,-2379,1,0.7975362209338002,A
2380,4760,-2380,1,0.39319874237582364,A
2381,4762,-2381,1,0.5776248638592508,A
2385,4770,-2385,1,0.04711136583249953,A
2387,4774,-2387,1,0.7916788597903259,A
2388,4776,-2388,1,0.4526962293133818,A
2389,4778,-2389,1,0.3671248963219117,A
2390,4780,-2390,1,0.14572833834145027,A
2392,4784,-2392,1,0.45457408909018404,A
2393,4786,-2393,1,0.6752162221641539,A
2396,4792,-2396,1,0.47902170326036764,A
2398,4796,-2398,1,0.8278112512881418,A
2400,4800,-2400,1,0.9170377698433457,A
2401,4802,-2401,1,0.9754215420389315,A
2402,4804,-2402,1,0.24152567178239348,A
2403,4806,-2403,1,0.5200480604633302,A
2404,4808,-2404,1,0.07341929701599426,A
2405,4810,-2405,1,0.46398238224683563,A
2407,4814,-2407,1,0.9052850230072108,A
2408,4816,-2408,1,0.022545721050416634,A
2409,4818,-2409,1,0.8454797657725298,A
2411,4822,-2411,1,0.4217485058752448,A
2412,4824,-2412,1,0.30218247721020675,A
2413,4826,-2413,1,0.015853573763724316,A
2415,4830,-2415,1,0.7308127418318787,A
2416,4832,-2416,1,0.9643560587978132,A
2417,4834,-2417,1,0.4660308760749442,A
2419,4838,-2419,1,0.4984652825960141,A
2420,4840,-2420,1,0.6355554463437433,A
2421,4842,-2421,1,0.14686118725838637,A
2422,4844,-2422,1,0.09041701923732848,A
2423,4846,-2423,1,0.5220723244278394,A
2424,4848,-2424,1,0.2654369213359602,A
2427,4854,-2427,1,0.970176233981376,A
2428,4856,-2428,1,0.7953277160817045,A
2429,4858,-2429,1,0.7124266951977283,A
2431,4862,-2431,1,0.7293755300194723,A
2432,4864,-2432,1,0.21061954431170515,A
2434,4868,-2434,1,0.7236966621172806,A
2435,4870,-2435,1,0.47131422059076267,A
2436,4872,-2436,1,0.9965397814097755,A
2437,4874,-2437,1,0.49177660452726324,A
2438,4876,-2438,1,0.10511696020193906,A
2440,4880,-2440,1,0.37783420886578767,A
2441,4882,-2441,1,0.25132304468096966,A
2442,4884,-2442,1,0.9924294302854825,A
2445,4890,-2445,1,0.8596963799665773,A
2446,4892,-2446,1,0.8433811292869144,A
2450,4900,-2450,1,0.864450990914534,A
2451,4902,-2451,1,0.6699447014147732,A
2453,4906,-2453,1,0.38756834859627864,A
2455,4910,-2455,1,0.8734669557557696,A
2456,4912,-2456,1,0.3794802996260158,A
2457,4914,-2457,1,0.6320260535279788,A
2459,4918,-2459,1,0.48615290186786286,A
2460,4920,-2460,1,0.21527622057648155,A
2461,4922,-2461,1,0.7817968646602201,A
2462,4924,-2462,1,0.4023482649266279,A
2463,4926,-2463,1,0.7716458867517363,A
2464,4928,-2464,1,0.9155804834289545,A
2465,4930,-2465,1,0.9507364688090262,A
2466,4932,-2466,1,0.0005455619483859531,A
2467,4934,-2467,1,0.562971629540277,A
2468,4936,-2468,1,0.11811397980457061,A
2469,4938,-2469,1,0.6192633394518882,A
2470,4940,-2470,1,0.04329084832790264,A
2472,4944,-2472,1,0.38148637750335845,A
2473,4946,-2473,1,0.6502569113619084,A
2475,4950,-2475,1,0.5200259886188194,A
2476,4952,-2476,1,0.20149176879570307,A
2477,4954,-2477,1,0.9101814099174448,A
2479,4958,-2479,1,0.5750938550650478,A
2480,4960,-2480,1,0.6890907491171608,A
2481,4962,-2481,1,0.34824129055996145,A
2482,4964,-2482,1,0.8867934915865107,A
2483,4966,-2483,1,0.4491526225720506,A
2485,4970,-2485,1,0.8965252711154779,A
2487,4974,-2487,1,0.8112980754821574,A
2488,4976,-2488,1,0.1947722232964202,A
2489,4978,-2489,1,0.05613171097631686,A
2490,4980,-2490,1,0.5194543178145484,A
2491,4982,-2491,1,0.8854652226564341,A
2492,4984,-2492,1,0.8672652116087822,A
2493,4986,-2493,1,0.6234860266360917,A
2494,4988,-2494,1,0.5591587872921951,A
2496,4992,-2496,1,0.7982572437289506,A
2497,4994,-2497,1,0.6212481079961105,A
2499,4998,-2499,1,0.3790554635736416,A
2500,5000,-2500,1,0.4117371455619989,A
2503,5006,-2503,1,0.9867277963524416,A
2504,5008,-2504,1,0.9556519694980462,A
2505,5010,-2505,1,0.7303391323837287,A
2506,5012,-2506,1,0.3266523917473829,A
2511,5022,-2511,1,0.24484688152792589,A
2512,5024,-2512,1,0.0534754042940474,A
2513,5026,-2513,1,0.23158051708514493,A
2514,5028,-2514,1,0.45995911299076553,A
2515,5030,-2515,1,0.4410922672762878,A
2516,5032,-2516,1,0.20355627941672505,A
2517,5034,-2517,1,0.26752595515101363,A
2519,5038,-2519,1,0.5931087018773084,A
2520,5040,-2520,1,0.3132499064371239,A
2521,5042,-2521,1,0.8290899134892462,A
2522,5044,-2522,1,0.026025546428005808,A
2523,5046,-2523,1,0.30904107083556376,A
2524,5048,-2524,1,0.03414119526341264,A
2531,5062,-2531,1,0.7607524175945031,A
2532,5064,-2532,1,0.5777863906449736,A
2533,5066,-2533,1,0.4272980187937323,A
2534,5068,-2534,1,0.20598186107753003,A
2535,5070,-2535,1,0.7148252549050537,A
2537,5074,-2537,1,0.7589946451107589,A
2540,5080,-2540,1,0.9059014394687456,A
2542,5084,-2542,1,0.34149596332414967,A
2543,5086,-2543,1,0.795483543552771,A
2544,5088,-2544,1,0.4099348635040134,A
2545,5090,-2545,1,0.7964483665042128,A
2546,5092,-2546,1,0.015292449495862392,A
2548,5096,-2548,1,0.3327562221264425,A
2549,5098,-2549,1,0.07935937398972748,A
2550,5100,-2550,1,0.9434072073008289,A
2552,5104,-2552,1,0.43952404559852587,A
2553,5106,-2553,1,0.3577516777865656,A
2554,5108,-2554,1,0.13557366345847954,A
2556,5112,-2556,1,0.2706649183295893,A
2557,5114,-2557,1,0.6935504892216448,A
2558,5116,-2558,1,0.8592413898012419,A
2559,5118,-2559,1,0.754147916602979,A
2562,5124,-2562,1,0.5113350750723666,A
2563,5126,-2563,1,0.5524305428404981,A
2567,5134,-2567,1,0.18232145044521753,A
2568,5136,-2568,1,0.8305662344389576,A
2570,5140,-2570,1,0.12603526310178814,A
2571,5142,-2571,1,0.22645163829519543,A
2572,5144,-2572,1,0.280174101590592,A
2573,5146,-2573,1,0.7312340631703205,A
2574,5148,-2574,1,0.414400314561571,A
2575,5150,-2575,1,0.34909837187792225,A
2577,5154,-2577,1,0.06839497423198915,A
2579,5158,-2579,1,0.6125014544841136,A
2580,5160,-2580,1,0.39532053716533977,A
2581,5162,-2581,1,0.5030228764894286,A
2582,5164,-2582,1,0.7091268810058803,A
2583,5166,-2583,1,0.1886125593847029,A
2584,5168,-2584,1,0.45030769677905613,A
2586,5172,-2586,1,0.07456610707382849,A
2587,5174,-2587,1,0.6584313659678661,A
2588,5176,-2588,1,0.6875656246812878,A
2589,5178,-2589,1,0.0568628091540303,A
2590,5180,-2590,1,0.23826477467080276,A
2594,5188,-2594,1,0.14534187054728487,A
2595,5190,-2595,1,0.8664220961610042,A
2596,5192,-2596,1,0.33253678978451817,A
2597,5194,-2597,1,0.23217148984638925,A
2598,5196,-2598,1,0.8699634288846079,A
2599,5198,-2599,1,0.2283417845087743,A
2600,5200,-2600,1,0.32498530230367506,A
2601,5202,-2601,1,0.9438732904754029,A
2602,5204,-2602,1,0.3292245710383256,A
2603,5206,-2603,1,0.7708437363473079,A
2605,5210,-2605,1,0.5581162430450622,A
2606,5212,-2606,1,0.4463692130656238,A
2607,5214,-2607,1,0.6786362044801448,A
2608,5216,-2608,1,0.4694285572767538,A
2609,5218,-2609,1,0.49996658965529783,A
2612,5224,-2612,1,0.7787021673193899,A
2613,5226,-2613,1,0.76295146493317,A
2614,5228,-2614,1,0.3388776344660881,A
2615,5230,-2615,1,0.5866260055375166,A
2616,5232,-2616,1,0.35114763133980775,A
2617,5234,-2617,1,0.3356882517020011,A
2618,5236,-2618,1,0.3688109147546197,A
2620,5240,-2620,1,0.9683544128281644,A
2621,5242,-2621,1,0.00477810282461022,A
2622,5244,-2622,1,0.8511195650412914,A
2623,5246,-2623,1,0.7840595335258829,A
2624,5248,-2624,1,0.926204772689811,A
2625,5250,-2625,1,0.7237742193062039,A
2626,5252,-2626,1,0.8027677863265483,A
2628,5256,-2628,1,0.5785667021327062,A
2630,5260,-2630,1,0.5531046893657432,A
2633,5266,-2633,1,0.5859551248457047,A
2634,5268,-2634,1,0.6441112132979961,A
2635,5270,-2635,1,0.994351373573985,A
2638,5276,-2638,1,0.41041439145611125,A
2640,5280,-2640,1,0.5874449307671015,A
2641,5282,-2641,1,0.4333235807439859,A
2642,5284,-2642,1,0.9068001327334898,A
2643,5286,-2643,1,0.36279477686999784,A
2644,5288,-2644,1,0.7517674314340469,A
2645,5290,-2645,1,0.1370507064029841,A
2648,5296,-2648,1,0.9771872825039575,A
2649,5298,-2649,1,0.5380948384489199,A
2651,5302,-2651,1,0.7620411289245123,A
2652,5304,-2652,1,0.6036378917632778,A
2653,5306,-2653,1,0.48381186531795684,A
2654,5308,-2654,1,0.13245165082580757,A
2655,5310,-2655,1,0.5089460458504623,A
2656,5312,-2656,1,0.5378470289851474,A
2659,5318,-2659,1,0.9830529695670328,A
2662,5324,-2662,1,0.4061423522930563,A
2663,5326,-2663,1,0.7591880954858431,A
2664,5328,-2664,1,0.11881416647703458,A
2665,5330,-2665,1,0.3811083122593536,A
2668,5336,-2668,1,0.7013026866142489,A
2670,5340,-2670,1,0.1890786137955316,A
2671,5342,-2671,1,0.14384040719462032,A
2674,5348,-2674,1,0.21870166834253835,A
2675,5350,-2675,1,0.36273129817199345,A
2678,5356,-2678,1,0.4879605980099312,A
2679,5358,-2679,1,0.8183887356922461,A
2681,5362,-2681,1,0.16376308963448116,A
2685,5370,-2685,1,0.17892990305505696,A
2686,5372,-2686,1,0.17215741121392758,A
2687,5374,-2687,1,0.5379544339695874,A
2688,5376,-2688,1,0.1324199980733537,A
2689,5378,-2689,1,0.35759010563164007,A
2690,5380,-2690,1,0.04508830327663871,A
2691,5382,-2691,1,0.09132170954924757,A
2692,5384,-2692,1,0.4468348657397947,A
2693,5386,-2693,1,0.8553176618173257,A
2694,5388,-2694,1,0.4715091618247045,A
2695,5390,-2695,1,0.043332209926091436,A
2696,5392,-2696,1,0.5366657844042046,A
2697,5394,-2697,1,0.950656685265745,A
2698,5396,-2698,1,0.8140804184754459,A
2699,5398,-2699,1,0.2387924638228498,A
2700,5400,-2700,1,0.14257901654454908,A
2701,5402,-2701,1,0.7153320741443387,A
2705,5410,-2705,1,0.37088148469058135,A
2706,5412,-2706,1,0.6270088986732004,A
2707,5414,-2707,1,0.005432558700971923,A
2708,5416,-2708,1,0.8412868602665622,A
2710,5420,-2710,1,0.1332653152752845,A
2711,5422,-2711,1,0.12161054221288758,A
2712,5424,-2712,1,0.9407070202230918,A
2713,5426,-2713,1,0.42147770374014504,A
2714,5428,-2714,1,0.2516190341697284,A
2715,5430,-2715,1,0.7901398182924086,A
2717,5434,-2717,1,0.4172920690939754,A
2719,5438,-2719,1,0.24610920645613932,A
2721,5442,-2721,1,0.47420082700284916,A
2722,5444,-2722,1,0.178948244520431,A
2723,5446,-2723,1,0.38345955596178816,A
2726,5452,-2726,1,0.4642776274296342,A
2727,5454,-2727,1,0.3937656936299526,A
2728,5456,-2728,1,0.536366753473393,A
2729,5458,-2729,1,0.32958876741877674,A
2730,5460,-2730,1,0.38567936998070174,A
2734,5468,-2734,1,0.7861042385943883,A
2736,5472,-2736,1,0.9300821954578882,A
2737,5474,-2737,1,0.1473253355667563,A
2738,5476,-2738,1,0.17928857558398903,A
2739,5478,-2739,1,0.46279424914216327,A
2740,5480,-2740,1,0.9070141375808728,A
2748,5496,-2748,1,0.3603035188625756,A
2749,5498,-2749,1,0.9156526111821031,A
2750,5500,-2750,1,0.13903605817729703,A
2752,5504,-2752,1,0.5921071309308709,A
2754,5508,-2754,1,0.07172465882257095,A
2756,5512,-2756,1,0.24706429509004468,A
2757,5514,-2757,1,0.708912029600588,A
2760,5520,-2760,1,0.1556084896784825,A
2762,5524,-2762,1,0.007438186144094749,A
2763,5526,-2763,1,0.16811368231333046,A
2765,5530,-2765,1,0.37811024463108023,A
2767,5534,-2767,1,0.24938719368887308,A
2769,5538,-2769,1,0.23126604593367006,A
2770,5540,-2770,1,0.16887244580847083,A
2771,5542,-2771,1,0.9650623999097406,A
2772,5544,-2772,1,0.5299715742995261,A
2776,5552,-2776,1,0.4580853676690083,A
2777,5554,-2777,1,0.7321883136700091,A
2778,5556,-2778,1,0.23711572822138394,A
2779,5558,-2779,1,0.9422463545549429,A
2782,5564,-2782,1,0.6935868272644204,A
2784,5568,-2784,1,0.8724790848861476,A
2785,5570,-2785,1,0.057506044958571256,A
2786,5572,-2786,1,0.913587240137149,A
2788,5576,-2788,1,0.7748019591062764,A
2790,5580,-2790,1,0.4336187874120556,A
2792,5584,-2792,1,0.3322488756180353,A
2793,5586,-2793,1,0.6261424491509672,A
2794,5588,-2794,1,0.44486609435744584,A
2798,5596,-2798,1,0.13060460676579266,A
2800,5600,-2800,1,0.27383445291754227,A
2801,5602,-2801,1,0.9215354038309546,A
2802,5604,-2802,1,0.9966108727618044,A
2803,5606,-2803,1,0.2824902843423598,A
2806,5612,-2806,1,0.43406767503936616,A
2808,5616,-2808,1,0.49669627285152695,A
2811,5622,-2811,1,0.19073712358295047,A
2812,5624,-2812,1,0.6362273632555846,A
2813,5626,-2813,1,0.0744663320452752,A
2814,5628,-2814,1,0.3931978083334101,A
2815,5630,-2815,1,0.8797940866569913,A
2816,5632,-2816,1,0.11259049684384592,A
2817,5634,-2817,1,0.12672654573110176,A
2818,5636,-2818,1,0.23632283225971684,A
2819,5638,-2819,1,0.4228155425155288,A
2821,5642,-2821,1,0.28196621207014994,A
2822,5644,-2822,1,0.08237202242120345,A
2827,5654,-2827,1,0.1970297533855746,A
2828,5656,-2828,1,0.9086306917052414,A
2830,5660,-2830,1,0.5817336717674116,A
2831,5662,-2831,1,0.5615267254120859,A
2832,5664,-2832,1,0.6497663549349468,A
2834,5668,-2834,1,0.7925611616436582,A
2836,5672,-2836,1,0.6369084796993307,A
2837,5674,-2837,1,0.7743912500560856,A
2838,5676,-2838,1,0.9570840608039013,A
2841,5682,-2841,1,0.7646329684993123,A
2842,5684,-2842,1,0.020826633978470954,A
2843,5686,-2843,1,0.26719207201238016,A
2844,5688,-2844,1,0.6827908958101241,A
2845,5690,-2845,1,0.8402664338779802,A
2846,5692,-2846,1,0.1673416871066753,A
2847,5694,-2847,1,0.6234688854540331,A
2848,5696,-2848,1,0.2915824585098704,A
2849,5698,-2849,1,0.198885160703007,A
2852,5704,-2852,1,0.2653277857436681,A
2854,5708,-2854,1,0.33107317690116145,A
2855,5710,-2855,1,0.5398176123704519,A
2856,5712,-2856,1,0.7347142972517487,A
2857,5714,-2857,1,0.8155309200963242,A
2859,5718,-2859,1,0.3342853676811566,A
2862,5724,-2862,1,0.4718804708757849,A
2864,5728,-2864,1,0.40282307351882385,A
2865,5730,-2865,1,0.1773139379923676,A
2867,5734,-2867,1,0.025434667994006843,A
2868,5736,-2868,1,0.037457808088407485,A
2869,5738,-2869,1,0.06113406957386536,A
2870,5740,-2870,1,0.3135424439250837,A
2871,5742,-2871,1,0.5897236795717457,A
2872,5744,-2872,1,0.14221569542619072,A
2874,5748,-2874,1,0.9578888086687701,A
2875,5750,-2875,1,0.6034173880545668,A
2876,5752,-2876,1,0.8362927183491435,A
2877,5754,-2877,1,0.8662269479358078,A
2879,5758,-2879,1,0.940713072243759,A
2881,5762,-2881,1,0.9708185477861897,A
2882,5764,-2882,1,0.22925501660122305,A
2883,5766,-2883,1,0.43048782632904636,A
2884,5768,-2884,1,0.04453652210364023,A
2885,5770,-2885,1,0.8718886701961438,A
2886,5772,-2886,1,0.3383913284609724,A
2887,5774,-2887,1,0.16325616029408918,A
2889,5778,-2889,1,0.4278496948212349,A
2890,5780,-2890,1,0.32496407668726945,A
2891,5782,-2891,1,0.9324091852917075,A
2893,5786,-2893,1,0.470123033969544,A
2895,5790,-2895,1,0.16362565392226547,A
2896,5792,-2896,1,0.6057979750902778,A
2897,5794,-2897,1,0.47691573133863463,A
2898,5796,-2898,1,0.6621601278698684,A
2899,5798,-2899,1,0.06525466800999147,A
2901,5802,-2901,1,0.5227377691822843,A
2903,5806,-2903,1,0.18998930688469906,A
2904,5808,-2904,1,0.2167557327262415,A
2905,5810,-2905,1,0.3832671444322109,A
2906,5812,-2906,1,0.4197160956808502,A
2907,5814,-2907,1,0.6099953200192534,A
2909,5818,-2909,1,0.722095043726558,A
2910,5820,-2910,1,0.20166294793407424,A
2911,5822,-2911,1,0.3329114227214316,A
2912,5824,-2912,1,0.3905906416283571,A
2914,5828,-2914,1,0.18180557320618662,A
2918,5836,-2918,1,0.4287378209032151,A
2920,5840,-2920,1,0.0053530381783272185,A
2921,5842,-2921,1,0.904072837127146,A
2923,5846,-2923,1,0.7657766167493318,A
2926,5852,-2926,1,0.8777295556338615,A
2931,5862,-2931,1,0.1231354120147139,A
2932,5864,-2932,1,0.9294861203208562,A
2933,5866,-2933,1,0.14644997651420344,A
2936,5872,-2936,1,0.7449489120168102,A
2937,5874,-2937,1,0.48306467832737165,A
2938,5876,-2938,1,0.5841654088483427,A
2939,5878,-2939,1,0.32242408371418585,A
2942,5884,-2942,1,0.16760640346807032,A
2945,5890,-2945,1,0.34325663342435286,A
2946,5892,-2946,1,0.1743309805648542,A
2947,5894,-2947,1,0.5176436635049874,A
2949,5898,-2949,1,0.26240354301457336,A
2950,5900,-2950,1,0.24892153167141629,A
2952,5904,-2952,1,0.5525327678098694,A
2953,5906,-2953,1,0.8746327134809528,A
2954,5908,-2954,1,0.1485180736644316,A
2955,5910,-2955,1,0.3611539137531221,A
2957,5914,-2957,1,0.34677740526882705,A
2958,5916,-2958,1,0.6189614588247536,A
2959,5918,-2959,1,0.6327974677626861,A
2960,5920,-2960,1,0.7981310662509434,A
2961,5922,-2961,1,0.5725694833060205,A
2962,5924,-2962,1,0.7249097888830552,A
2963,5926,-2963,1,0.3403161638752735,A
2964,5928,-2964,1,0.12791210090041238,A
2966,5932,-2966,1,0.5341139757430412,A
2967,5934,-2967,1,0.8939502314868427,A
2968,5936,-2968,1,0.14638790517654043,A
2969,5938,-2969,1,0.9209821439460666,A
2970,5940,-2970,1,0.04131778570136635,A
2971,5942,-2971,1,0.4377444668589361,A
2974,5948,-2974,1,0.9303985506084756,A
2975,5950,-2975,1,0.4266136011678099,A
2976,5952,-2976,1,0.5353808281403376,A
2977,5954,-2977,1,0.019312040416956888,A
2978,5956,-2978,1,0.5091891424782878,A
2981,5962,-2981,1,0.6534962694662763,A
2983,5966,-2983,1,0.3010036562763678,A
2985,5970,-2985,1,0.2617218000250062,A
2986,5972,-2986,1,0.5351462241281683,A
2987,5974,-2987,1,0.06282499382963935,A
2988,5976,-2988,1,0.1601538587801441,A
2989,5978,-2989,1,0.1936620918065387,A
2990,5980,-2990,1,0.34663058794874546,A
2995,5990,-2995,1,0.38679245387797434,A
2998,5996,-2998,1,0.19910090444513528,A
2999,5998,-2999,1,0.7649657956105655,A
3000,6000,-3000,1,0.47878426253480677,B
3001,6002,-3001,1,0.8732400905683644,B
3002,6004,-3002,1,0.013635578620579958,B
3003,6006,-3003,1,0.7782799835642434,B
3004,6008,-3004,1,0.36061554720608635,B
3006,6012,-3006,1,0.06366134837792692,B
3007,6014,-3007,1,0.7046167582797518,B
3010,6020,-3010,1,0.7751079321853517,B
3012,6024,-3012,1,0.8548987613020207,B
3013,6026,-3013,1,0.49654292175031145,B
3014,6028,-3014,1,0.10024418017619052,B
3015,6030,-3015,1,0.08789743480021894,B
3018,6036,-3018,1,0.3388164758498028,B
3019,6038,-3019,1,0.5175698327953921,B
3021,6042,-3021,1,0.43196337884939384,B
3022,6044,-3022,1,0.05559729086253584,B
3023,6046,-3023,1,0.13823685978274225,B
3024,6048,-3024,1,0.9180945215655967,B
3025,6050,-3025,1,0.8323250249139338,B
3026,6052,-3026,1,0.5263538386764821,B
3029,6058,-3029,1,0.7378379369311894,B
3031,6062,-3031,1,0.11505247782400863,B
3032,6064,-3032,1,0.7408564463834962,B
3033,6066,-3033,1,0.34381131993083636,B
3036,6072,-3036,1,0.4091394587447579,B
3037,6074,-3037,1,0.42351628568400923,B
3038,6076,-3038,1,0.4385951380188523,B
3039,6078,-3039,1,0.029426056963484104,B
3040,6080,-3040,1,0.47003950211651124,B
3041,6082,-3041,1,0.8235364021880572,B
3042,6084,-3042,1,0.9221750494854035,B
3043,6086,-3043,1,0.9382924178708365,B
3045,6090,-3045,1,0.04832536852371361,B
3046,6092,-3046,1,0.3990152529776406,B
3047,6094,-3047,1,0.12456862078285225,B
3049,6098,-3049,1,0.9266476920863872,B
3053,6106,-3053,1,0.3364351959889923,B
3058,6116,-3058,1,0.37960106867204435,B
3059,6118,-3059,1,0.5505721293145258,B
3060,6120,-3060,1,0.37752848129447647,B
3065,6130,-3065,1,0.6901981623623591,B
3067,6134,-3067,1,0.6862774164356168,B
3070,6140,-3070,1,0.2504718078677223,B
3071,6142,-3071,1,0.9887245196526165,B
3072,6144,-3072,1,0.8101684543873383,B
3073,6146,-3073,1,0.27856204517490113,B
3074,6148,-3074,1,0.2665300385067634,B
3075,6150,-3075,1,0.6788313822871171,B
3076,6152,-3076,1,0.09220182127439047,B
3078,6156,-3078,1,0.05904195900928788,B
3081,6162,-3081,1,0.22913415017734073,B
3084,6168,-3084,1,0.01613968873920435,B
3087,6174,-3087,1,0.9091199427204832,B
3088,6176,-3088,1,0.6414030599192411,B
3091,6182,-3091,1,0.04993123259365717,B
3094,6188,-3094,1,0.5091003626272812,B
3096,6192,-3096,1,0.3651986505374487,B
3097,6194,-3097,1,0.40571816862291843,B
3098,6196,-3098,1,0.9693093174343395,B
3099,6198,-3099,1,0.29541027252822927,B
3102,6204,-3102,1,0.048239584533167124,B
3103,6206,-3103,1,0.9669699638366457,B
3104,6208,-3104,1,0.7669842375844568,B
3105,6210,-3105,1,0.802491869722852,B
3106,6212,-3106,1,0.47049429998373804,B
3107,6214,-3107,1,0.31514930054108947,B
3108,6216,-3108,1,0.8093407645232299,B
3110,6220,-3110,1,0.6343384434830691,B
3111,6222,-3111,1,0.9545920985036153,B
3112,6224,-3112,1,0.1014875633137593,B
3114,6228,-3114,1,0.5747130768017057,B
3115,6230,-3115,1,0.24630202021629033,B
3116,6232,-3116,1,0.038268415373676756,B
3118,6236,-3118,1,0.5677191134420349,B
3119,6238,-3119,1,0.8799552237408946,B
3120,6240,-3120,1,0.13239568308351013,B
3121,6242,-3121,1,0.2738418095123646,B
3123,6246,-3123,1,0.9475363620712046,B
3124,6248,-3124,1,0.9632164795067593,B
3125,6250,-3125,1,0.6129774611618352,B
3126,6252,-3126,1,0.7409967531058435,B
3127,6254,-3127,1,0.009579925278099921,B
3128,6256,-3128,1,0.6519708740844433,B
3129,6258,-3129,1,0.6933437277390417,B
3130,6260,-3130,1,0.39335379170503615,B
3132,6264,-3132,1,0.7653925754084674,B
3133,6266,-3133,1,0.22483443573450024,B
3134,6268,-3134,1,0.9445758832939514,B
3135,6270,-3135,1,0.7910686693937632,B
3136,6272,-3136,1,0.34632829972607226,B
3140,6280,-3140,1,0.3074163144972615,B
3142,6284,-3142,1,0.17521731580849043,B
3144,6288,-3144,1,0.11677354470169521,B
3145,6290,-3145,1,0.7892875745461884,B
3146,6292,-3146,1,0.9011744684606761,B
3148,6296,-3148,1,0.14764773021244926,B
3149,6298,-3149,1,0.7830888205850745,B
3150,6300,-3150,1,0.9755952274002875,B
3152,6304,-3152,1,0.5784924246132772,B
3154,6308,-3154,1,0.7406936561198034,B
3155,6310,-3155,1,0.35377958036537116,B
3157,6314,-3157,1,0.8228019595719415,B
3158,6316,-3158,1,0.3465521672263102,B
3159,6318,-3159,1,0.23709844153143123,B
3164,6328,-3164,1,0.2615467695142494,B
3165,6330,-3165,1,0.4479063044659882,B
3166,6332,-3166,1,0.9020383691528079,B
3167,6334,-3167,1,0.8457692599892734,B
3168,6336,-3168,1,0.08242010346653772,B
3169,6338,-3169,1,0.9646855692940195,B
3170,6340,-3170,1,0.38262435665533234,B
3171,6342,-3171,1,0.23168224529179748,B
3173,6346,-3173,1,0.001020478571951422,B
3174,6348,-3174,1,0.4924501875257117,B
3175,6350,-3175,1,0.6209505557874698,B
3177,6354,-3177,1,0.16473242925286535,B
3178,6356,-3178,1,0.7770382518809835,B
3179,6358,-3179,1,0.7366721476885176,B
3181,6362,-3181,1,0.6364324774780755,B
3182,6364,-3182,1,0.7584728416164456,B
3183,6366,-3183,1,0.31928903222310534,B
3184,6368,-3184,1,0.6176931850684805,B
3188,6376,-3188,1,0.055164533573009655,B
3189,6378,-3189,1,0.7359372707375788,B
3190,6380,-3190,1,0.021032264165180448,B
3191,6382,-3191,1,0.5362785008644967,B
3192,6384,-3192,1,0.08686870967986271,B
3193,6386,-3193,1,0.934205223067718,B
3195,6390,-3195,1,0.9151514618096629,B
3197,6394,-3197,1,0.2582669852675141,B
3198,6396,-3198,1,0.3153219604595654,B
3199,6398,-3199,1,0.031953909095807975,B
3200,6400,-3200,1,0.6105552270222071,B
3201,6402,-3201,1,0.9028993614859111,B
3202,6404,-3202,1,0.10151193130044889,B
3204,6408,-3204,1,0.6971485897052931,B
3205,6410,-3205,1,0.7734897210829068,B
3206,6412,-3206,1,0.7578434601205954,B
3207,6414,-3207,1,0.015018593137004377,B
3208,6416,-3208,1,0.14727205257830378,B
3209,6418,-3209,1,0.2186371501867036,B
3210,6420,-3210,1,0.8010912508050414,B
3213,6426,-3213,1,0.12166259133115065,B
3215,6430,-3215,1,0.797355323247897,B
3216,6432,-3216,1,0.41529590591982957,B
3218,6436,-3218,1,0.34884957761854896,B
3219,6438,-3219,1,0.8543799205430944,B
3220,6440,-3220,1,0.6910287423876437,B
3221,6442,-3221,1,0.22227385734392424,B
3222,6444,-3222,1,0.6704981184932788,B
3223,6446,-3223,1,0.5995254228091152,B
3226,6452,-3226,1,0.668553615703669,B
3229,6458,-3229,1,0.6751283216614304,B
3230,6460,-3230,1,0.7922414100500726,B
3231,6462,-3231,1,0.2203446569361901,B
3232,6464,-3232,1,0.8333195487943025,B
3234,6468,-3234,1,0.6180188423709944,B
3235,6470,-3235,1,0.7556742176014917,B
3236,6472,-3236,1,0.8188171960937446,B
3239,6478,-3239,1,0.38772072165688554,B
3240,6480,-3240,1,0.28738804045899313,B
3243,6486,-3243,1,0.08658884757841123,B
3244,6488,-3244,1,0.64064629322949,B
